Region,Sector,Product_category,Product_long,Product,Flow_category,Flow_long,Flow,End_use
algeria,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
algeria,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
algeria,Residential,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Residential,RESIDENT,Low Temperature Heat
algeria,Residential,Natural gas,Natural gas,NATGAS,Final consumption,Residential,RESIDENT,Low Temperature Heat
algeria,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
algeria,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
algeria,Residential,Oil products,Other oil products,ONONSPEC,Final consumption,Residential,RESIDENT,Low Temperature Heat
algeria,Residential,Oil products,Other kerosene,OTHKERO,Final consumption,Residential,RESIDENT,Low Temperature Heat
algeria,Commercial,Natural gas,Natural gas,NATGAS,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
algeria,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,Electricity
algeria,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Transformation processes,Non-specified (transformation),TNONSPEC,High Temperature Heat
algeria,Industrial,Coal,Coking coal,COKCOAL,Transformation processes,Coke ovens,TCOKEOVS,High Temperature Heat
algeria,Industrial,Coal,Coke oven coke,OVENCOKE,Energy industry own use and Losses,Losses,DISTLOSS,
algeria,Industrial,Coal,Coke oven coke,OVENCOKE,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Coal,Coke oven coke,OVENCOKE,Final consumption,Iron and steel,IRONSTL,
algeria,Industrial,Coal,Coke oven coke,OVENCOKE,Transformation processes,Blast furnaces,TBLASTFUR,High Temperature Heat
algeria,Industrial,Coal,Coke oven coke,OVENCOKE,Transformation processes,Coke ovens,TCOKEOVS,High Temperature Heat
algeria,Industrial,Oil products,Bitumen,BITUMEN,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Bitumen,BITUMEN,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Losses,DISTLOSS,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Agriculture/forestry,AGRICULT,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Chemical and petrochemical,CHEMICAL,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Construction,CONSTRUC,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Non-specified (energy),ENONSPEC,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Food and tobacco,FOODPRO,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Iron and steel,IRONSTL,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Manufacturing,MANUFACT,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Non-metallic minerals,NONMET,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Oil products,Other oil products,ONONSPEC,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Textile and leather,TEXTILES,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Energy industry own use,TOTENGY,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Liquefaction (LNG)/regasification plants,ELNG,
algeria,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
algeria,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Oil products,Fuel oil,RESFUEL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Agriculture/forestry,AGRICULT,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Chemical and petrochemical,CHEMICAL,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Construction,CONSTRUC,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Oil refineries,EREFINER,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Food and tobacco,FOODPRO,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Iron and steel,IRONSTL,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Manufacturing,MANUFACT,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Non-metallic minerals,NONMET,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Oil products,Other oil products,ONONSPEC,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Textile and leather,TEXTILES,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Energy industry own use,TOTENGY,
algeria,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Liquefaction (LNG)/regasification plants,ELNG,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Energy industry own use and Losses,Losses,DISTLOSS,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Agriculture/forestry,AGRICULT,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Chemical and petrochemical,CHEMICAL,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Construction,CONSTRUC,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Iron and steel,IRONSTL,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Manufacturing,MANUFACT,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Non-metallic minerals,NONMET,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Oil products,Other oil products,ONONSPEC,
algeria,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Coal,Blast furnace gas,BLFURGS,Final consumption,Iron and steel,IRONSTL,
algeria,Industrial,Coal,Blast furnace gas,BLFURGS,Transformation processes,Blast furnaces,TBLASTFUR,High Temperature Heat
algeria,Industrial,Coal,Coke oven gas,COKEOVGS,Final consumption,Iron and steel,IRONSTL,
algeria,Industrial,Coal,Coke oven gas,COKEOVGS,Transformation processes,Coke ovens,TCOKEOVS,High Temperature Heat
algeria,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Energy industry own use and Losses,Losses,DISTLOSS,
algeria,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Agriculture/forestry,AGRICULT,
algeria,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Construction,CONSTRUC,
algeria,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Food and tobacco,FOODPRO,
algeria,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Oil products,Other oil products,ONONSPEC,
algeria,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Oil products,Other oil products,ONONSPEC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
algeria,Industrial,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Construction,CONSTRUC,
algeria,Industrial,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Iron and steel,IRONSTL,
algeria,Industrial,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Oil products,Other oil products,ONONSPEC,
algeria,Industrial,Oil products,Other kerosene,OTHKERO,Final consumption,Construction,CONSTRUC,
algeria,Industrial,Oil products,Other kerosene,OTHKERO,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,Oil products,Other kerosene,OTHKERO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Lubricants,LUBRIC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
algeria,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Losses,DISTLOSS,
algeria,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
algeria,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Oil refineries,EREFINER,
algeria,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Final consumption,Industry not elsewhere specified,INONSPEC,
algeria,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Energy industry own use,TOTENGY,
algeria,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
algeria,Industrial,"Crude, NGL, refinery feedstocks",Natural gas liquids,NGL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
algeria,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
algeria,Electric Power,Natural gas,Natural gas,NATGAS,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
algeria,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
algeria,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
algeria,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
algeria,Electric Power,Natural gas,Natural gas,NATGAS,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
algeria,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
algeria,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
algeria,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
algeria,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
algeria,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
algeria,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
algeria,Electric Power,Electricity and Heat,Hydro,HYDRO,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
algeria,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
algeria,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
angola,Transportation,Oil products,Fuel oil,RESFUEL,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
angola,Transportation,Oil products,Fuel oil,RESFUEL,Supply,International marine bunkers,MARBUNK,High Temperature Heat
angola,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
angola,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Road,ROAD,High Temperature Heat
angola,Transportation,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Transport not elsewhere specified,TRNONSPE,High Temperature Heat
angola,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Road,ROAD,High Temperature Heat
angola,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
angola,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
angola,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
angola,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
angola,Residential,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Residential,RESIDENT,Low Temperature Heat
angola,Residential,Biofuels and Waste,Charcoal,CHARCOAL,Final consumption,Residential,RESIDENT,Low Temperature Heat
angola,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
angola,Residential,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Residential,RESIDENT,Low Temperature Heat
angola,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
angola,Commercial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
angola,Commercial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
