Scenario,Sector,Subvector,Unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
IPCC,Forests & Wetlands,Coastal Restoration,MtCO2e,1.37184530640754,2.94202533329954,4.72617233739424,6.74830320271976,9.03386982459367,11.6094731788679,14.5024528749452,17.74033473772,21.3501235949355,25.3574363800497,29.7854823644225,34.653912869272,39.9775815992742,45.765277355746,52.0185109387884,58.7304542764144,65.8748838140077,73.4262509092012,81.3494392105825,89.6002849142239,98.1266196998055,106.869800506518,115.766639549368,124.751604619064,133.759130841364,142.725875394299,151.592757444739,160.306654366832,168.821666772001,177.099911996453
IPCC,Forests & Wetlands,Improved Forest Mgmt,MtCO2e,1.43648107812865,3.6293876887782,6.01373318975814,8.60287910790611,11.4104776921546,14.4503423498895,17.7362888978974,21.2819453782485,25.100528844441,29.2045884648485,33.6057155513468,38.3142227178992,43.3387963004273,48.6861283874006,54.3605372426185,60.3635874245783,66.693723349926,73.3459321966606,80.3114536472068,87.5775547686203,95.1273880662763,102.939949224607,110.990148144365,119.249002600521,127.683958323685,136.259332851922,144.936873554066,153.67641334446,162.436601398653,171.175681226683
IPCC,Forests & Wetlands,Natural Regeneration,MtCO2e,47.3434270350404,94.917914089865,142.758011119359,190.898550479492,239.369829205355,288.198797697613,337.408861947871,387.019697900089,437.047081269716,484.487341220263,532.46911987051,580.874241315514,629.825936414171,679.317533593691,729.337647190287,779.870223352286,830.828575273839,882.255945090736,931.741667830515,981.716817820742,1031.92262507856,1082.54576563262,1133.43632618022,1185.0221527562,1236.71742769683,1288.42932984795,1340.0615430028,1391.47556081444,1442.62608177803,1493.40995093103
IPCC,Forests & Wetlands,Peat Restoration,MtCO2e,4.58643988067885,9.31380407718342,14.1150618772308,18.9693435104735,23.85235716285,28.7373662169199,33.5963150431366,38.4010259478312,43.1243804087781,47.7413986391695,52.2301432291175,56.5723933850648,60.7540625384403,64.7439897215016,68.56076423069,72.2024116237174,75.6705519235589,78.9698874440923,82.1076379114504,85.0929558384332,87.936344915298,90.6490734314129,93.2427053020062,95.7279102267618,98.1159384243949,100.410131034652,102.625188360522,104.767070055803,106.84019290739,108.844942194196
NCSmx2030,Regenerative Agriculture,Biochar,MtCO2e,0.584229944634068,1.72322645690186,3.57679771397061,6.57847495535033,11.4009619253459,19.0508032931497,30.9440614573859,48.8685492933507,74.6555005709914,109.376407405724,152.180321055113,199.563691256849,246.154723182162,286.923244255136,319.112454864913,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339,342.526599280339
NCSmx2030,Regenerative Agriculture,Cropland Soil Health,MtCO2e,81.9561910499021,182.410392546195,303.684774777131,448.197744742867,616.470990392357,803.123144828355,1005.82897467552,1216.7522376363,1422.41430712075,1598.8672638644,1732.19117040347,1838.7651191205,1915.48183692438,1965.84826721257,1985.26835737168,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472,1964.45312092472
NCSmx2030,Regenerative Agriculture,Improved Rice,MtCO2e,15.9810877840118,25.671690554107,29.8946428554222,31.4498142350585,32.3754689418846,33.8438216222832,36.1266790914104,39.5672039981729,44.5168934371191,51.181415505671,59.3974344159657,68.4924594363359,77.4353986844621,85.2607331345768,91.4393074874659,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493,95.9335473100493
NCSmx2030,Regenerative Agriculture,Nitrogen Fertilizer Management,MtCO2e,9.65146811637842,23.6604497626495,43.8440773483577,72.8163012828577,113.922173946023,170.491747307783,243.340519753996,330.892327465525,425.697787620385,517.177224787206,596.016882094703,657.601893602095,696.774497917092,696.774540928647,696.774574888868,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123,696.77459959123
NCSmx2030,Regenerative Agriculture,Optimal Intensity,MtCO2e,78.1964824819881,186.592415564729,325.384573233778,486.096516809215,651.881665307726,803.701525811139,928.23211270923,1021.10283634496,1047.79712940074,1040.0906892503,1026.56165524237,1010.19531314724,991.847322437675,967.782739784422,928.277984524511,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831,864.79983552831
NCSmx2030,Regenerative Agriculture,Silvopasture,MtCO2e,211.079507227957,472.643966048269,779.279914361624,1115.10256865404,1459.66857026372,1788.84329454564,2072.39152252802,2294.62636356909,2444.87193105971,2538.50824704378,2567.97422590831,2550.76919197031,2501.05263997659,2409.77864866711,2280.32084193646,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736,2126.57825061736
NCSmx2030,Regenerative Agriculture,Trees in Croplands,MtCO2e,222.977814879699,524.614628782692,916.52387664059,1398.74919513998,1947.89068432441,2528.38103012269,3092.0351424129,3589.19530305724,3977.57418023005,4206.17770160703,4285.05952157503,4259.42511970789,4196.12784877976,4114.16819885694,4017.31372847977,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029,3872.52165696029
NCSmx2030,Forests & Wetlands,Avoided Coastal Impacts,MtCO2e,222.004564523647,443.966709848903,665.922058935556,887.876640852628,1109.68141339687,1331.40437203059,1553.12733066453,1774.85028929826,1996.57324793221,2216.62689648814,2435.73155057818,2654.76458974879,2873.79762891921,3092.83066808983,3311.86370726024,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076,3530.89674643076
NCSmx2030,Forests & Wetlands,Avoided Forest Conversion,MtCO2e,249.752517064146,492.340863226659,725.795207326984,942.477703214398,1157.10962899439,1358.79161905489,1553.14363206881,1745.84268794461,1932.93881816451,2111.45094278567,2288.84364121599,2465.10611736652,2640.5528378258,2815.89804395204,2980.58322679562,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408,3129.35802072408
NCSmx2030,Forests & Wetlands,Avoided Peat Impacts,MtCO2e,133.130758352381,265.63201593846,384.860623705156,473.727960256978,561.329560177135,643.999344625855,723.225876873354,800.978691204412,872.913676042529,943.521947406532,1013.44098022633,1082.97988804005,1152.41366279863,1221.84033444538,1290.51416111225,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945,1358.05872030945
NCSmx2030,Forests & Wetlands,Coastal Restoration,MtCO2e,9.03386982459367,25.3574363800497,52.0185109387884,89.6002849142239,133.759130841364,177.099911996453,214.183322676461,243.912078749037,267.649988210433,285.701002998321,297.383081587778,300.394849056922,291.294241147635,267.414351887324,229.915153216015,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086,183.289778529086
NCSmx2030,Forests & Wetlands,Improved Forest Mgmt,MtCO2e,11.4104776921546,29.2045884648485,54.3605372426185,87.5775547686203,127.683958323685,171.175681226683,213.162318238567,249.379684328104,277.689526184629,298.183412802359,312.201725999935,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163,321.422766046163
NCSmx2030,Forests & Wetlands,Natural Regeneration,MtCO2e,239.369829205355,484.487341220263,729.337647190287,981.716817820742,1236.71742769683,1493.40995093103,1738.20110017295,1938.21378543364,2067.46444956473,2134.9069912542,2140.30141764868,2062.05490657422,1932.80755072495,1761.31619991174,1582.40709058313,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529,1416.99402397529
NCSmx2030,Forests & Wetlands,Peat Restoration,MtCO2e,23.85235716285,47.7413986391695,68.56076423069,85.0929558384332,98.1159384243949,108.844942194196,117.834432009271,124.798231978147,129.526252323977,132.36187319641,133.896638904735,134.661023029134,135.050518705762,135.238408298592,135.331386138705,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073,135.377712619073
