Region,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NonOECD ,Forests & Wetlands,N2O,70.94999999999999,82.68999999999998,86.36,84.53,76.56,73.41,85.65000000000002,77.55,104.94000000000001,79.56,82.22999999999999,95.33999999999999,80.24000000000002,88.25000000000001,93.26999999999998,84.26,62.19999999999999,50.43999999999999,38.6,56.91000000000001,72.05000000000001,60.58000000000001,43.709999999999994,75.73999999999997,75.73999999999997,75.73999999999997,75.73999999999997,75.74999999999997,75.74999999999997
World ,Industry,CH4,2946.75,2903.38,2859.88,2828.25,2772.5699999999997,2714.92,2703.28,2688.2400000000002,2687.36,2670.7,2661.7200000000003,2657.3600000000006,2646.1,2629.0699999999997,2653.0200000000004,2681.49,2695.17,2710.6100000000006,2743.5600000000004,2741.47,2751.6400000000003,2775.5299999999997,2789.7700000000004,2792.98,2788.8500000000004,2744.7799999999997,2692.6499999999996,2645.67,2584.3199999999997
NAM ,Industry,CH4,189.38,187.14,184.89,188.19,179.67000000000002,171.36,181.87,181.10000000000002,188.44,187.17000000000002,189.06,190.97,191.99,191.67000000000002,192.26,193.60000000000002,190.03,190.89000000000001,195.44,197.73,203.14000000000001,212.59,221.64999999999998,224.67000000000002,229.0,228.32,224.33,223.52,220.16
US ,Industry,CH4,126.8,125.73,124.66,128.88,129.72,130.17000000000002,134.09,133.11,142.18,141.39000000000001,144.04000000000002,146.15,148.25,150.5,152.64999999999998,155.23000000000002,152.65,154.58,159.56,162.76,169.23000000000002,178.87,188.08999999999997,191.59,196.46,196.4,198.37,198.34,195.91
CSAM ,Industry,CH4,178.59000000000003,176.32,174.01999999999998,171.76,169.05,166.38000000000005,163.72,161.02,158.36,153.35000000000002,150.1,147.39,144.00999999999996,139.35,136.85999999999999,134.96,130.56000000000003,126.72,123.94999999999999,120.77000000000001,116.83000000000001,114.26999999999998,112.09999999999998,110.0,107.38999999999999,103.72999999999999,100.57999999999998,97.35000000000002,94.19
BRAZIL ,Industry,CH4,68.10000000000001,67.45,66.8,66.15,65.28,64.41000000000001,63.54,62.669999999999995,61.8,58.629999999999995,57.169999999999995,56.269999999999996,54.699999999999996,51.779999999999994,50.69,50.29,47.38,45.190000000000005,44.089999999999996,42.300000000000004,39.88,38.43,36.92,35.62,34.21,33.01,31.89,30.63,29.47
EUR ,Industry,CH4,174.25,175.41999999999996,176.58999999999997,180.16999999999996,182.02999999999997,187.66,195.42,199.81,204.74,211.78000000000003,217.58,225.23000000000002,230.87,235.82,242.63,248.92000000000002,255.46,260.97,266.11000000000007,268.68,273.04999999999995,275.80000000000007,277.22,276.71999999999997,274.90999999999997,274.6599999999999,273.51000000000005,271.17,266.64
AFRICA ,Industry,CH4,161.42999999999995,157.67000000000002,153.88,150.12,146.66000000000003,143.16000000000003,139.69,137.18,134.55999999999995,131.86999999999998,129.18999999999997,126.52999999999999,123.88,121.24999999999999,119.31,117.31,115.24,111.15000000000003,111.38000000000002,116.00999999999998,120.8,125.59000000000003,129.92000000000002,134.72,139.76,132.19,125.04999999999997,117.87,110.71000000000004
SAFR ,Industry,CH4,24.14,23.740000000000002,23.35,22.950000000000003,22.53,22.11,21.69,21.27,20.84,19.96,19.080000000000002,18.26,17.44,16.64,15.86,15.1,14.37,11.479999999999999,12.899999999999999,13.85,14.799999999999999,15.76,16.71,17.66,18.61,18.279999999999998,17.95,17.62,17.29
ME ,Industry,CH4,123.05000000000001,119.85,116.6,113.39999999999999,110.13,106.87,103.6,100.25000000000001,96.89,94.35,91.81,89.26999999999998,86.56000000000002,84.06,81.68,79.32999999999998,76.99,74.63,72.28000000000002,69.10000000000001,65.92999999999999,62.779999999999994,59.61,56.42,53.400000000000006,51.35,49.43999999999999,47.50999999999999,45.6
RUS ,Industry,CH4,114.89,114.16,113.42,110.96,108.26,104.25,101.37,98.76,95.96,93.83999999999999,92.22,90.42,88.67999999999999,87.05999999999999,85.36,84.14,83.02000000000001,82.24,81.27,80.79,79.91,79.94,79.46000000000001,79.33999999999999,78.88,79.13,78.86,79.23,78.78
ASIAPAC ,Industry,CH4,257.4200000000001,253.5800000000001,249.78000000000003,245.55,242.22,235.63000000000002,229.69,236.07999999999993,241.37999999999997,245.32999999999998,249.42000000000004,253.13000000000005,256.78000000000003,260.95,265.04,269.35,274.53000000000014,278.33000000000004,282.69000000000005,275.41,270.1000000000001,265.75,260.75000000000006,257.09000000000003,250.32999999999998,246.72000000000003,242.11999999999995,237.58999999999997,232.87
CHINA ,Industry,CH4,167.69,161.84,155.99,150.14,145.29,140.43,135.58,129.85,124.13,118.4,112.68,106.95,101.23,95.5,104.36,113.23,122.09,130.95,139.82,148.68,157.55,166.41,175.27,184.14,193.0,188.95,184.89,180.84,176.78
INDIA ,Industry,CH4,68.94,68.00999999999999,67.08999999999999,66.16,65.22,64.28,63.34,62.400000000000006,61.46,61.09,60.730000000000004,60.36,60.0,59.63,59.27,58.900000000000006,58.54,58.17,57.81,52.37,46.92,41.470000000000006,36.019999999999996,30.57,25.13,24.47,23.86,23.25,22.64
JPN ,Industry,CH4,4.85,4.97,5.08,5.27,5.49,5.75,5.97,6.22,6.4799999999999995,6.85,7.21,7.56,7.91,8.260000000000002,8.600000000000001,8.950000000000001,9.270000000000001,9.58,10.09,10.41,10.74,11.120000000000001,11.43,11.700000000000001,11.99,12.15,12.34,12.38,12.520000000000001
 OECD ,Industry,CH4,345.64,344.65,343.6700000000001,349.89,344.66999999999996,342.24,362.65999999999997,369.0,381.62,387.69000000000005,395.65000000000003,405.78,413.23,418.93,426.44,435.76,441.09000000000003,446.98,456.92,462.73,472.89000000000004,486.11,497.24,502.30999999999995,505.74,504.5899999999999,498.65,495.15,487.03
NonOECD ,Industry,CH4,1116.6100000000001,1095.7700000000002,1074.81,1052.6299999999999,1029.76,1003.5600000000001,977.2700000000001,963.0399999999997,949.78,935.0300000000001,922.73,910.1999999999999,896.39,881.9999999999998,886.34,889.9799999999999,891.6,893.5400000000002,900.6299999999999,893.88,888.8299999999999,886.53,882.91,879.8000000000001,874.6399999999999,854.4399999999999,834.6899999999998,815.51,793.86
World ,Industry,CO2,15273.82,15240.189999999999,15245.080000000002,15437.68,15606.96,15433.27,15351.61,15249.490000000002,14618.579999999998,13388.09,13346.130000000001,13084.400000000001,12385.45,11717.41,10786.37,9810.68,9314.25,9234.38,9126.47,8703.779999999999,8966.37,8972.23,8885.28,9079.52,8558.49,8454.43,8512.89,8677.43,8807.82
NAM ,Industry,CO2,661.99,632.09,630.4399999999999,630.2099999999999,624.36,625.5799999999999,627.4499999999999,625.77,645.01,570.1300000000001,671.1800000000001,687.8800000000001,701.1200000000001,675.7299999999999,720.15,684.32,685.0899999999999,727.2,765.87,691.53,707.13,700.8399999999999,677.66,668.32,718.1200000000001,707.8600000000001,692.3299999999999,741.76,784.1600000000001
US ,Industry,CO2,500.0,469.73,478.46,473.79999999999995,476.7,471.26,473.90999999999997,467.96999999999997,497.84,437.21000000000004,516.25,531.5600000000001,542.71,523.5699999999999,557.63,528.82,534.03,581.6800000000001,608.62,539.65,552.25,545.3299999999999,523.28,523.9300000000001,571.2,567.3100000000001,550.67,599.69,637.99
CSAM ,Industry,CO2,243.14,244.13000000000005,242.99,257.58,274.70000000000005,279.94999999999993,276.1600000000001,280.52,264.14,226.35000000000002,243.14999999999998,237.86,239.73000000000002,232.32,225.88,218.57999999999998,220.68,221.72000000000003,222.52999999999997,213.58000000000004,217.79000000000002,217.2,199.46999999999997,184.52999999999997,174.7,166.06,160.11,162.16000000000003,157.79000000000002
BRAZIL ,Industry,CO2,105.91,109.8,105.64,118.36,124.29,125.88,126.91,128.57,117.72999999999999,101.15,110.08999999999999,108.41,97.63,96.39,96.64,93.94,96.5,94.59,97.58,90.6,86.59,83.75,78.58999999999999,70.57,65.13,63.33,60.709999999999994,61.86,57.74
EUR ,Industry,CO2,677.05,661.13,636.53,642.5200000000002,660.5300000000001,668.1499999999999,683.05,705.8399999999999,707.35,660.96,790.0600000000001,849.35,838.1400000000001,832.3100000000002,871.3099999999997,882.1999999999998,850.4000000000001,858.3,873.04,841.5200000000001,875.01,902.84,903.63,909.44,890.9800000000001,910.4300000000001,995.5499999999998,1060.6299999999999,1129.0200000000002
AFRICA ,Industry,CO2,236.05999999999997,226.37999999999994,226.76999999999995,224.2,221.92000000000002,215.18000000000004,204.59000000000003,200.01000000000002,202.61,207.29000000000002,190.97,188.29,184.65000000000003,178.85999999999999,159.24,151.9,147.0,141.64000000000004,135.57000000000002,135.25,137.05,135.09000000000003,129.83,121.25999999999996,116.18999999999997,123.73,131.62999999999997,134.23999999999995,140.09
SAFR ,Industry,CO2,51.97,51.32,54.27,54.49,58.05,56.28,50.010000000000005,48.97,56.28,66.53,48.870000000000005,48.16,54.54,58.04,53.480000000000004,46.629999999999995,44.08,40.31,44.419999999999995,44.75,51.81,49.81999999999999,45.720000000000006,41.6,40.21,39.010000000000005,46.32,52.46,57.94
ME ,Industry,CO2,433.40000000000003,433.2,428.59000000000003,423.31999999999994,418.32000000000005,399.98999999999995,393.46000000000004,378.9299999999999,371.94000000000005,334.93,324.64,296.33,256.62,240.53999999999996,227.17999999999998,220.27999999999997,215.98000000000002,206.45000000000002,195.26,194.26,183.76999999999998,176.80999999999997,175.72,174.16,164.69,148.26000000000002,154.54000000000002,148.13,134.35
RUS ,Industry,CO2,271.08000000000004,282.51,280.11999999999995,273.05,273.4,251.06,252.56,209.1,201.12,185.98,196.01,198.63,177.17,177.14,174.13,170.45,176.77,173.74,180.7,155.64999999999998,145.82999999999998,161.57000000000002,174.78,201.46,159.64999999999998,196.76000000000002,226.94,216.17,251.41
ASIAPAC ,Industry,CO2,560.78,546.78,514.14,516.86,480.1500000000001,450.81,488.08,492.12,489.5499999999999,458.03999999999996,469.8999999999999,471.5700000000001,461.83,422.7999999999999,407.68999999999994,381.26,344.36999999999995,343.4,329.98,317.96000000000004,294.45,318.08000000000004,312.33000000000004,309.31000000000006,285.22,274.46999999999997,262.09,261.56000000000006,262.84000000000003
CHINA ,Industry,CO2,3449.43,3503.4799999999996,3602.78,3706.6800000000003,3801.2799999999997,3777.59,3753.2,3713.99,3484.0499999999997,3185.43,2935.76,2789.35,2553.42,2347.47,1880.19,1483.95,1296.1399999999999,1232.13,1150.78,1099.79,1235.22,1164.03,1161.56,1254.77,1067.78,1004.3399999999999,930.1999999999999,880.13,829.71
INDIA ,Industry,CO2,696.68,667.89,635.7,615.5799999999999,608.4100000000001,573.55,533.18,539.89,489.38,440.65000000000003,381.26,363.31,324.47,293.46000000000004,265.2,252.9,259.16999999999996,241.64,238.25,232.93,223.03000000000003,211.10999999999999,191.51999999999998,188.16,192.88,181.13,181.82,177.7,171.46
JPN ,Industry,CO2,217.11,223.23000000000002,223.95,228.29,236.53,243.15,240.07,243.34,236.14,225.43,240.70000000000002,262.69,267.18,266.91999999999996,264.51,266.05,269.83,269.23,275.49,271.02,268.52,295.87,305.18,305.65999999999997,300.86,297.03,298.88,301.91,301.57
 OECD ,Industry,CO2,1532.6399999999999,1497.81,1469.07,1474.81,1482.8300000000002,1495.82,1502.8399999999997,1521.48,1539.35,1416.7500000000002,1627.2800000000002,1712.29,1722.7200000000003,1698.76,1760.29,1740.1100000000001,1717.4399999999998,1778.8500000000001,1848.15,1737.65,1775.4899999999998,1815.91,1796.0199999999998,1783.1899999999998,1812.0800000000002,1787.06,1789.81,1870.6899999999998,1956.2500000000002
NonOECD ,Industry,CO2,5982.139999999999,5997.25,6026.04,6114.74,6195.589999999998,6089.330000000001,6043.160000000001,5968.71,5638.909999999999,5157.96,4914.590000000001,4701.139999999999,4337.01,4033.6099999999997,3496.27,3025.2,2796.5299999999997,2689.3900000000003,2565.8399999999997,2476.89,2579.5099999999998,2528.9300000000003,2505.95,2621.0699999999993,2336.45,2320.2100000000005,2358.6,2335.64,2324.25
World ,Industry,F-gases,2272.2200000000003,2189.6800000000003,2107.19,2001.2800000000002,1925.1599999999999,1817.8599999999997,1722.0300000000002,1624.6299999999997,1524.46,1411.1399999999999,1369.29,1282.93,1174.38,1083.87,1023.5999999999999,955.4800000000001,934.8399999999999,883.16,887.3800000000001,853.54,849.82,783.2399999999999,718.0900000000001,658.7199999999999,595.8299999999999,581.07,589.1,594.96,604.38
NAM ,Industry,F-gases,203.97,198.74,193.5,192.06,188.66,182.89,182.15,186.22,178.33,168.12,172.16,170.01999999999998,158.1,154.12,152.14,143.78,153.92000000000002,145.21,159.57,157.63,160.5,144.42,137.01999999999998,126.15,108.96,106.49000000000001,107.53999999999999,104.94000000000001,112.96000000000001
US ,Industry,F-gases,169.66,165.29,160.92,161.05,159.16,154.04,154.58,159.37,153.08,144.31,149.44,148.45,137.6,135.45,134.13,127.23,137.81,130.28,143.65,142.42,145.82,130.98,124.38,115.29,97.57,94.45,94.74,90.15,99.39
CSAM ,Industry,F-gases,67.8,63.809999999999995,59.85,55.87,53.2,50.510000000000005,47.82000000000001,45.15,42.47000000000001,38.080000000000005,34.15,29.67999999999999,25.169999999999998,20.65,19.34,18.120000000000005,16.689999999999998,15.170000000000002,14.09,14.529999999999998,12.76,12.659999999999998,12.27,12.11,12.39,13.09,13.47,13.39,13.339999999999996
BRAZIL ,Industry,F-gases,9.44,9.03,8.63,8.22,8.18,8.13,8.09,8.04,8.0,7.32,7.14,6.41,5.62,4.85,4.44,4.13,3.71,3.14,3.04,4.3,3.25,3.83,4.15,4.71,4.8,5.01,4.93,4.38,3.87
EUR ,Industry,F-gases,124.39999999999998,131.04000000000002,137.75,137.53,141.79999999999998,137.85,134.66,131.14,128.62,121.07000000000001,122.04000000000003,117.25999999999998,109.21000000000001,100.71999999999998,95.11999999999999,92.31,88.85999999999999,83.05,84.72,84.63,93.04999999999998,91.27,83.59,76.47,71.0,66.62999999999998,62.48,65.02,67.50999999999999
AFRICA ,Industry,F-gases,79.06,73.19,67.29999999999998,61.37999999999999,57.04999999999998,52.69,48.33,44.04000000000001,39.63999999999999,36.129999999999995,32.66000000000001,29.1,25.529999999999998,22.059999999999995,20.75999999999999,19.479999999999997,18.21,16.939999999999998,15.719999999999995,14.209999999999996,12.709999999999997,11.619999999999996,10.059999999999999,8.549999999999997,8.089999999999996,7.659999999999996,7.089999999999996,6.509999999999996,5.939999999999999
SAFR ,Industry,F-gases,16.23,15.31,14.39,13.47,13.14,12.8,12.46,12.13,11.79,10.79,9.79,8.78,7.78,6.78,6.24,5.69,5.15,4.6,4.05,3.98,3.9,3.82,3.74,3.66,3.29,2.92,2.55,2.17,1.8
ME ,Industry,F-gases,125.89999999999999,113.99000000000001,102.08,90.17999999999999,81.41000000000001,72.66000000000001,63.89,55.13,46.35999999999999,42.19,37.99,33.8,29.630000000000003,25.44,24.2,22.979999999999997,21.729999999999997,20.499999999999996,19.26,16.88,14.51,12.149999999999999,9.779999999999998,7.419999999999999,6.64,5.93,5.199999999999999,4.469999999999999,3.74
RUS ,Industry,F-gases,27.67,28.13,28.58,27.08,28.95,26.14,21.95,15.26,17.55,16.4,23.3,22.53,24.32,26.94,25.82,22.07,27.44,35.04,37.29,33.16,32.64,29.2,26.48,29.96,30.58,33.92,44.34,52.0,52.76
ASIAPAC ,Industry,F-gases,124.93,110.85000000000001,96.77000000000001,81.97,74.94,67.86999999999999,60.879999999999995,53.92,46.510000000000005,42.19,38.08,33.78,29.5,26.89,24.57,22.39,20.1,17.87,15.149999999999999,13.32,11.959999999999999,9.919999999999998,8.39,6.59,6.949999999999999,8.66,9.44,9.719999999999999,9.46
CHINA ,Industry,F-gases,264.36,259.05,253.74,248.43,236.14,223.84,211.54,197.1,182.65,168.04,153.43,138.82,124.21,109.6,95.21,80.82,66.44,52.05,37.66,32.64,27.62,22.61,17.59,12.57,11.21,9.84,8.48,7.12,5.76
INDIA ,Industry,F-gases,20.16,18.57,16.99,15.4,14.62,13.84,13.06,12.28,11.5,10.89,10.28,9.67,9.06,8.45,8.27,8.1,7.92,7.75,7.57,6.73,5.89,5.04,4.2,3.36,3.02,2.67,2.33,1.98,1.64
JPN ,Industry,F-gases,41.5,44.14,46.79,43.46,39.79,35.86,33.22,30.04,27.64,24.9,25.16,24.31,22.95,20.76,21.65,25.25,25.59,29.12,35.14,37.88,40.12,41.44,41.26,40.12,33.93,31.12,30.23,28.97,26.3
 OECD ,Industry,F-gases,380.49,384.34000000000003,388.24,383.24,379.95,365.57,358.45000000000005,355.17999999999995,341.4,320.14,324.39,316.12,294.21000000000004,280.41999999999996,272.75,264.07,269.46999999999997,257.22,277.53,277.16999999999996,290.25,272.68999999999994,257.06,237.18,210.21999999999997,203.48000000000002,201.39999999999998,200.61,207.75
NonOECD ,Industry,F-gases,703.73,661.54,619.3500000000001,574.32,540.73,502.77,463.19999999999993,419.24,383.90000000000003,351.4399999999999,328.21999999999997,295.79999999999995,266.14000000000004,237.52999999999997,216.56,193.27999999999997,179.35999999999996,167.33999999999997,150.36,135.94,122.98,109.00999999999998,94.91,87.39,83.32,83.1,89.58,93.67999999999999,91.66
World ,Industry,N2O,795.3400000000001,781.8000000000002,768.2,754.31,731.0100000000001,703.0699999999999,686.04,684.1600000000001,665.88,660.5600000000001,667.47,688.56,691.77,688.49,681.3,659.13,643.72,641.04,646.4099999999999,621.92,665.9300000000001,711.4100000000001,723.1299999999999,698.24,675.78,538.84,543.0600000000001,549.2,557.9300000000001
NAM ,Industry,N2O,33.68,32.9,32.120000000000005,30.67,31.18,29.27,30.64,35.64,30.139999999999997,27.33,30.739999999999995,39.410000000000004,35.269999999999996,35.330000000000005,31.909999999999997,31.67,31.67,30.37,33.72,34.33,38.13,46.980000000000004,55.25,53.62,49.71000000000001,47.28,46.199999999999996,48.169999999999995,48.97
US ,Industry,N2O,29.48,28.75,28.03,26.57,27.13,25.2,26.53,31.529999999999998,26.15,22.7,24.229999999999997,33.95,30.04,28.720000000000002,24.88,26.53,26.43,25.43,28.73,28.35,29.03,33.36,39.89,39.33,35.7,35.1,33.3,34.98,35.28
CSAM ,Industry,N2O,12.02,11.93,11.819999999999997,11.709999999999999,11.819999999999999,11.969999999999999,12.12,12.229999999999997,12.369999999999997,11.94,11.879999999999999,11.629999999999997,17.689999999999998,16.85,17.67,15.25,15.53,14.14,15.07,14.05,13.829999999999998,11.509999999999998,11.729999999999999,12.430000000000001,11.829999999999998,13.29,14.08,16.2,17.28
BRAZIL ,Industry,N2O,2.75,2.71,2.69,2.65,2.61,2.56,2.52,2.47,2.4299999999999997,2.4099999999999997,2.75,2.92,9.379999999999999,8.77,9.68,7.449999999999999,7.859999999999999,6.57,7.630000000000001,7.3100000000000005,7.27,5.14,5.529999999999999,6.640000000000001,6.2700000000000005,6.1899999999999995,5.09,5.33,4.48
EUR ,Industry,N2O,27.41,27.189999999999998,26.950000000000003,27.519999999999996,28.23,28.730000000000004,30.86,32.59,36.54,46.31999999999999,56.75000000000001,67.98,67.94,76.23,78.00000000000001,76.81,76.38000000000001,82.02000000000001,82.10000000000001,80.13,99.1,120.73999999999998,125.17,121.45,122.70000000000002,119.57999999999998,124.82,128.57999999999998,134.63000000000002
AFRICA ,Industry,N2O,86.64999999999999,86.04999999999998,85.42999999999998,84.8,84.55000000000004,84.36000000000001,84.04000000000006,83.85000000000002,83.59,82.46999999999998,81.29000000000002,80.17999999999992,79.03999999999998,77.92999999999996,77.69000000000001,77.47000000000006,77.27000000000004,77.04000000000002,76.85999999999999,76.46,76.00999999999998,75.48,75.06999999999996,74.62,74.26,15.089999999999996,14.569999999999997,14.199999999999996,13.859999999999996
SAFR ,Industry,N2O,1.73,1.72,1.7,1.69,1.69,1.68,1.67,1.6600000000000001,1.65,1.67,1.6800000000000002,1.71,1.73,1.75,1.8199999999999998,1.9,1.9700000000000002,2.05,2.13,2.28,2.42,2.57,2.7199999999999998,2.87,2.96,2.83,2.7,2.58,2.45
ME ,Industry,N2O,21.52,21.249999999999996,20.99,20.710000000000004,20.31,19.919999999999995,19.539999999999996,19.13,18.750000000000004,18.27,17.819999999999997,17.35,16.859999999999996,16.09,15.849999999999994,15.579999999999995,15.339999999999996,15.099999999999998,14.869999999999996,13.019999999999998,11.16,9.3,7.4700000000000015,5.61,3.76,3.6499999999999995,3.5500000000000003,3.46,3.3799999999999994
RUS ,Industry,N2O,8.7,8.690000000000001,8.68,8.33,7.9,7.970000000000001,7.81,7.84,7.65,7.49,6.51,6.859999999999999,6.5600000000000005,6.53,6.18,5.970000000000001,6.1,5.62,5.4,5.029999999999999,4.890000000000001,5.2,5.35,5.27,5.029999999999999,5.53,6.140000000000001,6.930000000000001,6.91
ASIAPAC ,Industry,N2O,30.239999999999995,29.639999999999997,29.069999999999997,28.55,27.750000000000004,27.240000000000002,27.529999999999998,26.99,26.940000000000005,26.670000000000005,26.67000000000001,26.140000000000004,25.910000000000004,25.77000000000001,25.610000000000007,25.610000000000003,25.360000000000003,25.270000000000003,24.97,24.82,24.790000000000003,24.610000000000007,24.490000000000006,24.25,22.910000000000004,18.88,16.489999999999995,14.11,12.189999999999998
CHINA ,Industry,N2O,149.82,145.91,142.0,138.09,127.03,115.96000000000001,104.89999999999999,98.27,91.64,85.01,78.38,71.76,65.13,58.5,55.629999999999995,52.769999999999996,49.91,47.040000000000006,44.18,41.019999999999996,37.849999999999994,34.69,31.520000000000003,28.35,25.18,24.39,23.59,22.79,22.009999999999998
INDIA ,Industry,N2O,17.3,17.11,16.9,16.71,16.46,16.2,15.94,15.68,15.43,14.67,13.899999999999999,13.129999999999999,12.370000000000001,11.600000000000001,10.83,10.06,9.29,8.52,7.75,7.26,6.76,6.26,5.76,5.27,4.77,4.67,4.56,4.46,4.35
JPN ,Industry,N2O,2.99,2.9699999999999998,2.96,2.93,3.2399999999999998,3.0999999999999996,2.94,3.1100000000000003,3.37,3.8200000000000003,3.6500000000000004,3.2699999999999996,4.09,3.7600000000000002,4.12,3.7300000000000004,3.66,3.83,6.949999999999999,4.43,10.84,12.05,11.5,10.55,10.59,9.63,9.77,9.780000000000001,10.4
 OECD ,Industry,N2O,58.74,57.79,56.85000000000001,55.879999999999995,57.28999999999999,55.900000000000006,59.19,65.57000000000001,66.03,74.39,83.97,100.71,98.84,105.84,105.16000000000001,104.01,103.94999999999999,108.49000000000001,114.18,111.87,141.13,171.42999999999995,182.81,176.82,174.46000000000004,166.92,170.09999999999997,175.35,180.22
NonOECD ,Industry,N2O,337.18,331.41999999999996,325.6099999999999,319.61999999999995,306.58,294.11000000000007,282.34000000000003,274.9,265.44,254.47999999999996,248.36999999999998,241.56999999999988,236.37999999999997,226.89,222.29,214.58,210.16,204.08000000000007,201.42,192.3,185.95,178.99999999999997,174.21999999999994,168.15000000000003,159.82000000000002,99.12000000000002,98.07,97.88,97.62999999999998
World ,Regenerative Agriculture,CH4,7031.05,7015.48,6935.63,6887.830000000001,6858.55,6814.820000000001,6881.839999999999,6845.700000000001,6738.48,6696.21,6708.48,6676.62,6609.5,6551.49,6494.07,6385.18,6387.68,6346.01,6351.12,6342.4000000000015,6279.419999999999,6235.459999999999,6324.709999999999,6340.22,6306.369999999999,6258.620000000001,6288.7300000000005,6319.51,6318.120000000001
NAM ,Regenerative Agriculture,CH4,286.43,282.28999999999996,280.37,273.64,273.15999999999997,272.46999999999997,274.25,278.11,281.67999999999995,280.88,284.0,282.83,282.83000000000004,282.63,280.68,279.67,280.74,279.19,279.2,281.68,284.95,285.23,285.58,286.78999999999996,285.46000000000004,280.86,279.5,277.01,276.25
US ,Regenerative Agriculture,CH4,202.19,198.78,198.17,191.76,191.45,190.92,194.03,196.19,199.92,199.35,201.98,200.35,199.68,199.25,197.62,197.55,198.52,199.06,199.81,202.5,203.43,205.31,206.13,206.73,205.97,201.32,200.94,198.23,196.96
CSAM ,Regenerative Agriculture,CH4,620.83,624.88,624.43,620.93,618.39,614.5899999999999,617.52,612.0999999999999,617.0500000000001,611.7,610.21,612.14,609.13,613.3,605.26,587.69,564.7,543.9300000000001,529.52,525.92,521.73,518.81,514.3,528.08,523.5699999999999,513.79,512.51,503.11,496.34999999999997
BRAZIL ,Regenerative Agriculture,CH4,329.92,335.96,339.75,337.89,333.33,330.24,334.26,333.93,335.81,321.0,318.41,321.15,322.11,328.43,323.27,307.82,295.29,280.0,268.59,263.87,262.05,256.38,251.71,264.09,259.46,254.58,254.46,250.26,242.13
EUR ,Regenerative Agriculture,CH4,301.31,301.94,303.01,303.7,302.83,300.84,299.18,298.47,302.75999999999993,305.67,309.2099999999999,312.1300000000001,311.85,313.84000000000003,318.24,324.27,329.0,332.86,341.86999999999995,346.69000000000005,352.07,362.99,369.96,376.86,386.65,394.19999999999993,410.73,433.28000000000003,448.5
AFRICA ,Regenerative Agriculture,CH4,585.0099999999999,578.57,580.18,562.2299999999999,550.7300000000001,546.9200000000001,542.5000000000001,531.92,519.0500000000001,498.07000000000005,502.31,488.42999999999984,465.23999999999995,468.45000000000005,447.95000000000005,443.24,427.65999999999997,409.33000000000004,413.04999999999995,407.3200000000001,403.40000000000003,383.94,376.53000000000003,372.56000000000006,366.09000000000003,359.79,360.14000000000004,354.49999999999994,349.14
SAFR ,Regenerative Agriculture,CH4,15.6,15.96,15.92,16.52,16.95,17.0,17.36,17.1,17.28,17.22,17.24,17.13,16.64,17.38,16.61,16.96,17.66,17.41,17.78,17.91,18.06,17.61,17.31,16.69,16.67,17.09,17.67,17.89,17.71
ME ,Regenerative Agriculture,CH4,36.15,35.629999999999995,36.089999999999996,35.169999999999995,35.33,40.14,39.94,39.46,39.07,38.93,38.07,41.019999999999996,40.21,39.62,38.22,37.019999999999996,36.81,36.85,37.29,38.0,38.69,37.5,36.82000000000001,36.55,36.08999999999999,35.550000000000004,35.150000000000006,32.87,34.4
RUS ,Regenerative Agriculture,CH4,51.14,50.66,51.96,52.83,54.35,53.82,55.08,54.34,55.75,55.79,58.05,56.17,56.32,58.7,62.26,69.92,68.61,68.79,69.83,70.67,78.63,84.98,96.84,106.33,119.64,128.09,133.74,146.65,149.57
ASIAPAC ,Regenerative Agriculture,CH4,719.02,716.58,675.1,686.41,688.5099999999999,675.1800000000001,710.99,703.4799999999999,645.3399999999999,652.6000000000001,637.0200000000001,641.4399999999998,634.48,601.1400000000001,612.05,584.5500000000001,614.84,616.95,610.52,603.44,569.5699999999999,571.32,569.29,569.9100000000001,559.8799999999999,551.49,548.26,542.37,541.3500000000001
CHINA ,Regenerative Agriculture,CH4,331.36,335.56,342.28,341.35,337.91,337.58,338.53,341.02,346.06,348.44,350.41,345.7,354.81,356.42,353.35,344.47,353.36,362.55,372.89,373.88,366.92,349.74,386.77,366.27,346.38,338.76,341.33,341.21,336.95
INDIA ,Regenerative Agriculture,CH4,498.49,494.26,491.01,485.98,487.66,487.51,484.4,487.58,484.13,481.09,490.36,485.86,476.48,470.03,459.04,454.75,449.35,458.38,456.45,457.74,456.39,452.4,451.53,448.12,446.37,443.69,440.17,437.56,433.94
JPN ,Regenerative Agriculture,CH4,14.08,14.05,14.12,14.33,14.83,15.11,15.1,15.19,15.72,15.79,15.8,16.03,16.11,16.22,16.33,16.22,16.39,16.46,16.9,17.11,17.26,18.11,18.35,19.24,19.89,19.59,19.38,18.98,19.0
 OECD ,Regenerative Agriculture,CH4,681.07,677.6,655.5,665.8199999999999,669.76,657.16,696.97,700.02,655.76,669.3700000000001,670.51,687.4600000000002,691.78,674.87,695.0899999999999,676.29,720.6199999999999,728.6999999999998,725.1199999999999,719.8900000000001,710.56,713.73,715.21,725.1500000000001,729.36,725.0899999999999,733.3700000000001,743.76,755.41
