"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
region,Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Greenland,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Total renewable energy,40655.58,36519.61,32744.64,28601.46,34283.2,38105.78,39526.81,37373.01,47260.69,34670.19,45771.71,45097.35,42380.28,39555.87,52858.36,47510.86,48936.72,51645.94,56472.48,55135.36,66857.89
Mexico,Hydropower,33074.88,28435.33,24861.59,19852.21,25176.39,27709.45,30446.48,27339.67,39223.91,26722.01,37157.99,36270.42,31910.69,28021.32,38892.77,30891.54,30697.35,31847.66,32485.56,23608.06,26817.01
Mexico,Renewable hydropower,33074.88,28435.33,24861.59,19852.21,25176.39,27709.45,30446.48,27339.67,39223.91,26722.01,37157.99,36270.42,31910.69,28021.32,38892.77,30891.54,30697.35,31847.66,32485.56,23608.06,26817.01
Mexico,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Wind,0.47,0.47,0.13,5,6,5,45,248,255,596.35,1239.11,1648.32,3688.31,4184.54,6426.2,8745.09,10378.09,10619.78,13088.61,16726.67,19701.39
Mexico,Onshore wind energy,0.47,0.47,0.13,5,6,5,45,248,255,596.35,1239.11,1648.32,3688.31,4184.54,6426.2,8745.09,10378.09,10619.78,13088.61,16726.67,19701.39
Mexico,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Solar,7.22,7.81,7.92,8.25,8.81,18.33,18.33,18.33,17.78,25.83,28.61,38.61,60.28,100,186.39,202.22,252.28,1186.51,3180,7366.39,13527.61
Mexico,Solar photovoltaic,7.22,7.81,7.92,8.25,8.81,18.33,18.33,18.33,17.78,25.83,28.61,38.61,60.28,100,186.39,202.22,252.28,1186.51,3180,7366.39,13527.61
Mexico,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Bioenergy,1672,2509,2477,2454,2515,3074,2332,2363,708,586,728,633,904,1180,1353,1341,1461,2046,2343.5,2104,2291.32
Mexico,Solid biofuels,1655,2492,2458,2434,2494,3046,2301,2313,632,480,610,518,755,1019,1189,1180,1303,1837,2081,1916,2060.19
Mexico,Bagasse,1655,2492,2458,2434,2494,3046,2301,2313,632,480,610,498,609,754,900,923,956,1239,1478,1286,1373.46
Mexico,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,20,146,265,289,257,347,598,603,630,686.73
Mexico,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Biogas,17,17,19,20,21,28,31,50,76,106,118,115,149,161,164,161,158,209,262.5,188,231.13
Mexico,Geothermal,5901,5567,5398,6282,6577,7299,6685,7404,7056,6740,6618,6507,5817,6070,6000,6331,6148,5946,5374.81,5330.24,4520.56
St Pierre Mq,Total renewable energy,0,0,0,0,0,0,0,0,1.8,1.8,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0
St Pierre Mq,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Wind,0,0,0,0,0,0,0,0,1.8,1.8,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0
St Pierre Mq,Onshore wind energy,0,0,0,0,0,0,0,0,1.8,1.8,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0
St Pierre Mq,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Solar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Solar photovoltaic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Pierre Mq,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
USA,Total renewable energy,330364,260426,348137,360433,357987,366205,395209,361815,391023,428696,440677,528962,512822,541802,560657,568439,637076.01,718174.01,743177.01,767035.01,827387.01
USA,Hydropower,279986,214728,291755,305724,297894,297926,317689,275545,281995,298410,286333,344561,298287,290113,281527,271129,292113,325114,317004,310571,308213
USA,Renewable hydropower,253204,188252,267034,278609,271118,272445,291869,249619,256714,275590,262266,321733,278511,270856,261473,251018,269670,302362,295501,289799,287140
USA,Pumped storage,26782,26476,24721,27115,26776,25481,25820,25926,25281,22820,24067,22828,19776,19257,20054,20111,22443,22752,21503,20772,21073
USA,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01
USA,Wind,5650,6806,10459,11300,14291,17881,26676,34603,55696,74226,95148,120854,141922,169713,183892,192992,229471,257249,275834,298200,341818
USA,Onshore wind energy,5650,6806,10459,11300,14291,17881,26676,34603,55696,74226,95148,120854,141922,169713,183891.9,192991.83,229369.38,257147.38,275732.38,298098.38,341670.83
USA,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,101.62,101.62,101.62,101.62,147.17
USA,Solar,709,785,830,848,965,1120,1287,1674,2093,2515,3942,6215,10145,15872,25764,35635,50334,70980,85184,97478,119329
USA,Solar photovoltaic,183,220,261,300,378,524,737,1001,1214,1699,3063,5322,9186,14858,23076,32091,46633,67393,81244,93943,115902
USA,Concentrated solar power,526,565,569,548,587,596,550,673,879,816,879,893,959,1014,2688,3544,3701,3587,3940,3535,3427
USA,Bioenergy,56180,50337,54875,54806,56126,57981,58796,59121,59647,59319,61744,62320,64109,66939,70818,70067,69017,68857,67885,63194,60269
USA,Solid biofuels,50950,44923,48462,47804,49371,51319,51574,51568,51132,49947,51844,51530,52346,53955,57024,56170,55341,54917,54275,50177,47753
USA,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
USA,Renewable municipal waste,8364,8102,8252,8093,8939,9528,9690,9578,9513,9469,9308,8617,8650,8420,8461,8427,8524,8183,8382,7143,7137
USA,Other solid biofuels,42586,36821,40210,39711,40432,41791,41884,41990,41619,40478,42536,42913,43696,45535,48563,47743,46817,46734,45893,43034,40616
USA,Liquid biofuels,0,0,852,685,343,213,164,84,88,91,94,177,195,193,208,223,210,217,351,358,298
USA,Biogas,5230,5414,5561,6317,6412,6449,7058,7469,8427,9281,9806,10613,11568,12791,13586,13674,13466,13723,13259,12659,12218
USA,Geothermal,14621,14246,14939,14870,15487,16778,16581,16798,16873,17046,17577,17840,18135,18422,18710,18727,18584,18726,18773,18364,18831
Oceania,Total renewable energy,47846.5,45442.16,48130.52,47454.28,51546.96,49766.21,51811.84,52243.49,50552.66,52361.35,57029.23,62847.62,61160.2,68157.41,73516.75,71857.88,76943.04,79189.98,84517.14,91494.58,98224.05
Oceania,Hydropower,42961.71,40406.35,42625.02,41705.51,45225.36,40572.52,41203.6,40086.77,36365.8,37969.48,39989.84,43855.16,39005.21,43446.16,44517.83,39751.16,42980.53,43293.09,44161.01,43448.64,41314.27
Oceania,Renewable hydropower,42601.71,40036.35,42448.02,41489.51,45004.36,40269.52,41100.6,39908.77,36217.8,37902.48,39942.84,43742.16,38901.21,43292.16,44434.83,39630.16,42683.53,43045.09,43944.01,43083.64,40928.27
Oceania,Pumped storage,360,370,177,216,221,303,103,178,148,67,47,113,104,154,83,121,297,248,217,365,386
Oceania,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Wind,185.47,356,527.33,854.84,1078.53,1516.61,2363.4,3581.38,4192.4,5354.41,6752.81,8096.94,9118.15,10045.31,12531.45,13906.84,14594.94,14740.72,17284.8,20035.38,22759.74
Oceania,Onshore wind energy,185.47,356,527.33,854.84,1078.53,1516.61,2363.4,3581.38,4192.4,5354.41,6752.81,8096.94,9118.15,10045.31,12531.45,13906.84,14594.94,14740.72,17284.8,20035.38,22759.74
Oceania,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oceania,Solar,39.52,46.21,52.45,61.75,72.26,82.84,95.37,117.38,136.18,171.37,404.65,1414.61,2358.74,3521.23,4083.96,5166.02,6433.4,8344.08,10271.2,15295.21,21547.61
Oceania,Solar photovoltaic,39.52,46.21,52.45,60.75,71.26,81.83,94.37,113.38,132.18,167.37,401.65,1411.61,2355.74,3518.23,4080.96,5162.02,6429.4,8342.08,10268.2,15292.21,21544.61
Oceania,Concentrated solar power,0,0,0,1,1,1,1,4,4,4,3,3,3,3,3,4,4,2,3,3,3
Oceania,Bioenergy,2097.7,2165.5,2288.64,2248.08,2552.7,4628.14,4773.48,4791.01,5427.73,3667.08,3635.93,2955.91,3933.1,4061.71,4438.51,4539.85,4629.16,4413.1,4423.89,4418.98,4284.61
Oceania,Solid biofuels,1539.3,1344.99,1294.04,1311.45,1612.56,3830.93,3897.38,3929.01,4352.71,2406.06,2386.28,1696.01,2068.3,2207.77,2529.73,2755.94,3043.41,2907.45,2858.13,2771.56,2610.17
Oceania,Bagasse,89.95,76.93,160.39,889.15,1115.96,3199.94,3240.85,3259.34,3622.63,1570.01,1459.2,884.47,1221.43,673.75,947.8,1119.09,1253.03,1188.66,1168.63,1114.8,1033
Oceania,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Other solid biofuels,1449.35,1268.07,1133.65,422.29,496.6,630.99,656.52,669.67,730.09,836.05,927.08,811.54,846.87,1534.02,1581.93,1636.84,1790.38,1718.79,1689.5,1656.76,1577.17
Oceania,Liquid biofuels,0.41,0.51,0.59,0.63,0.15,0.21,0.1,0,0.02,0.02,0.65,0.89,3.06,11.88,4.83,5.49,4.15,1.42,2.38,3.02,2.5
Oceania,Biogas,558,820,994,936,940,797,876,862,1075,1261,1249,1259,1861.75,1842.06,1903.95,1778.43,1581.61,1504.23,1563.38,1644.4,1671.94
Oceania,Geothermal,2922.1,2838.1,2814.1,2800.1,2839.1,3269.1,3479,3844.96,4578.53,5266,6293,6638,6849,7237,8028,8615,8602,8647,8593.23,8661.37,8703.82
Amer Samoa,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0.27,1.41,2.42,2.36,2.49,3.13,4.83,4.83,4.91,4.91
Amer Samoa,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Solar,0,0,0,0,0,0,0,0,0,0,0,0.27,1.41,2.42,2.36,2.49,3.13,4.83,4.83,4.91,4.91
Amer Samoa,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0.27,1.41,2.42,2.36,2.49,3.13,4.83,4.83,4.91,4.91
Amer Samoa,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Amer Samoa,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,Total renewable energy,17590.1,18162.1,17874.1,18619.1,18683.1,20103.1,21642,21013,19726,18602,21721,26273,26318,32704,36112,33423,37151,40207,44415,51658,59544
Australia,Hydropower,16720,16933,16054,16490,16331,15612,16029,14517,12057,11869,13549,16807,14083,18270,18421,13445,15318,16285,16021,15967,15150
Australia,Renewable hydropower,16360,16563,15877,16274,16110,15309,15926,14339,11909,11802,13502,16694,13979,18116,18338,13324,15021,16037,15804,15602,14764
Australia,Pumped storage,360,370,177,216,221,303,103,178,148,67,47,113,104,154,83,121,297,248,217,365,386
Australia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Wind,58,210,364,703,705,885,1713,2611,3093,3824,5052,6085,6970,7960,10252,11467,12199,12597,15164,17712,20396
Australia,Onshore wind energy,58,210,364,703,705,885,1713,2611,3093,3824,5052,6085,6970,7960,10252,11467,12199,12597,15164,17712,20396
Australia,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,Solar,38,44,50,59,69,79,91,109,127,160,389,1391,2325,3475,4010,5023,6209,8071,9929,14848,21033
Australia,Solar photovoltaic,38,44,50,58,68,78,90,105,123,156,386,1388,2322,3472,4007,5019,6205,8069,9926,14845,21030
Australia,Concentrated solar power,0,0,0,1,1,1,1,4,4,4,3,3,3,3,3,4,4,2,3,3,3
Australia,Bioenergy,1134,1345,1583,1583,1799,3830,3911,3953,4596,2815,2777,2102,3043,3152,3511,3608,3722,3501,3518,3496,3351
Australia,Solid biofuels,685,633,729,826,1058,3237,3268,3316,3737,1784,1761,1077,1419,1551,1876,2117,2451,2308,2264,2164,1998
Australia,Bagasse,0,0,57,798.59,1014.64,3100.77,3131.68,3177.64,3546.02,1501.61,1401.42,814.7,1170.43,620.6,889.4,1060.62,1207.78,1137.31,1115.63,1066.35,984.55
Australia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Other solid biofuels,685,633,672,27.41,43.36,136.24,136.32,138.36,190.98,282.39,359.58,262.31,248.57,930.4,986.6,1056.38,1243.22,1170.69,1148.37,1097.65,1013.45
Australia,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,Biogas,449,712,854,757,741,593,643,637,859,1031,1016,1025,1624,1601,1635,1491,1271,1193,1254,1332,1353
Australia,Geothermal,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Christmas Is,Total renewable energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Solar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Solar photovoltaic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Christmas Is,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Total renewable energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Solar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Solar photovoltaic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cocos Is,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Total renewable energy,0.08,0.08,0.08,0.08,0.1,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.66,1.44,3.46,4.67,7.01,16.43,15.36,13.49
Cook Is,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Wind,0,0,0,0,0.02,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Is,Onshore wind energy,0,0,0,0,0.02,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Is,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Solar,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.66,1.44,3.46,4.67,7.01,16.43,15.36,13.49
Cook Is,Solar photovoltaic,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.66,1.44,3.46,4.67,7.01,16.43,15.36,13.49
Cook Is,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Is,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Total renewable energy,512.7,548.91,562.63,442.13,475.76,444.76,457.23,602.11,593.78,543.93,491.57,540.29,598.33,593.08,489.49,486.63,553.63,569.16,666.42,664.35,679.33
Fiji,Hydropower,419.14,468.28,455.53,347.8,371.38,342.44,344.87,513.87,500.33,465.06,418,461.45,529.16,527.9,401.35,406.33,495.96,491.65,567.24,559.92,558.7
Fiji,Renewable hydropower,419.14,468.28,455.53,347.8,371.38,342.44,344.87,513.87,500.33,465.06,418,461.45,529.16,527.9,401.35,406.33,495.96,491.65,567.24,559.92,558.7
Fiji,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Wind,0.1,0.1,0.1,0.1,0,0,0,3.35,4.6,7.21,6.42,4.98,6.81,5.35,4.27,5.67,3.63,2.08,2.56,3.42,1.14
Fiji,Onshore wind energy,0.1,0.1,0.1,0.1,0,0,0,3.35,4.6,7.21,6.42,4.98,6.81,5.35,4.27,5.67,3.63,2.08,2.56,3.42,1.14
Fiji,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Solar,0.1,0.1,0.1,0.15,0.05,0.15,0.19,0.19,0.23,0.26,0.36,0.36,1.21,1.8,2.5,4.39,7.03,9.41,12.49,12.57,12.76
Fiji,Solar photovoltaic,0.1,0.1,0.1,0.15,0.05,0.15,0.19,0.19,0.23,0.26,0.36,0.36,1.21,1.8,2.5,4.39,7.03,9.41,12.49,12.57,12.76
Fiji,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Bioenergy,93.36,80.44,106.9,94.08,104.32,102.18,112.18,84.7,88.61,71.4,66.79,73.5,61.15,58.03,81.37,70.24,47.02,66.02,84.13,88.45,106.73
Fiji,Solid biofuels,92.95,79.93,106.39,93.57,104.32,102.18,112.18,84.7,88.61,71.4,66.78,73.47,61.1,57.97,81.31,70.18,46.96,65.96,84.06,88.39,106.67
Fiji,Bagasse,89.95,76.93,103.39,90.57,101.32,99.18,109.18,81.7,76.61,68.4,57.78,69.78,51,53.15,58.4,58.48,45.26,51.36,53.01,48.45,48.45
Fiji,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Other solid biofuels,3,3,3,3,3,3,3,3,12,3,9,3.69,10.1,4.82,22.91,11.7,1.7,14.6,31.06,39.94,58.21
Fiji,Liquid biofuels,0.41,0.51,0.51,0.51,0,0,0,0,0,0,0.02,0.03,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Fiji,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fr Polynesia,Total renewable energy,148.35,155.19,120.53,124.92,157.27,149.13,162.26,177.11,161.13,158.21,215.67,184.81,174.09,170.09,194.33,198.99,216.98,212.07,202.42,200.41,202.92
Fr Polynesia,Hydropower,147.58,154.24,119.4,123.55,155.58,147.1,159.83,174.28,157.66,154.53,211,175,160,152,166.95,167.01,184,176.39,164.94,160.34,161.24
Fr Polynesia,Renewable hydropower,147.58,154.24,119.4,123.55,155.58,147.1,159.83,174.28,157.66,154.53,211,175,160,152,166.95,167.01,184,176.39,164.94,160.34,161.24
Fr Polynesia,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fr Polynesia,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fr Polynesia,Wind,0.07,0.07,0.07,0.07,0.1,0.07,0.1,0.14,0.34,0.28,0.27,0.11,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Fr Polynesia,Onshore wind energy,0.07,0.07,0.07,0.07,0.1,0.07,0.1,0.14,0.34,0.28,0.27,0.11,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Fr Polynesia,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fr Polynesia,Solar,0.7,0.89,1.06,1.31,1.6,1.96,2.34,2.69,3.13,3.4,4.4,9.7,14,18,27.3,31.9,32.9,35.6,37.4,40,41.6
