REGION,VARIABLE,UNIT,VALUE,YEAR
World,Emissions|CO2,Mt CO2/yr,60430.19159,2040
World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,2040
ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29252.48353,2040
LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2872.712291,2040
MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5921.563794,2040
OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,14840.6289,2040
REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,4948.65395,2040
World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,57836.04247,2040
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,28561.23542,2040
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,14326.40996,2040
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,5452.318202,2040
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,8782.507262,2040
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,29096.0188,2040
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,24256.3933,2040
ASIA,Emissions|CO2|Land Use,Mt CO2/yr,967.9555094,2040
LAM,Emissions|CO2|Land Use,Mt CO2/yr,557.2814839,2040
MAF,Emissions|CO2|Land Use,Mt CO2/yr,768.3330566,2040
OECD90,Emissions|CO2|Land Use,Mt CO2/yr,213.3055918,2040
REF,Emissions|CO2|Land Use,Mt CO2/yr,87.27348405,2040
World,Emissions|CO2|Land Use,Mt CO2/yr,2594.149126,2040
ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,454.6721822,2040
LAM,Emissions|F-Gases,Mt CO2-equiv/yr,81.28894388,2040
MAF,Emissions|F-Gases,Mt CO2-equiv/yr,135.7056299,2040
OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,520.7805024,2040
REF,Emissions|F-Gases,Mt CO2-equiv/yr,52.70894845,2040
World,Emissions|F-Gases,Mt CO2-equiv/yr,1245.156207,2040
World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,77827.04133,2040
ASIA,Emissions|N2O,kt N2O/yr,6930.080243,2040
LAM,Emissions|N2O,kt N2O/yr,3059.241678,2040
MAF,Emissions|N2O,kt N2O/yr,4677.922933,2040
OECD90,Emissions|N2O,kt N2O/yr,4715.203163,2040
REF,Emissions|N2O,kt N2O/yr,855.7362768,2040
World,Emissions|N2O,kt N2O/yr,20238.18429,2040
World,Emissions|NOx,Mt NO2/yr,117.4388653,2040
World,Emissions|OC,Mt OC/yr,35.23389962,2040
World,Emissions|Sulfur,Mt SO2/yr,89.73756793,2040
ASIA,Energy Service|Transportation|Freight,bn tkm/yr,48954.7425,2040
LAM,Energy Service|Transportation|Freight,bn tkm/yr,9118.7561,2040
MAF,Energy Service|Transportation|Freight,bn tkm/yr,14984.47582,2040
OECD90,Energy Service|Transportation|Freight,bn tkm/yr,51594.19858,2040
REF,Energy Service|Transportation|Freight,bn tkm/yr,3806.827747,2040
World,Energy Service|Transportation|Freight,bn tkm/yr,128459.0007,2040
ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,24794.58272,2040
LAM,Energy Service|Transportation|Passenger,bn pkm/yr,5128.15153,2040
MAF,Energy Service|Transportation|Passenger,bn pkm/yr,11324.00783,2040
OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,26876.81326,2040
REF,Energy Service|Transportation|Passenger,bn pkm/yr,5452.28464,2040
World,Energy Service|Transportation|Passenger,bn pkm/yr,73575.83998,2040
ASIA,Final Energy,EJ/yr,254.9334408,2040
LAM,Final Energy,EJ/yr,41.72294564,2040
MAF,Final Energy,EJ/yr,88.66062721,2040
OECD90,Final Energy,EJ/yr,169.1407359,2040
REF,Final Energy,EJ/yr,45.2249994,2040
World,Final Energy,EJ/yr,599.682749,2040
World,Final Energy|Electricity,EJ/yr,144.2488845,2040
World,Final Energy|Gases,EJ/yr,96.5689429,2040
World,Final Energy|Heat,EJ/yr,15.31851,2040
World,Final Energy|Hydrogen,EJ/yr,3.86384829,2040
ASIA,Final Energy|Industry,EJ/yr,136.2789061,2040
LAM,Final Energy|Industry,EJ/yr,20.63662887,2040
MAF,Final Energy|Industry,EJ/yr,43.79664427,2040
OECD90,Final Energy|Industry,EJ/yr,56.52070435,2040
REF,Final Energy|Industry,EJ/yr,24.43866955,2040
World,Final Energy|Industry,EJ/yr,281.6715531,2040
World,Final Energy|Industry|Electricity,EJ/yr,52.902265,2040
World,Final Energy|Industry|Gases,EJ/yr,50.43396582,2040
World,Final Energy|Industry|Heat,EJ/yr,7.529419,2040
World,Final Energy|Industry|Hydrogen,EJ/yr,1.671483,2040
World,Final Energy|Industry|Liquids,EJ/yr,64.52910668,2040
World,Final Energy|Industry|Solids,EJ/yr,101.6748714,2040
World,Final Energy|Industry|Solids|Biomass,EJ/yr,30.17807508,2040
World,Final Energy|Industry|Solids|Coal,EJ/yr,71.49679631,2040
World,Final Energy|Liquids,EJ/yr,216.9672977,2040
World,Final Energy|Residential and Commercial,EJ/yr,201.1542577,2040
ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,36.1403159,2040
LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,4.669054,2040
MAF,Final Energy|Residential and Commercial|Electricity,EJ/yr,7.62294,2040
OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,27.5883237,2040
REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,5.88922102,2040
World,Final Energy|Residential and Commercial|Electricity,EJ/yr,81.90985462,2040
World,Final Energy|Residential and Commercial|Gases,EJ/yr,41.06117663,2040
World,Final Energy|Residential and Commercial|Heat,EJ/yr,7.789091,2040
World,Final Energy|Residential and Commercial|Liquids,EJ/yr,34.35772011,2040
World,Final Energy|Residential and Commercial|Solids,EJ/yr,36.03641535,2040
World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,27.59260272,2040
World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,8.443812625,2040
World,Final Energy|Solids,EJ/yr,138.0337756,2040
World,Final Energy|Solids|Biomass,EJ/yr,57.7706778,2040
World,Final Energy|Solids|Biomass|Traditional,EJ/yr,20.07010252,2040
World,Final Energy|Solids|Coal,EJ/yr,80.26309783,2040
ASIA,Final Energy|Transportation,EJ/yr,38.75045616,2040
LAM,Final Energy|Transportation,EJ/yr,11.74547179,2040
MAF,Final Energy|Transportation,EJ/yr,16.16308074,2040
OECD90,Final Energy|Transportation,EJ/yr,56.90808847,2040
REF,Final Energy|Transportation,EJ/yr,8.92962532,2040
World,Final Energy|Transportation,EJ/yr,132.4967225,2040
World,Final Energy|Transportation|Electricity,EJ/yr,6.827596952,2040
World,Final Energy|Transportation|Freight,EJ/yr,47.69208559,2040
World,Final Energy|Transportation|Gases,EJ/yr,5.07380045,2040
World,Final Energy|Transportation|Hydrogen,EJ/yr,2.19236529,2040
World,Final Energy|Transportation|Liquids,EJ/yr,118.0804709,2040
World,Final Energy|Transportation|Passenger,EJ/yr,84.80463689,2040
World,Forcing|CO2|MAGICC6|MED,W/m2,3.154226777,2040
World,Forcing|Kyoto Gases|MAGICC6|MED,W/m2,4.150686115,2040
World,Forcing|MAGICC6|MED,W/m2,3.885724323,2040
ASIA,GDP|MER,billion US$2005/yr,32389.34244,2040
LAM,GDP|MER,billion US$2005/yr,6725.982,2040
MAF,GDP|MER,billion US$2005/yr,5501.439,2040
OECD90,GDP|MER,billion US$2005/yr,50175.18678,2040
REF,GDP|MER,billion US$2005/yr,3122.7468,2040
World,GDP|MER,billion US$2005/yr,97914.69702,2040
World,Land Cover,million Ha/yr,12824.18999,2040
World,Land Cover|Cropland,million Ha/yr,1355.392762,2040
World,Land Cover|Cropland|Energy Crops,million Ha/yr,126.3960091,2040
World,Land Cover|Forest,million Ha/yr,4039.684969,2040
World,Land Cover|Other Arable Land,million Ha/yr,405.7033711,2040
World,Land Cover|Other Land,million Ha/yr,3772.30353,2040
World,Land Cover|Pasture,million Ha/yr,3251.105359,2040
ASIA,Population,million,4498.398,2040
LAM,Population,million,770.226,2040
MAF,Population,million,1889.973,2040
OECD90,Population,million,1087.597,2040
REF,Population,million,393.284,2040
World,Population,million,8639.478,2040
World,Price|Carbon,US$2005/t CO2,0,2040
ASIA,Primary Energy,EJ/yr,384.9418003,2040
LAM,Primary Energy,EJ/yr,53.64778848,2040
MAF,Primary Energy,EJ/yr,113.8961181,2040
OECD90,Primary Energy,EJ/yr,232.1146748,2040
REF,Primary Energy,EJ/yr,77.32623787,2040
World,Primary Energy,EJ/yr,861.9266195,2040
World,Primary Energy|Biomass,EJ/yr,89.88110391,2040
World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,2040
World,Primary Energy|Biomass|w/o CCS,EJ/yr,89.88110391,2040
World,Primary Energy|Coal,EJ/yr,321.44469,2040
World,Primary Energy|Coal|w/ CCS,EJ/yr,0,2040
World,Primary Energy|Coal|w/o CCS,EJ/yr,321.44469,2040
World,Primary Energy|Fossil,EJ/yr,735.21541,2040
World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.1292288,2040
World,Primary Energy|Fossil|w/o CCS,EJ/yr,735.0861812,2040
World,Primary Energy|Gas,EJ/yr,206.49088,2040
World,Primary Energy|Gas|w/ CCS,EJ/yr,0,2040
World,Primary Energy|Gas|w/o CCS,EJ/yr,206.49088,2040
World,Primary Energy|Geothermal,EJ/yr,2.755397104,2040
World,Primary Energy|Hydro,EJ/yr,14.6075802,2040
World,Primary Energy|Non-Biomass Renewables,EJ/yr,33.21131206,2040
World,Primary Energy|Nuclear,EJ/yr,3.6187935,2040
World,Primary Energy|Oil,EJ/yr,207.27984,2040
World,Primary Energy|Oil|w/ CCS,EJ/yr,0.1292288,2040
World,Primary Energy|Oil|w/o CCS,EJ/yr,207.1506112,2040
World,Primary Energy|Solar,EJ/yr,3.071918526,2040
World,Primary Energy|Wind,EJ/yr,12.95444565,2040
World,Secondary Energy|Electricity,EJ/yr,169.9882772,2040
World,Secondary Energy|Electricity|Biomass,EJ/yr,3.206180971,2040
World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,2040
World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,3.206180971,2040
World,Secondary Energy|Electricity|Coal,EJ/yr,74.09079625,2040
World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,2040
World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,74.09079625,2040
World,Secondary Energy|Electricity|Gas,EJ/yr,53.07253117,2040
World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,2040
World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,53.07253117,2040
World,Secondary Energy|Electricity|Geothermal,EJ/yr,2.755397104,2040
World,Secondary Energy|Electricity|Hydro,EJ/yr,14.6075802,2040
World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,33.34059442,2040
World,Secondary Energy|Electricity|Nuclear,EJ/yr,3.6187935,2040
World,Secondary Energy|Electricity|Oil,EJ/yr,2.659380899,2040
World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,2040
World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,2.659380899,2040
World,Secondary Energy|Electricity|Solar,EJ/yr,3.071918526,2040
World,Secondary Energy|Electricity|Wind,EJ/yr,12.90569859,2040
World,Secondary Energy|Gases,EJ/yr,211.4218629,2040
World,Secondary Energy|Hydrogen,EJ/yr,1.410382989,2040
World,Secondary Energy|Liquids,EJ/yr,223.746766,2040
World,Secondary Energy|Liquids|Biomass,EJ/yr,10.07980341,2040
World,Secondary Energy|Liquids|Coal,EJ/yr,13.23075881,2040
World,Secondary Energy|Liquids|Fossil,EJ/yr,16.81050107,2040
World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,2040
World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,16.81050107,2040
World,Secondary Energy|Liquids|Gas,EJ/yr,3.579742253,2040
World,Secondary Energy|Liquids|Oil,EJ/yr,196.8564615,2040
World,Temperature|Exceedance Probability|1.5 degC|MAGICC6,-,0.898333333,2040
World,Temperature|Exceedance Probability|2.0 degC|MAGICC6,-,0.213333333,2040
World,Temperature|Exceedance Probability|3.0 degC|MAGICC6,-,0.003333333,2040
World,Temperature|Exceedance Probability|4.0 degC|MAGICC6,-,0,2040
World,Temperature|Global Mean|MAGICC6|MED,C,1.782460047,2040
World,Temperature|Global Mean|MAGICC6|P5,C,1.425688836,2040
World,Temperature|Global Mean|MAGICC6|P95,C,2.340325455,2040
World,Concentration|CO2|MAGICC6|MED,ppm,546.7987218,2050
World,Emissions|BC,Mt BC/yr,7.403363391,2050
ASIA,Emissions|CH4,Mt CH4/yr,208.8932214,2050
LAM,Emissions|CH4,Mt CH4/yr,64.51444031,2050
MAF,Emissions|CH4,Mt CH4/yr,101.4601658,2050
OECD90,Emissions|CH4,Mt CH4/yr,77.88668361,2050
REF,Emissions|CH4,Mt CH4/yr,54.3745869,2050
World,Emissions|CH4,Mt CH4/yr,507.129098,2050
World,Emissions|CO,Mt CO/yr,1030.736887,2050
ASIA,Emissions|CO2,Mt CO2/yr,35663.27924,2050
LAM,Emissions|CO2,Mt CO2/yr,3890.127054,2050
MAF,Emissions|CO2,Mt CO2/yr,8097.719361,2050
OECD90,Emissions|CO2,Mt CO2/yr,16176.47084,2050
REF,Emissions|CO2,Mt CO2/yr,5437.936779,2050
World,Emissions|CO2,Mt CO2/yr,69265.53327,2050
World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,2050
ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,34738.3626,2050
LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3407.444546,2050
MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,7373.163386,2050
OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,15919.19507,2050
REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5299.50894,2050
World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,66737.67454,2050
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,30755.93659,2050
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,15657.87725,2050
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,5794.340844,2050
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,9303.718496,2050
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,35702.90281,2050
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,29092.59445,2050
ASIA,Emissions|CO2|Land Use,Mt CO2/yr,924.9166437,2050
LAM,Emissions|CO2|Land Use,Mt CO2/yr,482.6825073,2050
MAF,Emissions|CO2|Land Use,Mt CO2/yr,724.5559749,2050
OECD90,Emissions|CO2|Land Use,Mt CO2/yr,257.2757619,2050
REF,Emissions|CO2|Land Use,Mt CO2/yr,138.4278395,2050
World,Emissions|CO2|Land Use,Mt CO2/yr,2527.858727,2050
ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,557.0262097,2050
LAM,Emissions|F-Gases,Mt CO2-equiv/yr,100.1984495,2050
MAF,Emissions|F-Gases,Mt CO2-equiv/yr,166.9413843,2050
OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,533.3376306,2050
REF,Emissions|F-Gases,Mt CO2-equiv/yr,60.12243696,2050
World,Emissions|F-Gases,Mt CO2-equiv/yr,1417.626111,2050
World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,88190.76764,2050
ASIA,Emissions|N2O,kt N2O/yr,7532.730975,2050
LAM,Emissions|N2O,kt N2O/yr,3349.113528,2050
MAF,Emissions|N2O,kt N2O/yr,5476.601516,2050
OECD90,Emissions|N2O,kt N2O/yr,4870.790487,2050
REF,Emissions|N2O,kt N2O/yr,893.0125372,2050
World,Emissions|N2O,kt N2O/yr,22122.24904,2050
World,Emissions|NOx,Mt NO2/yr,107.3060118,2050
World,Emissions|OC,Mt OC/yr,33.07599544,2050
World,Emissions|Sulfur,Mt SO2/yr,77.58645559,2050
ASIA,Energy Service|Transportation|Freight,bn tkm/yr,56644.39131,2050
LAM,Energy Service|Transportation|Freight,bn tkm/yr,10141.4225,2050
MAF,Energy Service|Transportation|Freight,bn tkm/yr,17280.7945,2050
OECD90,Energy Service|Transportation|Freight,bn tkm/yr,54536.81286,2050
REF,Energy Service|Transportation|Freight,bn tkm/yr,4344.678889,2050
World,Energy Service|Transportation|Freight,bn tkm/yr,142948.1001,2050
ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,30577.70643,2050
LAM,Energy Service|Transportation|Passenger,bn pkm/yr,6062.5711,2050
MAF,Energy Service|Transportation|Passenger,bn pkm/yr,14111.33292,2050
OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,28694.46282,2050
REF,Energy Service|Transportation|Passenger,bn pkm/yr,6457.70461,2050
World,Energy Service|Transportation|Passenger,bn pkm/yr,85903.77788,2050
ASIA,Final Energy,EJ/yr,297.1074875,2050
LAM,Final Energy,EJ/yr,48.0049563,2050
MAF,Final Energy,EJ/yr,105.9250956,2050
OECD90,Final Energy,EJ/yr,169.6882045,2050
REF,Final Energy,EJ/yr,48.56184652,2050
World,Final Energy,EJ/yr,669.2875904,2050
World,Final Energy|Electricity,EJ/yr,179.6123093,2050
World,Final Energy|Gases,EJ/yr,103.0959061,2050
World,Final Energy|Heat,EJ/yr,15.525307,2050
World,Final Energy|Hydrogen,EJ/yr,6.5155518,2050
ASIA,Final Energy|Industry,EJ/yr,156.8453134,2050
LAM,Final Energy|Industry,EJ/yr,23.64175644,2050
MAF,Final Energy|Industry,EJ/yr,54.98653221,2050
OECD90,Final Energy|Industry,EJ/yr,55.06925761,2050
REF,Final Energy|Industry,EJ/yr,25.20720777,2050
World,Final Energy|Industry,EJ/yr,315.7500674,2050
World,Final Energy|Industry|Electricity,EJ/yr,63.212588,2050
World,Final Energy|Industry|Gases,EJ/yr,53.3661019,2050
World,Final Energy|Industry|Heat,EJ/yr,7.862733,2050
World,Final Energy|Industry|Hydrogen,EJ/yr,2.57899379,2050
World,Final Energy|Industry|Liquids,EJ/yr,72.49363639,2050
World,Final Energy|Industry|Solids,EJ/yr,112.983514,2050
World,Final Energy|Industry|Solids|Biomass,EJ/yr,35.22599471,2050
World,Final Energy|Industry|Solids|Coal,EJ/yr,77.75751927,2050
World,Final Energy|Liquids,EJ/yr,235.5789496,2050
World,Final Energy|Residential and Commercial,EJ/yr,223.5407045,2050
ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,49.7366785,2050
LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,6.141844,2050
MAF,Final Energy|Residential and Commercial|Electricity,EJ/yr,9.808959,2050
OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,30.2025188,2050
REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,7.0256192,2050
World,Final Energy|Residential and Commercial|Electricity,EJ/yr,102.9156195,2050
World,Final Energy|Residential and Commercial|Gases,EJ/yr,42.4315643,2050
World,Final Energy|Residential and Commercial|Heat,EJ/yr,7.662574,2050
World,Final Energy|Residential and Commercial|Liquids,EJ/yr,39.32196508,2050
World,Final Energy|Residential and Commercial|Solids,EJ/yr,31.20898158,2050
World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,23.62521546,2050
World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,7.583766122,2050
World,Final Energy|Solids,EJ/yr,144.4848735,2050
World,Final Energy|Solids|Biomass,EJ/yr,58.85121017,2050
World,Final Energy|Solids|Biomass|Traditional,EJ/yr,16.64428061,2050
World,Final Energy|Solids|Coal,EJ/yr,85.63366329,2050
ASIA,Final Energy|Transportation,EJ/yr,46.29153598,2050
LAM,Final Energy|Transportation,EJ/yr,13.15591932,2050
MAF,Final Energy|Transportation,EJ/yr,18.8901275,2050
OECD90,Final Energy|Transportation,EJ/yr,57.27379918,2050
REF,Final Energy|Transportation,EJ/yr,10.28840749,2050
World,Final Energy|Transportation,EJ/yr,145.8997895,2050
World,Final Energy|Transportation|Electricity,EJ/yr,10.60926547,2050
World,Final Energy|Transportation|Freight,EJ/yr,51.74480788,2050
World,Final Energy|Transportation|Gases,EJ/yr,7.29823994,2050
World,Final Energy|Transportation|Hydrogen,EJ/yr,3.93655801,2050
World,Final Energy|Transportation|Liquids,EJ/yr,123.7633482,2050
World,Final Energy|Transportation|Passenger,EJ/yr,94.15498159,2050
World,Forcing|CO2|MAGICC6|MED,W/m2,3.673950046,2050
World,Forcing|Kyoto Gases|MAGICC6|MED,W/m2,4.788139727,2050
World,Forcing|MAGICC6|MED,W/m2,4.558019149,2050
ASIA,GDP|MER,billion US$2005/yr,46308.315,2050
LAM,GDP|MER,billion US$2005/yr,8606.3976,2050
MAF,GDP|MER,billion US$2005/yr,7230.6894,2050
OECD90,GDP|MER,billion US$2005/yr,58226.2848,2050
REF,GDP|MER,billion US$2005/yr,4086.8976,2050
World,GDP|MER,billion US$2005/yr,124458.5844,2050
World,Land Cover,million Ha/yr,12824.18911,2050
World,Land Cover|Cropland,million Ha/yr,1420.389543,2050
World,Land Cover|Cropland|Energy Crops,million Ha/yr,161.9869128,2050
World,Land Cover|Forest,million Ha/yr,4015.276743,2050
World,Land Cover|Other Arable Land,million Ha/yr,392.2830422,2050
World,Land Cover|Other Land,million Ha/yr,3754.460478,2050
World,Land Cover|Pasture,million Ha/yr,3241.779304,2050
ASIA,Population,million,4584.255,2050
LAM,Population,million,815.184,2050
MAF,Population,million,2047.629,2050
OECD90,Population,million,1102.981,2050
REF,Population,million,386.859,2050
World,Population,million,8936.908,2050
World,Price|Carbon,US$2005/t CO2,0,2050
ASIA,Primary Energy,EJ/yr,459.5221714,2050
LAM,Primary Energy,EJ/yr,62.93373846,2050
MAF,Primary Energy,EJ/yr,137.2432432,2050
OECD90,Primary Energy,EJ/yr,243.008525,2050
REF,Primary Energy,EJ/yr,82.78235252,2050
World,Primary Energy,EJ/yr,985.4900305,2050
World,Primary Energy|Biomass,EJ/yr,105.5101612,2050
World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,2050
World,Primary Energy|Biomass|w/o CCS,EJ/yr,105.5101612,2050
World,Primary Energy|Coal,EJ/yr,395.0199,2050
World,Primary Energy|Coal|w/ CCS,EJ/yr,0,2050
World,Primary Energy|Coal|w/o CCS,EJ/yr,395.0199,2050
World,Primary Energy|Fossil,EJ/yr,836.734285,2050
World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.17157113,2050
World,Primary Energy|Fossil|w/o CCS,EJ/yr,836.5627139,2050
World,Primary Energy|Gas,EJ/yr,232.51476,2050
World,Primary Energy|Gas|w/ CCS,EJ/yr,0,2050
World,Primary Energy|Gas|w/o CCS,EJ/yr,232.51476,2050
World,Primary Energy|Geothermal,EJ/yr,3.392599474,2050
World,Primary Energy|Hydro,EJ/yr,15.8463354,2050
World,Primary Energy|Non-Biomass Renewables,EJ/yr,43.24558435,2050
World,Primary Energy|Nuclear,EJ/yr,0,2050
World,Primary Energy|Oil,EJ/yr,209.199625,2050
World,Primary Energy|Oil|w/ CCS,EJ/yr,0.17157113,2050
World,Primary Energy|Oil|w/o CCS,EJ/yr,209.0280539,2050
World,Primary Energy|Solar,EJ/yr,5.479691334,2050
World,Primary Energy|Wind,EJ/yr,18.79875658,2050
World,Secondary Energy|Electricity,EJ/yr,210.6685982,2050
World,Secondary Energy|Electricity|Biomass,EJ/yr,5.561775991,2050
World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,2050
World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,5.561775991,2050
World,Secondary Energy|Electricity|Coal,EJ/yr,92.52891784,2050
World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,2050
World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,92.52891784,2050
World,Secondary Energy|Electricity|Gas,EJ/yr,66.06929675,2050
World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,2050
World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,66.06929675,2050
World,Secondary Energy|Electricity|Geothermal,EJ/yr,3.392599474,2050
World,Secondary Energy|Electricity|Hydro,EJ/yr,15.8463354,2050
World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,43.44401333,2050
World,Secondary Energy|Electricity|Nuclear,EJ/yr,0,2050
World,Secondary Energy|Electricity|Oil,EJ/yr,3.064594305,2050
World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,2050
World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,3.064594305,2050
World,Secondary Energy|Electricity|Solar,EJ/yr,5.479691334,2050
World,Secondary Energy|Electricity|Wind,EJ/yr,18.72538712,2050
World,Secondary Energy|Gases,EJ/yr,239.5832265,2050
World,Secondary Energy|Hydrogen,EJ/yr,2.414925005,2050
World,Secondary Energy|Liquids,EJ/yr,243.1538242,2050
World,Secondary Energy|Liquids|Biomass,EJ/yr,14.0627393,2050
World,Secondary Energy|Liquids|Coal,EJ/yr,23.55119471,2050
World,Secondary Energy|Liquids|Fossil,EJ/yr,29.18986712,2050
World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,2050
World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,29.18986712,2050
World,Secondary Energy|Liquids|Gas,EJ/yr,5.638672407,2050
World,Secondary Energy|Liquids|Oil,EJ/yr,199.9012178,2050
World,Temperature|Exceedance Probability|1.5 degC|MAGICC6,-,0.991666667,2050
World,Temperature|Exceedance Probability|2.0 degC|MAGICC6,-,0.708333333,2050
World,Temperature|Exceedance Probability|3.0 degC|MAGICC6,-,0.053333333,2050
World,Temperature|Exceedance Probability|4.0 degC|MAGICC6,-,0.001666667,2050
World,Temperature|Global Mean|MAGICC6|MED,C,2.173631032,2050
World,Temperature|Global Mean|MAGICC6|P5,C,1.681800772,2050
World,Temperature|Global Mean|MAGICC6|P95,C,3.027080653,2050
World,Concentration|CO2|MAGICC6|MED,ppm,603.6054082,2060
World,Emissions|BC,Mt BC/yr,6.800369313,2060
ASIA,Emissions|CH4,Mt CH4/yr,203.8505522,2060
LAM,Emissions|CH4,Mt CH4/yr,66.46295148,2060
MAF,Emissions|CH4,Mt CH4/yr,117.7726377,2060
OECD90,Emissions|CH4,Mt CH4/yr,82.12274433,2060
REF,Emissions|CH4,Mt CH4/yr,45.25466207,2060
World,Emissions|CH4,Mt CH4/yr,515.4635478,2060
World,Emissions|CO,Mt CO/yr,901.4966298,2060
ASIA,Emissions|CO2,Mt CO2/yr,39814.4226,2060
LAM,Emissions|CO2,Mt CO2/yr,4159.988418,2060
MAF,Emissions|CO2,Mt CO2/yr,9150.077905,2060
OECD90,Emissions|CO2,Mt CO2/yr,16632.84714,2060
REF,Emissions|CO2,Mt CO2/yr,5527.44997,2060
World,Emissions|CO2,Mt CO2/yr,75284.78604,2060
World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,2060
ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,39397.0569,2060
LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3964.578383,2060
MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,8856.77625,2060
