REGION,VARIABLE,UNIT,VALUE,YEAR
ASIA,Emissions|CO2|Land Use,Mt CO2/yr,-561.0029991,2100
LAM,Emissions|CO2|Land Use,Mt CO2/yr,-228.2355497,2100
MAF,Emissions|CO2|Land Use,Mt CO2/yr,-326.8976861,2100
OECD90,Emissions|CO2|Land Use,Mt CO2/yr,-161.4886779,2100
REF,Emissions|CO2|Land Use,Mt CO2/yr,-73.61720491,2100
World,Emissions|CO2|Land Use,Mt CO2/yr,-1351.242118,2100
ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,886.7214909,2100
LAM,Emissions|F-Gases,Mt CO2-equiv/yr,252.3643003,2100
MAF,Emissions|F-Gases,Mt CO2-equiv/yr,505.4048862,2100
OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,545.8525161,2100
REF,Emissions|F-Gases,Mt CO2-equiv/yr,109.5411248,2100
World,Emissions|F-Gases,Mt CO2-equiv/yr,2299.884318,2100
World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,115977.1112,2100
ASIA,Emissions|N2O,kt N2O/yr,7001.20373,2100
LAM,Emissions|N2O,kt N2O/yr,3611.650057,2100
MAF,Emissions|N2O,kt N2O/yr,6115.309721,2100
OECD90,Emissions|N2O,kt N2O/yr,5017.934157,2100
REF,Emissions|N2O,kt N2O/yr,892.2875588,2100
World,Emissions|N2O,kt N2O/yr,22638.38522,2100
World,Emissions|NOx,Mt NO2/yr,84.64047581,2100
World,Emissions|OC,Mt OC/yr,23.41710061,2100
World,Emissions|Sulfur,Mt SO2/yr,43.37032844,2100
ASIA,Energy Service|Transportation|Freight,bn tkm/yr,98565.60481,2100
LAM,Energy Service|Transportation|Freight,bn tkm/yr,18797.6639,2100
MAF,Energy Service|Transportation|Freight,bn tkm/yr,31599.64456,2100
OECD90,Energy Service|Transportation|Freight,bn tkm/yr,72484.04855,2100
REF,Energy Service|Transportation|Freight,bn tkm/yr,7727.335346,2100
World,Energy Service|Transportation|Freight,bn tkm/yr,229174.2972,2100
ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,51614.38626,2100
LAM,Energy Service|Transportation|Passenger,bn pkm/yr,12760.8073,2100
MAF,Energy Service|Transportation|Passenger,bn pkm/yr,35754.83771,2100
OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,35570.28075,2100
REF,Energy Service|Transportation|Passenger,bn pkm/yr,11626.97195,2100
World,Energy Service|Transportation|Passenger,bn pkm/yr,147327.284,2100
ASIA,Final Energy,EJ/yr,426.5017118,2100
LAM,Final Energy,EJ/yr,97.71169636,2100
MAF,Final Energy,EJ/yr,196.4494298,2100
OECD90,Final Energy,EJ/yr,168.0427202,2100
REF,Final Energy,EJ/yr,58.46818292,2100
World,Final Energy,EJ/yr,947.1737411,2100
World,Final Energy|Electricity,EJ/yr,308.1160368,2100
World,Final Energy|Gases,EJ/yr,131.3763242,2100
World,Final Energy|Heat,EJ/yr,11.7900193,2100
World,Final Energy|Hydrogen,EJ/yr,12.48641928,2100
ASIA,Final Energy|Industry,EJ/yr,210.3209237,2100
LAM,Final Energy|Industry,EJ/yr,44.74427648,2100
MAF,Final Energy|Industry,EJ/yr,104.1548204,2100
OECD90,Final Energy|Industry,EJ/yr,47.76231458,2100
REF,Final Energy|Industry,EJ/yr,25.4850834,2100
World,Final Energy|Industry,EJ/yr,432.4674185,2100
World,Final Energy|Industry|Electricity,EJ/yr,105.400404,2100
World,Final Energy|Industry|Gases,EJ/yr,74.43999976,2100
World,Final Energy|Industry|Heat,EJ/yr,8.38685,2100
World,Final Energy|Industry|Hydrogen,EJ/yr,6.02381551,2100
World,Final Energy|Industry|Liquids,EJ/yr,108.7796434,2100
World,Final Energy|Industry|Solids,EJ/yr,126.5584415,2100
World,Final Energy|Industry|Solids|Biomass,EJ/yr,41.11394718,2100
World,Final Energy|Industry|Solids|Coal,EJ/yr,85.44449431,2100
World,Final Energy|Liquids,EJ/yr,356.9890898,2100
World,Final Energy|Residential and Commercial,EJ/yr,295.2650961,2100
ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,94.5590581,2100
LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,18.35963,2100
MAF,Final Energy|Residential and Commercial|Electricity,EJ/yr,26.353397,2100
OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,35.6588926,2100
REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,8.9389656,2100
World,Final Energy|Residential and Commercial|Electricity,EJ/yr,183.8699433,2100
World,Final Energy|Residential and Commercial|Gases,EJ/yr,47.13972776,2100
World,Final Energy|Residential and Commercial|Heat,EJ/yr,3.4031693,2100
World,Final Energy|Residential and Commercial|Liquids,EJ/yr,49.16416613,2100
World,Final Energy|Residential and Commercial|Solids,EJ/yr,11.68808957,2100
World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,8.827669964,2100
World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.860419611,2100
World,Final Energy|Solids,EJ/yr,138.2058711,2100
World,Final Energy|Solids|Biomass,EJ/yr,49.94161715,2100
World,Final Energy|Solids|Biomass|Traditional,EJ/yr,6.40263426,2100
World,Final Energy|Solids|Coal,EJ/yr,88.26425396,2100
ASIA,Final Energy|Transportation,EJ/yr,81.70076446,2100
LAM,Final Energy|Transportation,EJ/yr,26.47332332,2100
MAF,Final Energy|Transportation,EJ/yr,42.0484207,2100
OECD90,Final Energy|Transportation,EJ/yr,62.74755271,2100
REF,Final Energy|Transportation,EJ/yr,18.89178665,2100
World,Final Energy|Transportation,EJ/yr,231.8618478,2100
World,Final Energy|Transportation|Electricity,EJ/yr,16.5980272,2100
World,Final Energy|Transportation|Freight,EJ/yr,74.72179151,2100
World,Final Energy|Transportation|Gases,EJ/yr,9.796596647,2100
World,Final Energy|Transportation|Hydrogen,EJ/yr,6.46260377,2100
World,Final Energy|Transportation|Liquids,EJ/yr,199.0452802,2100
World,Final Energy|Transportation|Passenger,EJ/yr,157.1400563,2100
World,Forcing|CO2|MAGICC6|MED,W/m2,6.356928086,2100
World,Forcing|Kyoto Gases|MAGICC6|MED,W/m2,7.801555203,2100
World,Forcing|MAGICC6|MED,W/m2,7.637488156,2100
ASIA,GDP|MER,billion US$2005/yr,172199.7258,2100
LAM,GDP|MER,billion US$2005/yr,34379.112,2100
MAF,GDP|MER,billion US$2005/yr,27492.2082,2100
OECD90,GDP|MER,billion US$2005/yr,119856.4224,2100
REF,GDP|MER,billion US$2005/yr,12796.4778,2100
World,GDP|MER,billion US$2005/yr,366723.9462,2100
World,Land Cover,million Ha/yr,12824.18515,2100
World,Land Cover|Cropland,million Ha/yr,1283.619381,2100
World,Land Cover|Cropland|Energy Crops,million Ha/yr,172.4558421,2100
World,Land Cover|Forest,million Ha/yr,4072.435228,2100
World,Land Cover|Other Arable Land,million Ha/yr,415.7912139,2100
World,Land Cover|Other Land,million Ha/yr,3780.270366,2100
World,Land Cover|Pasture,million Ha/yr,3272.06896,2100
ASIA,Population,million,4043.181,2100
LAM,Population,million,926.101,2100
MAF,Population,million,2334.877,2100
OECD90,Population,million,1130.561,2100
REF,Population,million,334.494,2100
World,Population,million,8769.214,2100
World,Price|Carbon,US$2005/t CO2,0,2100
ASIA,Primary Energy,EJ/yr,651.8696524,2100
LAM,Primary Energy,EJ/yr,131.3675119,2100
MAF,Primary Energy,EJ/yr,267.225669,2100
OECD90,Primary Energy,EJ/yr,253.6490197,2100
REF,Primary Energy,EJ/yr,94.24129377,2100
World,Primary Energy,EJ/yr,1398.353147,2100
World,Primary Energy|Biomass,EJ/yr,110.916872,2100
World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,2100
World,Primary Energy|Biomass|w/o CCS,EJ/yr,110.916872,2100
World,Primary Energy|Coal,EJ/yr,607.49724,2100
World,Primary Energy|Coal|w/ CCS,EJ/yr,0,2100
World,Primary Energy|Coal|w/o CCS,EJ/yr,607.49724,2100
World,Primary Energy|Fossil,EJ/yr,1207.059441,2100
World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.3079932,2100
World,Primary Energy|Fossil|w/o CCS,EJ/yr,1206.751448,2100
World,Primary Energy|Gas,EJ/yr,304.75375,2100
World,Primary Energy|Gas|w/ CCS,EJ/yr,0,2100
World,Primary Energy|Gas|w/o CCS,EJ/yr,304.75375,2100
World,Primary Energy|Geothermal,EJ/yr,4.030206939,2100
World,Primary Energy|Hydro,EJ/yr,22.0401443,2100
World,Primary Energy|Non-Biomass Renewables,EJ/yr,80.37683373,2100
World,Primary Energy|Nuclear,EJ/yr,0,2100
World,Primary Energy|Oil,EJ/yr,294.808451,2100
World,Primary Energy|Oil|w/ CCS,EJ/yr,0.3079932,2100
World,Primary Energy|Oil|w/o CCS,EJ/yr,294.5004578,2100
World,Primary Energy|Solar,EJ/yr,22.75235332,2100
World,Primary Energy|Wind,EJ/yr,32.01380734,2100
World,Secondary Energy|Electricity,EJ/yr,360.5815325,2100
World,Secondary Energy|Electricity|Biomass,EJ/yr,13.86983952,2100
World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,2100
World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,13.86983952,2100
World,Secondary Energy|Electricity|Coal,EJ/yr,163.0051237,2100
World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,2100
World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,163.0051237,2100
World,Secondary Energy|Electricity|Gas,EJ/yr,95.18964317,2100
World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,2100
World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,95.18964317,2100
World,Secondary Energy|Electricity|Geothermal,EJ/yr,4.030206939,2100
World,Secondary Energy|Electricity|Hydro,EJ/yr,22.0401443,2100
World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,80.61981867,2100
World,Secondary Energy|Electricity|Nuclear,EJ/yr,0,2100
World,Secondary Energy|Electricity|Oil,EJ/yr,7.897107395,2100
World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,2100
World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,7.897107395,2100
World,Secondary Energy|Electricity|Solar,EJ/yr,22.75235332,2100
World,Secondary Energy|Electricity|Wind,EJ/yr,31.79711411,2100
World,Secondary Energy|Gases,EJ/yr,309.8229377,2100
World,Secondary Energy|Hydrogen,EJ/yr,5.371710073,2100
World,Secondary Energy|Liquids,EJ/yr,373.7305676,2100
World,Secondary Energy|Liquids|Biomass,EJ/yr,16.18266489,2100
World,Secondary Energy|Liquids|Coal,EJ/yr,60.78503946,2100
World,Secondary Energy|Liquids|Fossil,EJ/yr,68.82422861,2100
World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,2100
World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,68.82422861,2100
World,Secondary Energy|Liquids|Gas,EJ/yr,8.039189153,2100
World,Secondary Energy|Liquids|Oil,EJ/yr,288.7236741,2100
World,Temperature|Exceedance Probability|1.5 degC|MAGICC6,-,1,2100
World,Temperature|Exceedance Probability|2.0 degC|MAGICC6,-,1,2100
World,Temperature|Exceedance Probability|3.0 degC|MAGICC6,-,0.963333333,2100
World,Temperature|Exceedance Probability|4.0 degC|MAGICC6,-,0.673333333,2100
World,Temperature|Global Mean|MAGICC6|MED,C,4.390194343,2100
World,Temperature|Global Mean|MAGICC6|P5,C,3.054849157,2100
World,Temperature|Global Mean|MAGICC6|P95,C,7.057182899,2100
