GCAM Region,IEA Region,Sector,Metric,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
OECD90 , OECD ,Power sector,Coal,10187,9885,9583,9280,8989,8687,8385,8094,7826,7629,7419,7210,7001,6803,6594,6384,6315,6245,6175,6105,6035,5931,5838,5745,5640,5547,5477,5419,5361,5303,5245
OECD90 , OECD ,Power sector,Oil,860,814,779,744,709,674,639,604,581,534,500,453,418,372,337,302,279,267,255,232,220,209,197,186,186,174,162,151,151,139,127
OECD90 , OECD ,Power sector,Natural gas,5617,5698,5780,5861,5954,6035,6117,6210,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6512,6524,6524,6582,6640,6710,6768,6838,6884,6931,6978,7024,7071
OECD90 , OECD ,Power sector,Nuclear,6931,6780,6640,6489,6349,6198,6059,5919,5977,5942,5896,5849,5803,5756,5710,5663,5628,5605,5582,5559,5535,5466,5407,5349,5280,5221,5186,5163,5128,5105,5070
OECD90 , OECD ,Power sector,Hydro,1349,1349,1360,1360,1372,1372,1383,1395,1430,1442,1465,1488,1511,1523,1546,1570,1570,1581,1593,1604,1616,1616,1628,1639,1651,1663,1663,1674,1686,1697,1709
OECD90 , OECD ,Power sector,Bioenergy,918,965,1011,1058,1104,1151,1197,1256,1279,1314,1360,1395,1430,1465,1511,1546,1558,1581,1604,1628,1651,1674,1697,1721,1744,1767,1779,1802,1814,1837,1860
OECD90 , OECD ,Power sector,Other renewables,604,709,814,930,1035,1151,1256,1372,1511,1663,1802,1953,2093,2244,2384,2535,2640,2744,2849,2965,3070,3174,3279,3395,3500,3616,3721,3826,3930,4035,4140
OECD90 , OECD ,Other energy sector,Other energy sector,5466,5466,5477,5489,5489,5500,5512,5524,5675,5768,5861,5954,6035,6129,6222,6315,6349,6384,6431,6466,6501,6547,6594,6640,6687,6733,6780,6826,6873,6931,6978
OECD90 , OECD ,Other energy sector,  Electricity,1477,1465,1465,1453,1453,1442,1442,1442,1465,1477,1477,1477,1477,1488,1488,1488,1488,1500,1511,1523,1523,1523,1535,1546,1558,1570,1581,1593,1604,1616,1628
OECD90 , OECD ,TFC,Total final consumption,43065,43077,43089,43100,43112,43124,43135,43158,44042,44217,44403,44577,44752,44938,45112,45298,45298,45298,45310,45310,45322,45333,45345,45368,45380,45403,45438,45473,45508,45543,45589
OECD90 , OECD ,TFC,Coal,1442,1407,1372,1337,1302,1267,1232,1209,1174,1163,1151,1151,1139,1139,1128,1116,1104,1093,1081,1069,1058,1046,1035,1023,1011,1000,988,976,965,965,953
OECD90 , OECD ,TFC,Oil,20643,20596,20561,20526,20480,20445,20410,20375,20585,20561,20526,20503,20468,20445,20410,20387,20224,20073,19910,19759,19596,19445,19305,19154,19015,18875,18747,18631,18503,18387,18259
OECD90 , OECD ,TFC,Natural gas,8466,8501,8548,8594,8629,8675,8722,8769,9199,9269,9350,9431,9501,9583,9664,9734,9780,9827,9885,9932,9990,10025,10059,10106,10141,10187,10211,10246,10269,10304,10327
OECD90 , OECD ,TFC,Electricity,9455,9455,9466,9478,9478,9490,9501,9513,9711,9792,9873,9955,10036,10118,10199,10280,10350,10432,10513,10594,10676,10757,10850,10932,11025,11106,11188,11281,11374,11467,11560
OECD90 , OECD ,TFC,Heat,744,732,732,721,721,709,709,709,709,709,709,721,721,721,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732
OECD90 , OECD ,TFC,Bioenergy,2174,2209,2244,2279,2326,2360,2395,2442,2523,2558,2605,2651,2698,2744,2779,2826,2849,2884,2919,2954,2988,3023,3058,3093,3128,3163,3198,3233,3268,3302,3337
OECD90 , OECD ,TFC,Other renewables,93,93,93,93,93,93,93,104,116,127,139,139,151,162,174,174,186,197,209,220,232,244,255,267,279,290,302,314,325,348,360
OECD90 , OECD ,Industry,Industry,9559,9559,9559,9559,9559,9559,9559,9571,9711,9792,9862,9932,10001,10083,10152,10222,10234,10246,10269,10280,10304,10304,10315,10327,10339,10350,10362,10385,10408,10420,10443
OECD90 , OECD ,Industry,Coal,1128,1104,1081,1058,1035,1011,988,965,942,942,942,930,930,930,918,918,907,895,895,883,883,872,860,860,848,848,837,837,825,825,825
OECD90 , OECD ,Industry,Oil,1407,1360,1314,1267,1232,1186,1139,1104,1081,1081,1081,1069,1069,1069,1069,1069,1058,1046,1046,1035,1035,1023,1023,1011,1011,1000,988,988,988,988,976
OECD90 , OECD ,Industry,Natural gas,2895,2942,2988,3035,3081,3128,3174,3233,3349,3395,3442,3489,3535,3582,3628,3675,3686,3698,3709,3721,3744,3744,3744,3756,3756,3756,3756,3768,3768,3779,3779
OECD90 , OECD ,Industry,Electricity,3023,3023,3023,3035,3035,3047,3047,3058,3105,3128,3151,3163,3186,3209,3221,3244,3244,3256,3268,3279,3279,3279,3291,3302,3314,3326,3337,3349,3361,3372,3384
OECD90 , OECD ,Industry,Heat,290,279,279,279,279,279,279,279,279,279,290,290,290,290,290,290,279,279,279,279,279,267,267,267,267,267,267,267,267,267,267
OECD90 , OECD ,Industry,Bioenergy,779,790,802,825,837,860,872,895,918,930,942,942,953,965,976,988,988,1000,1011,1023,1035,1046,1058,1069,1081,1093,1104,1116,1128,1139,1151
OECD90 , OECD ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,23,23
OECD90 , OECD ,Transport,Transport,13874,13967,14060,14153,14246,14339,14432,14537,14770,14746,14735,14711,14700,14677,14653,14642,14584,14525,14479,14421,14363,14316,14281,14235,14200,14165,14153,14142,14130,14118,14107
OECD90 , OECD ,Transport,Oil,13060,13107,13165,13223,13281,13339,13397,13455,13630,13572,13525,13467,13409,13362,13304,13246,13153,13060,12979,12886,12804,12723,12641,12560,12478,12397,12339,12292,12246,12199,12153
OECD90 , OECD ,Transport,Electricity,93,93,93,93,93,93,93,104,116,116,127,127,139,139,151,151,151,162,174,186,197,197,209,220,232,244,255,267,279,290,302
OECD90 , OECD ,Transport,Biofuels,441,465,500,523,558,581,616,651,697,721,744,767,790,814,848,872,883,895,918,930,942,953,976,988,1011,1035,1046,1058,1081,1093,1116
OECD90 , OECD ,Transport,Other fuels,267,267,267,279,279,290,290,302,314,325,325,325,337,337,337,348,360,372,383,395,407,418,430,441,465,476,488,500,511,523,534
OECD90 , OECD ,Buildings,Buildings,14653,14537,14432,14328,14223,14118,14014,13909,14328,14374,14432,14479,14525,14584,14630,14688,14746,14816,14886,14944,15014,15072,15142,15212,15281,15351,15409,15479,15549,15607,15677
OECD90 , OECD ,Buildings,Coal,267,255,244,232,220,209,197,197,174,174,162,162,162,151,151,139,127,127,127,127,116,104,104,104,104,93,81,81,81,81,81
OECD90 , OECD ,Buildings,Oil,1849,1791,1732,1674,1628,1570,1511,1465,1465,1442,1418,1383,1360,1337,1314,1290,1256,1221,1186,1163,1128,1093,1058,1023,988,965,930,907,872,848,814
OECD90 , OECD ,Buildings,Natural gas,4861,4826,4803,4779,4756,4733,4710,4686,4966,4966,4977,4989,5000,5000,5012,5024,5035,5059,5082,5105,5128,5140,5163,5186,5198,5221,5233,5245,5256,5268,5291
OECD90 , OECD ,Buildings,Electricity,6210,6198,6198,6187,6187,6175,6175,6175,6315,6373,6431,6477,6536,6594,6640,6698,6757,6826,6884,6954,7012,7071,7140,7210,7280,7350,7408,7478,7547,7617,7687
OECD90 , OECD ,Buildings,Heat,453,441,430,430,418,418,407,407,418,418,418,418,430,430,430,430,430,430,441,441,441,441,441,441,453,453,453,453,453,465,465
OECD90 , OECD ,Buildings,Bioenergy,907,895,883,872,872,860,848,848,848,860,860,872,883,895,895,907,907,918,918,930,942,942,953,953,965,965,965,976,976,988,1000
OECD90 , OECD ,Buildings,   Traditional biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OECD90 , OECD ,Buildings,Other renewables,81,81,81,81,81,81,81,93,104,104,116,127,127,139,151,151,151,162,174,186,197,209,220,232,244,255,267,279,290,302,314
OECD90 , OECD ,Other,Other,4954,4977,5000,5024,5047,5070,5093,5128,5210,5291,5361,5431,5512,5582,5652,5733,5710,5687,5663,5640,5617,5594,5582,5559,5547,5524,5477,5442,5407,5373,5338
OECD90 , OECD ,Other,   Petrochem. feedstock,3058,3000,2954,2907,2860,2814,2767,2721,2744,2791,2826,2860,2907,2942,2977,3023,3000,2977,2954,2942,2919,2895,2872,2860,2837,2814,2779,2744,2721,2686,2651
World ,NonOECD ,TPED,Total primary demand,82131,84143,86155,88178,90190,92214,94226,96249,98808,101169,103518,105879,108240,110601,112962,115311,117718,120126,122545,124952,127360,129755,132151,134547,136943,139339,141711,144084,146456,148840,151213
World ,NonOECD ,TPED,Coal,29784,30365,30947,31528,32110,32691,33273,33866,34506,35052,35599,36146,36681,37227,37774,38309,38693,39088,39483,39879,40274,40705,41146,41577,42019,42449,42949,43461,43973,44473,44984
World ,NonOECD ,TPED,Oil,20852,21399,21957,22515,23062,23620,24178,24737,25062,25713,26365,27028,27679,28330,28981,29633,30238,30842,31447,32052,32657,33192,33738,34285,34831,35378,35866,36355,36843,37343,37832
World ,NonOECD ,TPED,Natural gas,16561,17003,17445,17886,18340,18782,19224,19677,20492,21050,21596,22143,22701,23248,23794,24353,25109,25876,26644,27411,28179,28935,29703,30458,31226,31994,32750,33517,34285,35052,35820
World ,NonOECD ,TPED,Nuclear,1418,1500,1593,1686,1779,1872,1965,2058,2244,2349,2442,2535,2640,2733,2826,2930,3116,3314,3500,3698,3884,4105,4337,4558,4791,5012,5163,5326,5489,5652,5815
World ,NonOECD ,TPED,Hydro,2081,2163,2244,2326,2419,2500,2581,2674,2767,2826,2872,2930,2988,3047,3105,3163,3233,3314,3384,3465,3535,3605,3675,3744,3814,3884,3942,4012,4070,4140,4198
World ,NonOECD ,TPED,Bioenergy,10827,10943,11071,11199,11327,11455,11583,11711,11932,12164,12397,12630,12862,13107,13339,13572,13688,13816,13944,14072,14200,14270,14339,14409,14490,14560,14630,14700,14770,14839,14921
World ,NonOECD ,TPED,Other renewables,558,686,814,942,1081,1209,1337,1477,1756,1977,2198,2430,2651,2872,3105,3326,3570,3826,4082,4337,4593,4872,5163,5454,5745,6024,6338,6652,6966,7280,7594
World ,NonOECD ,Power sector,Power sector,29063,30168,31284,32389,33506,34610,35727,36843,38716,39681,40646,41612,42577,43542,44508,45473,46589,47717,48846,49974,51102,52335,53579,54812,56056,57301,58568,59847,61127,62394,63674
World ,NonOECD ,Power sector,Coal,15095,15723,16351,16979,17607,18235,18863,19503,20643,21003,21364,21724,22085,22445,22806,23166,23492,23818,24143,24469,24795,25144,25504,25865,26225,26574,26969,27365,27772,28167,28574
World ,NonOECD ,Power sector,Oil,2198,2163,2139,2105,2081,2046,2023,2000,1953,1965,1977,2000,2011,2023,2046,2058,2000,1953,1907,1860,1814,1791,1779,1756,1744,1721,1709,1709,1697,1697,1697
World ,NonOECD ,Power sector,Natural gas,7338,7489,7640,7803,7954,8117,8268,8431,8617,8745,8885,9024,9152,9292,9431,9571,9862,10164,10467,10769,11060,11350,11641,11944,12234,12537,12851,13165,13479,13793,14118
World ,NonOECD ,Power sector,Nuclear,1418,1500,1593,1686,1779,1872,1965,2058,2244,2349,2442,2535,2640,2733,2826,2930,3116,3314,3500,3698,3884,4105,4337,4558,4791,5012,5163,5326,5489,5652,5815
World ,NonOECD ,Power sector,Hydro,2081,2163,2244,2326,2419,2500,2581,2674,2767,2826,2872,2930,2988,3047,3105,3163,3233,3314,3384,3465,3535,3605,3675,3744,3814,3884,3942,4012,4070,4140,4198
World ,NonOECD ,Power sector,Bioenergy,488,569,651,732,814,895,976,1069,1186,1279,1372,1477,1570,1663,1756,1860,1918,1977,2035,2093,2151,2198,2256,2302,2360,2419,2477,2535,2593,2651,2709
World ,NonOECD ,Power sector,Other renewables,407,500,593,686,779,872,965,1058,1279,1477,1686,1884,2093,2291,2500,2698,2919,3151,3372,3605,3837,4082,4337,4593,4849,5105,5384,5663,5954,6233,6524
World ,NonOECD ,Other energy sector,Other energy sector,11071,11176,11281,11385,11490,11595,11699,11804,11827,12095,12362,12641,12909,13176,13455,13723,13932,14142,14351,14572,14781,14979,15177,15386,15584,15793,16026,16270,16502,16747,16991
World ,NonOECD ,Other energy sector,  Electricity,2105,2198,2291,2384,2488,2581,2674,2779,2837,2907,2977,3047,3116,3186,3256,3326,3407,3489,3570,3663,3744,3837,3930,4023,4117,4210,4314,4419,4524,4628,4733
World ,NonOECD ,TFC,Total final consumption,55568,56963,58359,59754,61150,62546,63941,65348,66872,68617,70349,72094,73827,75571,77304,79049,80781,82514,84247,85980,87713,89353,90993,92644,94284,95935,97505,99087,100669,102250,103832
World ,NonOECD ,TFC,Coal,10757,10734,10711,10699,10676,10664,10641,10629,10257,10339,10420,10513,10594,10676,10757,10839,10885,10932,10978,11025,11071,11118,11164,11211,11257,11304,11350,11409,11467,11513,11571
World ,NonOECD ,TFC,Oil,16805,17421,18038,18666,19282,19910,20526,21154,21585,22213,22829,23457,24085,24702,25330,25958,26586,27214,27853,28481,29109,29644,30191,30726,31273,31808,32296,32796,33296,33785,34285
World ,NonOECD ,TFC,Natural gas,7478,7687,7908,8117,8338,8548,8769,8989,9571,9943,10304,10676,11048,11409,11781,12153,12548,12944,13351,13746,14153,14560,14979,15398,15805,16223,16596,16979,17351,17735,18107
World ,NonOECD ,TFC,Electricity,8478,8955,9443,9932,10408,10897,11385,11874,12548,13072,13583,14107,14618,15142,15653,16177,16735,17293,17852,18410,18968,19538,20119,20701,21271,21852,22445,23050,23643,24248,24853
World ,NonOECD ,TFC,Heat,2430,2453,2488,2523,2546,2581,2616,2651,2733,2756,2791,2826,2849,2884,2919,2954,2965,2988,3012,3035,3058,3070,3081,3105,3116,3140,3151,3163,3174,3198,3209
World ,NonOECD ,TFC,Bioenergy,9455,9466,9490,9513,9524,9548,9571,9594,9676,9769,9862,9955,10048,10141,10222,10315,10362,10408,10467,10513,10560,10571,10594,10606,10629,10653,10653,10664,10676,10687,10699
World ,NonOECD ,TFC,Other renewables,151,186,220,255,290,325,360,407,465,488,511,534,558,581,604,616,639,674,697,732,755,779,814,848,883,918,942,976,1011,1046,1069
World ,NonOECD ,Industry,Industry,21282,21620,21969,22317,22655,23004,23353,23701,23981,24562,25155,25737,26318,26900,27493,28074,28621,29179,29737,30296,30854,31401,31947,32494,33052,33599,34134,34669,35215,35750,36297
World ,NonOECD ,Industry,Coal,8862,8803,8757,8710,8664,8617,8571,8524,8292,8373,8455,8524,8606,8687,8769,8850,8908,8978,9048,9117,9187,9245,9315,9385,9443,9513,9583,9652,9722,9792,9862
World ,NonOECD ,Industry,Oil,2512,2500,2500,2500,2488,2488,2488,2488,2372,2384,2407,2430,2442,2465,2488,2500,2512,2523,2535,2558,2570,2570,2581,2581,2593,2593,2593,2593,2593,2605,2605
World ,NonOECD ,Industry,Natural gas,3023,3151,3291,3419,3558,3686,3826,3965,4151,4349,4547,4756,4954,5152,5349,5547,5768,6001,6222,6454,6675,6908,7140,7385,7617,7861,8082,8315,8548,8780,9013
World ,NonOECD ,Industry,Electricity,4396,4605,4814,5024,5233,5442,5652,5873,6210,6443,6663,6884,7105,7326,7547,7768,7954,8141,8327,8513,8699,8873,9048,9234,9408,9594,9769,9943,10118,10304,10478
World ,NonOECD ,Industry,Heat,1128,1151,1174,1197,1221,1244,1267,1302,1372,1383,1407,1430,1453,1477,1488,1511,1523,1535,1546,1558,1581,1581,1593,1604,1604,1616,1616,1628,1639,1651,1651
World ,NonOECD ,Industry,Bioenergy,1325,1349,1372,1395,1430,1453,1477,1511,1546,1593,1639,1674,1721,1767,1814,1849,1895,1953,2000,2058,2105,2151,2198,2256,2302,2360,2407,2453,2500,2558,2605
World ,NonOECD ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,23,23,23,23,34,34,46
World ,NonOECD ,Transport,Transport,10106,10560,11025,11478,11944,12397,12862,13327,13676,14153,14630,15107,15572,16049,16526,17003,17514,18026,18538,19061,19573,20038,20503,20968,21445,21910,22352,22794,23236,23690,24132
World ,NonOECD ,Transport,Oil,8931,9350,9769,10187,10606,11025,11443,11862,12095,12513,12920,13327,13746,14153,14572,14979,15421,15863,16316,16758,17212,17584,17968,18352,18735,19119,19468,19817,20166,20515,20875
World ,NonOECD ,Transport,Electricity,186,186,197,209,209,220,232,244,255,279,290,314,337,348,372,395,418,441,465,488,511,534,569,593,628,651,674,697,732,755,779
World ,NonOECD ,Transport,Biofuels,197,209,220,232,255,267,279,302,325,348,360,383,407,430,453,465,488,511,534,558,581,604,628,651,674,697,709,732,755,779,802
World ,NonOECD ,Transport,Other fuels,755,767,790,814,825,848,872,895,988,1011,1035,1046,1069,1093,1116,1139,1151,1174,1197,1221,1244,1279,1314,1349,1395,1430,1465,1511,1558,1604,1651
World ,NonOECD ,Buildings,Buildings,18235,18642,19049,19456,19864,20271,20678,21096,21724,22143,22550,22969,23387,23794,24213,24632,25085,25551,26004,26469,26923,27365,27807,28260,28702,29156,29575,30005,30435,30866,31296
World ,NonOECD ,Buildings,Coal,1314,1314,1314,1314,1314,1314,1314,1314,1267,1244,1221,1197,1174,1139,1116,1093,1058,1035,1011,988,965,930,907,883,860,837,814,790,767,744,721
World ,NonOECD ,Buildings,Oil,1837,1895,1965,2035,2093,2163,2232,2302,2360,2384,2407,2430,2453,2477,2500,2523,2546,2570,2605,2628,2651,2674,2698,2733,2756,2779,2802,2826,2860,2884,2919
World ,NonOECD ,Buildings,Natural gas,2360,2442,2523,2605,2686,2767,2849,2930,3163,3279,3395,3512,3628,3744,3849,3965,4093,4221,4349,4489,4617,4733,4849,4977,5093,5221,5291,5373,5454,5535,5617
World ,NonOECD ,Buildings,Electricity,3477,3709,3942,4186,4419,4663,4896,5140,5419,5675,5931,6175,6431,6675,6931,7187,7501,7826,8152,8478,8803,9152,9513,9862,10222,10583,10955,11339,11723,12095,12478
World ,NonOECD ,Buildings,Heat,1244,1244,1256,1267,1267,1279,1290,1302,1314,1325,1337,1349,1360,1372,1383,1395,1395,1407,1418,1430,1442,1442,1453,1453,1465,1477,1477,1488,1500,1500,1511
World ,NonOECD ,Buildings,Bioenergy,7838,7815,7792,7768,7745,7722,7699,7687,7710,7722,7745,7768,7780,7803,7826,7850,7815,7780,7757,7722,7687,7617,7559,7501,7431,7373,7303,7233,7164,7094,7024
World ,NonOECD ,Buildings,   Traditional biomass,7419,7385,7350,7315,7292,7257,7222,7198,7198,7222,7233,7245,7257,7268,7292,7303,7257,7222,7187,7152,7117,7036,6966,6896,6826,6757,6675,6594,6512,6431,6349
World ,NonOECD ,Buildings,Other renewables,139,174,209,244,279,314,348,383,441,465,488,511,523,546,569,593,616,639,662,686,721,744,767,802,825,860,883,907,942,965,1000
World ,NonOECD ,Other,Other,5919,6094,6280,6466,6640,6826,7012,7198,7478,7733,8001,8268,8536,8792,9059,9327,9524,9734,9932,10141,10339,10513,10699,10885,11071,11246,11409,11583,11746,11920,12095
World ,NonOECD ,Other,   Petrochem. feedstock,3372,3395,3430,3465,3489,3523,3558,3593,3616,3814,4012,4198,4396,4593,4779,4977,5105,5245,5384,5524,5652,5780,5908,6047,6175,6303,6419,6547,6675,6803,6931
World ,DevelopingECO ,TPED,Total primary demand,81363,83375,85399,87422,89434,91458,93481,95505,98064,100425,102774,105123,107472,109833,112182,114532,116939,119347,121754,124161,126580,128965,131360,133756,136152,138548,140920,143293,145665,148049,150422
World ,DevelopingECO ,TPED,Coal,29609,30191,30784,31366,31959,32540,33133,33727,34378,34924,35459,36006,36553,37088,37634,38169,38565,38960,39367,39762,40170,40600,41042,41484,41926,42368,42868,43379,43891,44403,44915
World ,DevelopingECO ,TPED,Oil,20631,21178,21736,22294,22841,23399,23957,24516,24830,25481,26144,26795,27446,28098,28749,29400,30005,30610,31214,31819,32424,32959,33506,34052,34599,35145,35634,36122,36622,37111,37611
World ,DevelopingECO ,TPED,Natural gas,16386,16828,17270,17712,18166,18608,19049,19503,20329,20875,21422,21980,22527,23073,23620,24178,24934,25702,26469,27237,28005,28760,29528,30284,31052,31808,32575,33343,34110,34878,35645
World ,DevelopingECO ,TPED,Nuclear,1337,1418,1511,1604,1697,1791,1884,1977,2163,2267,2360,2453,2558,2651,2744,2849,3023,3209,3395,3582,3768,3989,4210,4442,4663,4884,5035,5198,5361,5524,5687
World ,DevelopingECO ,TPED,Hydro,2046,2128,2209,2302,2384,2477,2558,2651,2733,2791,2849,2907,2965,3023,3070,3128,3198,3279,3349,3430,3500,3570,3640,3709,3779,3849,3907,3977,4035,4105,4175
World ,DevelopingECO ,TPED,Bioenergy,10757,10874,11001,11129,11246,11374,11502,11630,11850,12083,12316,12548,12781,13013,13246,13479,13595,13723,13851,13979,14095,14165,14235,14304,14374,14444,14514,14584,14653,14723,14793
World ,DevelopingECO ,TPED,Other renewables,558,686,814,942,1069,1197,1325,1465,1732,1965,2186,2407,2628,2860,3081,3302,3547,3803,4058,4314,4570,4849,5140,5419,5710,6001,6315,6629,6943,7257,7571
World ,DevelopingECO ,Power sector,Power sector,28714,29819,30935,32052,33168,34285,35401,36518,38402,39367,40332,41298,42263,43228,44194,45159,46275,47403,48531,49660,50788,52020,53265,54498,55742,56975,58243,59522,60801,62080,63360
World ,DevelopingECO ,Power sector,Coal,14944,15572,16200,16840,17468,18107,18735,19375,20538,20899,21248,21608,21969,22329,22690,23050,23376,23713,24050,24376,24713,25074,25434,25795,26155,26516,26911,27318,27714,28121,28516
World ,DevelopingECO ,Power sector,Oil,2174,2139,2116,2093,2058,2035,2011,1988,1930,1953,1965,1988,2000,2011,2035,2046,1988,1942,1895,1849,1802,1779,1767,1756,1732,1721,1709,1709,1697,1697,1686
World ,DevelopingECO ,Power sector,Natural gas,7280,7431,7594,7745,7908,8059,8222,8385,8559,8699,8838,8966,9106,9245,9385,9524,9815,10118,10420,10722,11013,11304,11595,11897,12188,12490,12804,13118,13432,13746,14060
World ,DevelopingECO ,Power sector,Nuclear,1337,1418,1511,1604,1697,1791,1884,1977,2163,2267,2360,2453,2558,2651,2744,2849,3023,3209,3395,3582,3768,3989,4210,4442,4663,4884,5035,5198,5361,5524,5687
World ,DevelopingECO ,Power sector,Hydro,2046,2128,2209,2302,2384,2477,2558,2651,2733,2791,2849,2907,2965,3023,3070,3128,3198,3279,3349,3430,3500,3570,3640,3709,3779,3849,3907,3977,4035,4105,4175
World ,DevelopingECO ,Power sector,Bioenergy,488,569,651,732,814,895,976,1058,1174,1267,1372,1465,1558,1651,1744,1849,1907,1965,2023,2081,2139,2186,2244,2291,2349,2395,2453,2512,2570,2640,2698
World ,DevelopingECO ,Power sector,Other renewables,407,488,581,674,767,860,953,1046,1267,1465,1663,1872,2070,2279,2477,2686,2907,3128,3361,3582,3814,4058,4314,4570,4826,5082,5361,5640,5919,6210,6489
World ,DevelopingECO ,Other energy sector,Other energy sector,10967,11071,11176,11281,11397,11502,11606,11723,11746,12013,12281,12560,12827,13107,13374,13641,13851,14060,14281,14490,14711,14909,15107,15316,15514,15723,15956,16200,16444,16677,16921
World ,DevelopingECO ,Other energy sector,  Electricity,2070,2163,2256,2360,2453,2558,2651,2756,2814,2884,2954,3023,3093,3163,3233,3302,3384,3465,3547,3640,3721,3814,3907,4000,4093,4186,4291,4396,4500,4605,4710
World ,DevelopingECO ,TFC,Total final consumption,55079,56475,57870,59266,60662,62057,63453,64848,66372,68105,69838,71571,73303,75025,76758,78490,80223,81956,83689,85422,87155,88795,90434,92074,93714,95354,96924,98506,100087,101669,103239
World ,DevelopingECO ,TFC,Coal,10734,10711,10699,10676,10664,10641,10629,10618,10246,10327,10408,10490,10571,10664,10746,10827,10874,10920,10967,11013,11060,11106,11153,11199,11246,11292,11339,11397,11443,11502,11560
World ,DevelopingECO ,TFC,Oil,16642,17258,17875,18491,19108,19724,20340,20968,21387,22015,22631,23260,23876,24504,25120,25748,26376,27004,27644,28272,28900,29435,29982,30528,31063,31610,32098,32598,33087,33587,34087
World ,DevelopingECO ,TFC,Natural gas,7361,7571,7792,8013,8222,8443,8664,8885,9478,9838,10211,10571,10943,11304,11676,12037,12432,12827,13234,13630,14037,14444,14863,15281,15688,16107,16479,16851,17235,17607,17991
World ,DevelopingECO ,TFC,Electricity,8385,8862,9350,9827,10315,10792,11281,11769,12455,12967,13490,14002,14525,15037,15549,16072,16619,17177,17735,18293,18852,19422,20003,20585,21154,21736,22329,22934,23527,24132,24725
World ,DevelopingECO ,TFC,Heat,2395,2419,2453,2488,2523,2558,2593,2628,2709,2733,2767,2802,2826,2860,2895,2919,2942,2965,2988,3012,3035,3047,3058,3081,3093,3116,3128,3140,3151,3174,3186
World ,DevelopingECO ,TFC,Bioenergy,9373,9385,9408,9431,9455,9478,9501,9524,9606,9687,9780,9873,9966,10048,10141,10234,10280,10327,10373,10420,10467,10478,10501,10513,10536,10548,10548,10560,10571,10583,10594
World ,DevelopingECO ,TFC,Other renewables,139,174,209,244,290,325,360,407,465,488,511,534,558,569,593,616,639,662,697,721,755,779,814,848,872,907,930,965,1000,1035,1069
World ,DevelopingECO ,Industry,Industry,21154,21492,21841,22190,22538,22887,23236,23585,23864,24446,25027,25609,26190,26783,27365,27946,28505,29063,29621,30179,30738,31284,31831,32377,32924,33471,34006,34552,35087,35634,36169
World ,DevelopingECO ,Industry,Coal,8850,8792,8745,8699,8652,8606,8559,8513,8280,8361,8443,8513,8594,8675,8757,8827,8885,8955,9024,9094,9164,9222,9292,9362,9431,9501,9571,9641,9711,9780,9850
World ,DevelopingECO ,Industry,Oil,2488,2477,2477,2477,2465,2465,2465,2465,2349,2360,2384,2407,2430,2442,2465,2488,2500,2512,2523,2535,2546,2546,2558,2558,2570,2581,2581,2581,2581,2593,2593
World ,DevelopingECO ,Industry,Natural gas,2977,3105,3244,3384,3512,3651,3791,3930,4117,4314,4512,4710,4907,5105,5314,5512,5733,5954,6187,6408,6640,6873,7105,7350,7582,7815,8047,8280,8513,8745,8978
World ,DevelopingECO ,Industry,Electricity,4361,4570,4779,4989,5198,5407,5617,5838,6175,6396,6617,6850,7071,7292,7512,7733,7920,8106,8292,8478,8664,8838,9013,9199,9373,9559,9734,9908,10083,10257,10443
World ,DevelopingECO ,Industry,Heat,1128,1151,1174,1197,1221,1244,1267,1302,1360,1383,1407,1418,1442,1465,1488,1511,1523,1535,1546,1558,1570,1570,1581,1593,1604,1616,1616,1628,1639,1639,1651
World ,DevelopingECO ,Industry,Bioenergy,1325,1349,1372,1395,1430,1453,1477,1511,1535,1581,1628,1674,1709,1756,1802,1837,1884,1942,1988,2046,2093,2139,2186,2244,2291,2349,2395,2442,2488,2546,2593
World ,DevelopingECO ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,23,23,23,23,34,34,34
World ,DevelopingECO ,Transport,Transport,9978,10432,10885,11350,11804,12269,12723,13188,13525,14002,14479,14956,15421,15898,16375,16851,17363,17875,18387,18910,19422,19887,20352,20817,21294,21759,22201,22643,23085,23527,23969
World ,DevelopingECO ,Transport,Oil,8815,9222,9641,10059,10478,10897,11315,11734,11955,12374,12781,13200,13607,14014,14432,14839,15281,15723,16177,16619,17072,17445,17828,18212,18596,18980,19329,19677,20026,20375,20736
World ,DevelopingECO ,Transport,Electricity,186,186,197,209,209,220,232,244,255,267,290,314,325,348,372,383,407,430,465,488,511,534,558,593,616,651,674,697,721,755,779
