GCAM Region,IEA Region,Sector,Metric,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
OECD90 ,EUR ,Industry,Electricity,1290,1290,1290,1290,1302,1302,1302,1314,1325,1337,1337,1349,1349,1360,1360,1372,1372,1372,1372,1372,1372,1372,1372,1383,1383,1383,1383,1395,1395,1407,1407
OECD90 ,EUR ,Industry,Heat,279,267,267,267,255,255,255,255,255,255,255,255,255,267,267,267,267,267,267,267,267,267,267,267,267,267,255,255,255,255,255
OECD90 ,EUR ,Industry,Bioenergy,255,255,267,279,279,290,302,314,325,337,337,348,348,360,360,360,360,372,372,383,383,383,395,395,407,407,407,418,418,430,430
OECD90 ,EUR ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
OECD90 ,EUR ,Transport,Transport,4337,4361,4396,4419,4454,4477,4512,4547,4570,4582,4582,4593,4593,4605,4605,4617,4605,4593,4582,4570,4558,4535,4512,4489,4465,4442,4431,4431,4431,4431,4431
OECD90 ,EUR ,Transport,Oil,4035,4058,4082,4105,4128,4151,4175,4210,4221,4210,4198,4186,4175,4163,4151,4151,4128,4105,4082,4058,4047,4012,3977,3942,3907,3872,3849,3837,3826,3814,3803
OECD90 ,EUR ,Transport,Electricity,69,69,69,69,69,69,69,69,69,81,81,81,93,93,93,104,104,104,116,116,127,127,139,139,151,162,162,174,186,186,197
OECD90 ,EUR ,Transport,Biofuels,151,151,151,151,162,162,162,174,209,220,232,244,255,267,279,290,290,290,290,302,302,302,302,302,314,314,314,314,314,325,325
OECD90 ,EUR ,Transport,Other fuels,69,69,69,69,69,69,69,69,69,69,69,58,58,58,58,58,58,58,58,58,69,69,69,69,69,69,69,69,81,81,81
OECD90 ,EUR ,Buildings,Buildings,6733,6652,6570,6489,6408,6326,6245,6163,6163,6198,6245,6280,6315,6349,6384,6419,6443,6466,6489,6512,6547,6570,6594,6617,6640,6663,6687,6710,6745,6768,6791
OECD90 ,EUR ,Buildings,Coal,255,244,232,220,220,209,197,197,174,174,174,162,162,151,151,151,139,139,127,127,127,116,116,104,104,104,93,93,93,81,81
OECD90 ,EUR ,Buildings,Oil,837,802,779,744,721,686,662,639,639,628,604,593,569,558,534,523,500,476,465,441,418,395,372,360,337,325,302,290,279,255,244
OECD90 ,EUR ,Buildings,Natural gas,2291,2256,2221,2186,2151,2116,2081,2058,2058,2070,2081,2093,2105,2116,2139,2151,2163,2174,2186,2198,2209,2221,2232,2244,2256,2267,2267,2279,2291,2291,2302
OECD90 ,EUR ,Buildings,Electricity,2035,2023,2023,2023,2023,2023,2023,2023,2046,2070,2105,2128,2163,2198,2221,2256,2279,2302,2337,2360,2384,2407,2442,2465,2500,2535,2558,2581,2616,2640,2674
OECD90 ,EUR ,Buildings,Heat,569,558,546,534,523,511,500,488,488,488,488,488,500,500,500,511,511,511,511,511,511,511,511,511,523,523,523,523,523,523,534
OECD90 ,EUR ,Buildings,Bioenergy,662,662,662,662,662,662,662,662,674,686,686,697,709,709,721,721,721,721,732,732,744,744,744,755,755,755,755,755,767,767,767
OECD90 ,EUR ,Buildings,   Traditional biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OECD90 ,EUR ,Buildings,Other renewables,46,46,46,46,46,46,46,46,58,58,58,69,69,69,81,81,81,93,93,104,104,104,116,116,127,127,127,139,139,151,162
OECD90 ,EUR ,Other,Other,1860,1837,1814,1791,1767,1744,1721,1697,1709,1721,1721,1732,1732,1744,1744,1756,1732,1721,1709,1686,1674,1663,1651,1639,1628,1616,1593,1581,1570,1558,1535
OECD90 ,EUR ,Other,   Petrochem. feedstock,1023,1011,1000,988,988,976,965,965,953,953,953,953,953,953,953,953,930,918,907,895,883,872,860,848,837,837,814,802,790,779,755
OECD90 ,EU ,TPED,Total primary demand,20061,19875,19701,19515,19340,19154,18980,18805,18747,18689,18619,18561,18491,18433,18363,18305,18200,18096,17991,17898,17793,17677,17572,17468,17363,17258,17212,17165,17130,17084,17037
OECD90 ,EU ,TPED,Coal,3291,3209,3128,3047,2965,2884,2802,2721,2593,2535,2477,2419,2349,2291,2232,2174,2128,2081,2035,1988,1942,1860,1779,1709,1628,1558,1511,1465,1430,1383,1337
OECD90 ,EU ,TPED,Oil,6629,6559,6489,6431,6361,6303,6233,6175,6163,6094,6035,5977,5919,5861,5803,5733,5640,5559,5466,5384,5291,5198,5117,5024,4942,4849,4779,4710,4652,4582,4524
OECD90 ,EU ,TPED,Natural gas,5198,5117,5035,4954,4872,4791,4710,4628,4558,4558,4558,4558,4558,4558,4558,4558,4570,4582,4593,4605,4628,4652,4686,4721,4756,4791,4791,4791,4791,4791,4791
OECD90 ,EU ,TPED,Nuclear,2767,2721,2686,2651,2616,2581,2546,2512,2512,2465,2419,2372,2337,2291,2244,2198,2163,2128,2093,2070,2035,2000,1965,1930,1907,1872,1884,1895,1918,1930,1942
OECD90 ,EU ,TPED,Hydro,372,360,348,337,325,314,302,290,337,337,348,348,360,360,372,372,372,372,383,383,383,383,383,395,395,395,395,395,395,407,407
OECD90 ,EU ,TPED,Bioenergy,1523,1558,1604,1651,1697,1744,1791,1837,1930,1965,2000,2046,2081,2116,2163,2198,2209,2232,2256,2279,2302,2314,2337,2360,2372,2395,2407,2419,2442,2453,2477
OECD90 ,EU ,TPED,Other renewables,255,302,348,395,453,500,546,604,639,697,744,802,860,907,965,1011,1046,1081,1116,1151,1186,1221,1256,1290,1325,1360,1395,1430,1465,1500,1535
OECD90 ,EU ,Power sector,Power sector,8431,8327,8222,8129,8024,7931,7826,7733,7699,7652,7617,7582,7536,7501,7454,7419,7396,7373,7361,7338,7326,7292,7268,7245,7222,7187,7198,7210,7233,7245,7268
OECD90 ,EU ,Power sector,Coal,2453,2384,2314,2244,2174,2105,2035,1965,1872,1825,1767,1721,1663,1604,1558,1500,1453,1418,1383,1337,1302,1232,1163,1104,1035,965,930,895,860,825,790
OECD90 ,EU ,Power sector,Oil,279,255,244,232,220,209,197,186,174,162,151,139,127,116,104,93,81,81,69,69,69,58,58,58,58,58,46,46,46,46,46
OECD90 ,EU ,Power sector,Natural gas,1744,1697,1651,1604,1558,1511,1465,1430,1383,1372,1372,1372,1372,1372,1360,1360,1372,1395,1407,1430,1453,1477,1511,1546,1581,1616,1616,1616,1616,1616,1616
OECD90 ,EU ,Power sector,Nuclear,2767,2721,2686,2651,2616,2581,2546,2512,2512,2465,2419,2372,2337,2291,2244,2198,2163,2128,2093,2070,2035,2000,1965,1930,1907,1872,1884,1895,1918,1930,1942
OECD90 ,EU ,Power sector,Hydro,372,360,348,337,325,314,302,290,337,337,348,348,360,360,372,372,372,372,383,383,383,383,383,395,395,395,395,395,395,407,407
OECD90 ,EU ,Power sector,Bioenergy,534,558,593,616,651,674,709,744,779,790,814,825,837,860,872,895,895,907,918,930,942,942,953,965,976,988,988,1000,1011,1011,1023
OECD90 ,EU ,Power sector,Other renewables,232,279,325,372,418,465,511,569,604,662,709,755,802,860,907,953,976,1011,1046,1069,1104,1128,1163,1197,1232,1256,1279,1314,1349,1383,1418
OECD90 ,EU ,Other energy sector,Other energy sector,1709,1686,1674,1651,1639,1616,1604,1593,1581,1570,1546,1535,1511,1500,1477,1465,1442,1418,1407,1383,1360,1349,1337,1325,1314,1302,1290,1290,1290,1290,1279
OECD90 ,EU ,Other energy sector,  Electricity,500,488,488,488,476,476,476,476,465,465,465,453,453,453,441,441,430,430,430,430,430,418,418,418,418,418,418,418,418,418,418
OECD90 ,EU ,TFC,Total final consumption,14002,13909,13828,13746,13665,13583,13502,13421,13432,13444,13455,13479,13490,13502,13514,13537,13479,13432,13386,13339,13281,13223,13176,13130,13083,13037,13002,12967,12932,12897,12862
OECD90 ,EU ,TFC,Coal,465,453,441,430,430,418,407,407,395,383,383,372,372,372,360,360,348,337,337,325,325,314,314,302,302,290,279,279,279,279,279
OECD90 ,EU ,TFC,Oil,5849,5803,5768,5721,5687,5640,5605,5570,5559,5524,5489,5454,5407,5373,5338,5291,5210,5140,5059,4989,4919,4838,4756,4675,4593,4512,4442,4384,4326,4256,4198
OECD90 ,EU ,TFC,Natural gas,3233,3186,3151,3105,3070,3023,2988,2954,2930,2930,2942,2942,2954,2954,2965,2965,2965,2965,2965,2965,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2988
OECD90 ,EU ,TFC,Electricity,2837,2826,2814,2814,2802,2802,2791,2791,2802,2826,2849,2872,2895,2919,2942,2977,2988,3000,3023,3035,3058,3070,3093,3116,3140,3163,3174,3198,3221,3244,3268
OECD90 ,EU ,TFC,Heat,616,604,593,581,581,569,558,558,558,558,558,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,569
OECD90 ,EU ,TFC,Bioenergy,965,976,988,1000,1023,1035,1046,1069,1116,1139,1163,1186,1209,1232,1256,1279,1290,1302,1314,1325,1337,1337,1349,1360,1372,1383,1383,1395,1407,1418,1430
OECD90 ,EU ,TFC,Other renewables,11,11,11,11,11,11,11,23,34,34,34,34,46,46,46,46,46,46,58,58,69,69,69,81,81,93,93,93,104,104,104
OECD90 ,EU ,Industry,Industry,3163,3151,3151,3151,3140,3140,3140,3140,3128,3128,3140,3140,3140,3151,3151,3163,3151,3140,3140,3128,3116,3105,3105,3093,3093,3081,3070,3070,3070,3058,3058
OECD90 ,EU ,Industry,Coal,279,267,267,267,255,255,255,255,244,244,244,232,232,232,232,232,220,220,220,220,220,209,209,209,209,209,209,209,209,209,209
OECD90 ,EU ,Industry,Oil,418,395,383,372,348,337,325,314,314,314,314,314,314,314,314,314,302,302,302,302,302,290,290,290,290,290,279,279,279,279,279
OECD90 ,EU ,Industry,Natural gas,976,976,988,988,1000,1000,1011,1023,1011,1011,1011,1023,1023,1023,1023,1023,1011,1011,1011,1011,1000,988,988,988,988,988,976,976,976,976,965
OECD90 ,EU ,Industry,Electricity,1023,1023,1023,1023,1023,1023,1023,1035,1035,1035,1035,1035,1035,1035,1046,1046,1035,1035,1035,1035,1035,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
OECD90 ,EU ,Industry,Heat,186,186,186,186,186,186,186,186,186,186,186,186,186,186,174,174,174,174,174,174,174,162,162,162,162,162,151,151,151,151,151
OECD90 ,EU ,Industry,Bioenergy,244,244,255,267,267,279,290,302,314,314,325,325,325,337,337,337,337,337,348,348,348,348,348,360,360,372,372,372,383,383,383
OECD90 ,EU ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OECD90 ,EU ,Transport,Transport,3709,3721,3733,3744,3756,3768,3779,3791,3814,3803,3791,3791,3779,3768,3768,3756,3721,3698,3663,3640,3616,3570,3535,3500,3465,3430,3407,3395,3372,3361,3349
OECD90 ,EU ,Transport,Oil,3465,3465,3477,3477,3489,3489,3500,3512,3512,3489,3465,3442,3419,3395,3372,3349,3314,3279,3244,3209,3174,3128,3081,3035,2988,2942,2907,2884,2860,2837,2814
OECD90 ,EU ,Transport,Electricity,58,58,58,58,58,58,58,58,58,58,69,69,69,81,81,81,81,93,93,104,104,104,116,116,127,139,139,151,151,162,162
OECD90 ,EU ,Transport,Biofuels,151,151,151,151,162,162,162,174,197,209,220,220,232,244,255,267,267,267,279,279,290,290,290,290,290,290,290,290,302,302,302
OECD90 ,EU ,Transport,Other fuels,23,23,23,23,23,23,23,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,46
OECD90 ,EU ,Buildings,Buildings,5594,5512,5431,5361,5280,5210,5128,5059,5059,5070,5093,5105,5128,5140,5152,5175,5175,5186,5186,5198,5210,5210,5221,5221,5233,5245,5245,5256,5268,5280,5280
OECD90 ,EU ,Buildings,Coal,151,139,139,127,127,116,116,116,116,104,104,93,93,93,81,81,69,69,69,69,58,46,46,46,46,46,34,34,34,34,23
OECD90 ,EU ,Buildings,Oil,732,709,686,662,639,616,593,569,569,558,534,523,511,488,476,465,441,418,407,383,372,348,325,314,290,279,255,244,232,220,209
OECD90 ,EU ,Buildings,Natural gas,2000,1953,1918,1884,1837,1802,1767,1732,1721,1732,1732,1732,1744,1744,1756,1756,1756,1767,1767,1779,1779,1779,1791,1791,1802,1814,1814,1814,1814,1825,1825
OECD90 ,EU ,Buildings,Electricity,1697,1686,1674,1663,1663,1651,1639,1639,1651,1663,1686,1709,1721,1744,1756,1779,1791,1802,1825,1837,1849,1860,1884,1895,1918,1930,1942,1953,1977,1988,2011
OECD90 ,EU ,Buildings,Heat,418,407,395,395,383,383,372,372,372,372,372,372,383,383,383,383,383,383,383,395,395,395,395,395,395,395,395,395,395,407,407
OECD90 ,EU ,Buildings,Bioenergy,534,534,534,546,546,558,558,569,569,581,593,593,604,604,616,628,628,628,639,639,651,651,651,662,662,662,662,662,674,674,686
OECD90 ,EU ,Buildings,   Traditional biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OECD90 ,EU ,Buildings,Other renewables,11,11,11,11,11,11,11,23,23,34,34,34,34,46,46,46,46,46,58,58,69,69,69,69,81,81,81,81,93,93,104
OECD90 ,EU ,Other,Other,1511,1488,1477,1465,1442,1430,1418,1407,1418,1418,1418,1418,1418,1418,1418,1430,1407,1383,1372,1349,1325,1302,1290,1279,1267,1256,1232,1209,1197,1174,1151
OECD90 ,EU ,Other,   Petrochem. feedstock,895,883,883,883,872,872,872,872,872,872,872,872,860,860,860,860,837,825,814,790,779,767,755,744,732,721,697,686,674,651,639
MAF ,AFRICA ,TPED,Total primary demand,7908,8129,8350,8582,8803,9036,9257,9490,9734,10013,10280,10548,10815,11083,11362,11630,11920,12211,12502,12793,13095,13374,13665,13944,14235,14525,14863,15200,15537,15886,16223
MAF ,AFRICA ,TPED,Coal,1256,1256,1256,1256,1256,1256,1256,1267,1290,1302,1314,1325,1349,1360,1372,1383,1407,1430,1465,1488,1523,1558,1593,1628,1663,1697,1744,1791,1837,1884,1930
MAF ,AFRICA ,TPED,Oil,1860,1907,1965,2011,2070,2116,2174,2232,2244,2326,2407,2488,2570,2651,2733,2802,2872,2954,3023,3105,3186,3268,3349,3442,3523,3616,3698,3791,3884,3977,4070
MAF ,AFRICA ,TPED,Natural gas,1035,1093,1151,1209,1279,1337,1395,1465,1546,1581,1616,1651,1686,1721,1756,1791,1884,1977,2070,2174,2267,2360,2465,2570,2674,2767,2884,3012,3128,3256,3384
MAF ,AFRICA ,TPED,Nuclear,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,46,58,69,81,81,81,93,93,104,104,104,116,116,127
MAF ,AFRICA ,TPED,Hydro,104,104,104,104,104,104,104,116,127,139,151,162,174,186,197,197,197,209,220,232,232,244,255,267,279,290,302,314,325,337,348
MAF ,AFRICA ,TPED,Bioenergy,3582,3675,3768,3872,3965,4070,4163,4268,4384,4500,4617,4733,4849,4966,5082,5198,5245,5303,5361,5407,5466,5477,5489,5500,5512,5524,5535,5547,5570,5582,5605
MAF ,AFRICA ,TPED,Other renewables,11,11,23,34,34,46,58,69,69,81,104,116,127,151,162,174,197,220,244,279,302,337,372,407,453,488,534,581,628,686,732
MAF ,AFRICA ,Power sector,Power sector,1639,1674,1721,1767,1814,1860,1907,1953,2023,2070,2116,2163,2209,2256,2302,2337,2430,2535,2640,2744,2849,2977,3105,3233,3361,3489,3640,3803,3965,4117,4279
MAF ,AFRICA ,Power sector,Coal,767,755,755,755,744,744,744,744,755,767,779,790,802,814,814,825,837,860,883,907,930,942,965,976,1000,1023,1035,1058,1081,1104,1128
MAF ,AFRICA ,Power sector,Oil,186,186,186,186,197,197,197,209,220,232,232,244,255,255,267,279,279,279,279,279,279,279,279,290,290,290,290,290,290,302,302
MAF ,AFRICA ,Power sector,Natural gas,511,534,569,604,639,674,709,744,779,779,779,779,779,779,779,779,814,848,895,930,976,1023,1069,1128,1174,1221,1290,1360,1430,1500,1570
MAF ,AFRICA ,Power sector,Nuclear,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,46,58,69,81,81,81,93,93,104,104,104,116,116,127
MAF ,AFRICA ,Power sector,Hydro,104,104,104,104,104,104,104,116,127,139,151,162,174,186,197,197,197,209,220,232,232,244,255,267,279,290,302,314,325,337,348
MAF ,AFRICA ,Power sector,Bioenergy,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,23,23,34,34,34,46,46,58,69,69,69,81,81,93
MAF ,AFRICA ,Power sector,Other renewables,11,11,23,23,34,34,46,58,69,81,93,116,127,139,151,174,186,209,232,255,279,314,348,383,418,453,500,546,593,639,686
MAF ,AFRICA ,Other energy sector,Other energy sector,1174,1209,1256,1290,1337,1372,1418,1465,1465,1535,1604,1663,1732,1802,1860,1930,1977,2035,2081,2139,2198,2221,2256,2279,2314,2337,2372,2419,2453,2500,2535
MAF ,AFRICA ,Other energy sector,  Electricity,127,127,139,139,151,151,162,174,174,186,186,186,197,197,197,197,197,209,220,232,244,255,267,279,290,302,314,325,337,348,372
MAF ,AFRICA ,TFC,Total final consumption,5756,5919,6082,6245,6408,6570,6733,6908,7105,7292,7489,7675,7861,8047,8245,8431,8617,8803,8989,9187,9373,9559,9757,9943,10141,10327,10536,10757,10978,11199,11420
MAF ,AFRICA ,TFC,Coal,197,197,209,209,220,220,232,244,255,255,255,255,255,255,267,267,267,267,279,279,279,279,290,302,302,314,314,325,337,348,360
MAF ,AFRICA ,TFC,Oil,1581,1628,1674,1721,1767,1814,1860,1918,1930,2000,2070,2139,2198,2267,2337,2395,2465,2546,2628,2698,2779,2860,2942,3023,3116,3198,3291,3384,3477,3570,3663
MAF ,AFRICA ,TFC,Natural gas,337,348,372,395,407,430,453,476,534,558,581,593,616,639,662,686,721,755,790,825,860,895,942,976,1023,1069,1104,1151,1186,1232,1267
MAF ,AFRICA ,TFC,Electricity,534,546,558,581,593,616,628,651,686,709,744,767,790,825,848,872,907,953,1000,1035,1081,1128,1186,1232,1290,1337,1395,1465,1523,1593,1651
MAF ,AFRICA ,TFC,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,AFRICA ,TFC,Bioenergy,3093,3163,3233,3302,3372,3442,3512,3593,3675,3744,3814,3884,3954,4023,4093,4163,4186,4221,4256,4291,4326,4326,4337,4349,4349,4361,4361,4372,4384,4396,4407
MAF ,AFRICA ,TFC,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,23,23,23,23,23,34,34
MAF ,AFRICA ,Industry,Industry,953,965,988,1011,1023,1046,1069,1093,1139,1163,1197,1232,1256,1290,1325,1349,1383,1430,1477,1511,1558,1604,1663,1709,1767,1814,1872,1942,2000,2070,2139
MAF ,AFRICA ,Industry,Coal,127,127,127,127,127,127,127,127,139,139,139,151,151,151,162,162,162,162,174,174,186,186,197,197,209,220,220,232,244,255,267
MAF ,AFRICA ,Industry,Oil,186,186,186,186,186,186,186,197,197,197,209,209,209,220,220,220,220,232,232,244,244,244,244,255,255,267,267,279,279,290,290
MAF ,AFRICA ,Industry,Natural gas,151,162,186,197,220,232,255,279,302,314,325,337,337,348,360,372,383,395,407,430,441,453,476,488,511,523,534,558,581,604,628
MAF ,AFRICA ,Industry,Electricity,232,232,232,232,244,244,244,255,267,279,290,290,302,314,314,325,325,337,348,360,372,372,383,395,407,418,430,441,465,476,488
MAF ,AFRICA ,Industry,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,AFRICA ,Industry,Bioenergy,220,209,209,209,209,209,209,209,209,209,220,220,232,232,244,244,244,255,267,279,290,302,314,325,337,360,372,383,395,418,430
MAF ,AFRICA ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,AFRICA ,Transport,Transport,1000,1046,1093,1139,1186,1232,1279,1337,1372,1418,1465,1511,1558,1604,1651,1709,1756,1802,1860,1907,1965,2011,2070,2128,2174,2232,2279,2337,2395,2453,2512
MAF ,AFRICA ,Transport,Oil,976,1023,1069,1116,1174,1221,1267,1325,1349,1395,1442,1488,1535,1581,1628,1674,1721,1767,1825,1872,1930,1977,2023,2081,2128,2186,2232,2291,2349,2407,2465
MAF ,AFRICA ,Transport,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,AFRICA ,Transport,Biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,AFRICA ,Transport,Other fuels,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23
MAF ,AFRICA ,Buildings,Buildings,3442,3535,3640,3744,3849,3954,4058,4163,4291,4384,4477,4570,4675,4768,4861,4954,5035,5117,5198,5280,5373,5442,5512,5582,5652,5721,5803,5884,5966,6047,6129
MAF ,AFRICA ,Buildings,Coal,34,34,46,58,58,69,81,93,93,93,81,81,81,69,69,69,58,58,58,58,58,58,58,58,58,58,46,46,46,46,46
MAF ,AFRICA ,Buildings,Oil,220,220,220,220,220,220,220,220,209,220,232,232,244,244,255,267,279,290,302,314,337,348,372,395,418,430,453,476,511,534,569
MAF ,AFRICA ,Buildings,Natural gas,69,69,81,93,93,104,116,127,151,162,174,186,197,209,220,232,244,267,279,302,325,337,360,383,407,430,441,465,476,500,511
MAF ,AFRICA ,Buildings,Electricity,279,290,302,314,325,337,348,360,372,395,407,430,453,465,488,511,534,569,593,628,662,697,732,779,814,848,895,942,988,1035,1093
MAF ,AFRICA ,Buildings,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,AFRICA ,Buildings,Bioenergy,2826,2895,2965,3035,3116,3186,3256,3337,3430,3489,3547,3616,3675,3733,3791,3861,3872,3896,3907,3930,3954,3942,3930,3919,3907,3907,3896,3884,3872,3861,3849
MAF ,AFRICA ,Buildings,   Traditional biomass,2744,2802,2872,2942,3000,3070,3140,3209,3291,3349,3407,3465,3535,3593,3651,3709,3721,3733,3756,3768,3791,3768,3756,3744,3733,3721,3698,3686,3675,3663,3651
MAF ,AFRICA ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,23,23,23,23,23,34,34
MAF ,AFRICA ,Other,Other,337,325,314,314,302,302,290,290,290,314,325,337,348,372,383,395,407,418,430,453,465,476,488,511,523,534,546,569,581,604,616
MAF ,AFRICA ,Other,   Petrochem. feedstock,127,116,104,93,93,81,69,69,69,69,81,93,93,104,104,116,116,116,116,127,127,127,127,139,139,139,139,139,151,151,162
MAF ,SAFR ,TPED,Total primary demand,1535,1535,1535,1535,1535,1535,1535,1535,1546,1558,1570,1570,1581,1593,1593,1604,1616,1628,1639,1663,1674,1686,1709,1721,1744,1756,1767,1791,1814,1837,1860
MAF ,SAFR ,TPED,Coal,1163,1151,1151,1151,1139,1139,1139,1139,1151,1139,1139,1139,1139,1128,1128,1128,1116,1116,1116,1116,1104,1093,1093,1093,1093,1093,1081,1081,1069,1069,1069
MAF ,SAFR ,TPED,Oil,197,197,197,197,197,197,197,209,209,220,220,232,244,244,255,267,267,279,279,290,290,290,302,314,325,337,337,348,360,372,383
MAF ,SAFR ,TPED,Natural gas,34,34,34,34,34,34,34,46,46,46,46,46,46,46,46,46,46,46,58,58,58,58,58,69,69,69,69,69,81,81,81
MAF ,SAFR ,TPED,Nuclear,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,46,46,46,58,58,69
MAF ,SAFR ,TPED,Hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,TPED,Bioenergy,69,69,69,69,69,69,69,69,69,69,81,81,81,81,81,81,81,81,93,93,104,104,104,116,116,116,116,116,127,127,139
MAF ,SAFR ,TPED,Other renewables,0,0,0,0,0,0,0,11,11,11,11,11,11,11,23,23,23,23,23,34,34,34,34,46,46,58,58,69,81,81,93
MAF ,SAFR ,Power sector,Power sector,744,732,732,721,721,709,709,709,721,721,721,721,721,721,721,721,721,732,744,744,755,755,767,779,790,802,802,814,825,837,848
MAF ,SAFR ,Power sector,Coal,709,697,686,674,674,662,651,651,662,651,651,651,651,651,639,639,639,639,639,639,639,628,628,628,628,628,616,616,616,604,604
MAF ,SAFR ,Power sector,Oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Power sector,Natural gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,23,23,23,23,23,23,34,34
MAF ,SAFR ,Power sector,Nuclear,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,46,46,46,58,58,69
MAF ,SAFR ,Power sector,Hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Power sector,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,23,23,23,23,23,23,34,34
MAF ,SAFR ,Power sector,Other renewables,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,23,23,23,23,34,34,46,46,46,58,69,69,81
MAF ,SAFR ,Other energy sector,Other energy sector,325,314,302,302,290,290,279,279,279,279,279,279,290,290,290,290,290,290,290,290,302,302,302,302,302,302,302,302,302,314,314
MAF ,SAFR ,Other energy sector,  Electricity,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,58,58,58,58,58,58
MAF ,SAFR ,TFC,Total final consumption,709,709,721,732,744,755,767,779,790,802,802,814,825,837,848,848,860,872,883,895,907,918,930,942,953,976,988,1000,1023,1035,1058
MAF ,SAFR ,TFC,Coal,174,174,174,186,186,197,197,209,209,209,209,209,209,209,209,209,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
MAF ,SAFR ,TFC,Oil,255,255,255,267,267,279,279,290,290,290,302,302,314,314,325,325,325,337,337,348,360,360,372,372,383,383,383,395,407,418,430
MAF ,SAFR ,TFC,Natural gas,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
MAF ,SAFR ,TFC,Electricity,197,186,186,186,186,186,186,186,186,197,197,197,209,209,209,209,209,220,220,232,232,232,244,255,255,267,267,279,290,302,314
MAF ,SAFR ,TFC,Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,TFC,Bioenergy,58,58,58,58,58,58,58,58,58,58,58,58,58,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,81
MAF ,SAFR ,TFC,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF ,SAFR ,Industry,Industry,279,267,267,267,267,267,267,267,267,279,279,279,279,290,290,290,290,290,290,302,302,302,302,302,314,314,314,314,325,325,325
