iso,Subvector,Metric,Model,Scenario,Region,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
CZE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Czech Republic,tCO2e/ha/yr,0.023921,NA,NA,NA,NA,NA
CZE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Czech Republic,Mha,0.59,NA,NA,NA,NA,100
PRK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Democratic People's Republic of Korea (North Korea),tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PRK,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Democratic People's Republic of Korea (North Korea),Mha,NA,NA,NA,NA,NA,100
COD,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Democratic Republic of the Congo (DRC),tCO2e/ha/yr,0.000525,NA,NA,NA,NA,NA
COD,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Democratic Republic of the Congo (DRC),Mha,0,NA,NA,NA,NA,100
DNK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Denmark (except Greenland),tCO2e/ha/yr,0.020968,NA,NA,NA,NA,NA
DNK,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Denmark (except Greenland),Mha,0.41,NA,NA,NA,NA,100
DJI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Djibouti,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
DJI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Djibouti,Mha,NA,NA,NA,NA,NA,100
DOM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Dominican Republic,tCO2e/ha/yr,0.003669,NA,NA,NA,NA,NA
DOM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Dominican Republic,Mha,0.32,NA,NA,NA,NA,100
ECU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Ecuador,tCO2e/ha/yr,0.010964,NA,NA,NA,NA,NA
ECU,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Ecuador,Mha,0.83,NA,NA,NA,NA,100
EGY,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Egypt,tCO2e/ha/yr,0.074451,NA,NA,NA,NA,NA
EGY,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Egypt,Mha,4.52,NA,NA,NA,NA,100
SLV,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,El Salvador,tCO2e/ha/yr,0.004599,NA,NA,NA,NA,NA
SLV,Nitrogen Fertilizer Management,Max extent,PD21,pathway,El Salvador,Mha,0.36,NA,NA,NA,NA,100
GNQ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Equatorial Guinea,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GNQ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Equatorial Guinea,Mha,NA,NA,NA,NA,NA,100
ERI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Eritrea,tCO2e/ha/yr,0.00023,NA,NA,NA,NA,NA
ERI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Eritrea,Mha,0,NA,NA,NA,NA,100
EST,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Estonia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
EST,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Estonia,Mha,0,NA,NA,NA,NA,100
ETH,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Ethiopia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ETH,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Ethiopia,Mha,0,NA,NA,NA,NA,100
FLK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Falkland Islands,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
FLK,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Falkland Islands,Mha,NA,NA,NA,NA,NA,100
FRO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Faroe Islands,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
FRO,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Faroe Islands,Mha,NA,NA,NA,NA,NA,100
FJI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Fiji,tCO2e/ha/yr,0.000565,NA,NA,NA,NA,NA
FJI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Fiji,Mha,0.05,NA,NA,NA,NA,100
FIN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Finland,tCO2e/ha/yr,0.0199,NA,NA,NA,NA,NA
FIN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Finland,Mha,0.79,NA,NA,NA,NA,100
FRA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,France (except French Guiana),tCO2e/ha/yr,0.243376,NA,NA,NA,NA,NA
FRA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,France (except French Guiana),Mha,5.83,NA,NA,NA,NA,100
GUF,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,French Guiana (France),tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GUF,Nitrogen Fertilizer Management,Max extent,PD21,pathway,French Guiana (France),Mha,NA,NA,NA,NA,NA,100
PYF,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,French Polynesia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PYF,Nitrogen Fertilizer Management,Max extent,PD21,pathway,French Polynesia,Mha,NA,NA,NA,NA,NA,100
GAB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Gabon,tCO2e/ha/yr,0.000176,NA,NA,NA,NA,NA
GAB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Gabon,Mha,0.01,NA,NA,NA,NA,100
GMB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,"Gambia, The",tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GMB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,"Gambia, The",Mha,0,NA,NA,NA,NA,100
GEO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Georgia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GEO,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Georgia,Mha,0,NA,NA,NA,NA,100
DEU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Germany,tCO2e/ha/yr,0.188304,NA,NA,NA,NA,NA
DEU,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Germany,Mha,6.52,NA,NA,NA,NA,100
GHA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Ghana,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GHA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Ghana,Mha,0,NA,NA,NA,NA,100
GRC,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Greece,tCO2e/ha/yr,0.021762,NA,NA,NA,NA,NA
GRC,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Greece,Mha,0.62,NA,NA,NA,NA,100
GRL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Greenland (Denmark),tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GRL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Greenland (Denmark),Mha,NA,NA,NA,NA,NA,100
GLP,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Guadeloupe,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GLP,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Guadeloupe,Mha,NA,NA,NA,NA,NA,100
GTM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Guatemala,tCO2e/ha/yr,0.009983,NA,NA,NA,NA,NA
GTM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Guatemala,Mha,0.76,NA,NA,NA,NA,100
GIN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Guinea,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GIN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Guinea,Mha,0,NA,NA,NA,NA,100
GNB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Guinea-Bissau,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
GNB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Guinea-Bissau,Mha,NA,NA,NA,NA,NA,100
GUY,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Guyana,tCO2e/ha/yr,0.000915,NA,NA,NA,NA,NA
GUY,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Guyana,Mha,0.04,NA,NA,NA,NA,100
HTI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Haiti,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
HTI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Haiti,Mha,NA,NA,NA,NA,NA,100
HND,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Honduras,tCO2e/ha/yr,0.005177,NA,NA,NA,NA,NA
HND,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Honduras,Mha,0.4,NA,NA,NA,NA,100
HUN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Hungary,tCO2e/ha/yr,0.03219,NA,NA,NA,NA,NA
HUN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Hungary,Mha,0.31,NA,NA,NA,NA,100
ISL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Iceland,tCO2e/ha/yr,0.001238,NA,NA,NA,NA,NA
ISL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Iceland,Mha,0.06,NA,NA,NA,NA,100
IND,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,India,tCO2e/ha/yr,1.431157,NA,NA,NA,NA,NA
IND,Nitrogen Fertilizer Management,Max extent,PD21,pathway,India,Mha,89.51,NA,NA,NA,NA,100
IDN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Indonesia,tCO2e/ha/yr,0.159189,NA,NA,NA,NA,NA
IDN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Indonesia,Mha,4.93,NA,NA,NA,NA,100
IRN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Iran,tCO2e/ha/yr,0.054852,NA,NA,NA,NA,NA
IRN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Iran,Mha,2.57,NA,NA,NA,NA,100
IRQ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Iraq,tCO2e/ha/yr,0.008434,NA,NA,NA,NA,NA
IRQ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Iraq,Mha,0.37,NA,NA,NA,NA,100
IRL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Ireland,tCO2e/ha/yr,0.039247,NA,NA,NA,NA,NA
IRL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Ireland,Mha,3.2,NA,NA,NA,NA,100
ISR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Israel,tCO2e/ha/yr,0.002749,NA,NA,NA,NA,NA
ISR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Israel,Mha,0.21,NA,NA,NA,NA,100
ITA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Italy,tCO2e/ha/yr,0.084564,NA,NA,NA,NA,NA
ITA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Italy,Mha,3.98,NA,NA,NA,NA,100
JAM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Jamaica,tCO2e/ha/yr,0.000544,NA,NA,NA,NA,NA
JAM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Jamaica,Mha,0.04,NA,NA,NA,NA,100
JPN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Japan,tCO2e/ha/yr,0.025145,NA,NA,NA,NA,NA
JPN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Japan,Mha,1.42,NA,NA,NA,NA,100
JOR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Jordan,tCO2e/ha/yr,0.001888,NA,NA,NA,NA,NA
JOR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Jordan,Mha,0.16,NA,NA,NA,NA,100
KAZ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Kazakhstan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
KAZ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Kazakhstan,Mha,0,NA,NA,NA,NA,100
KEN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Kenya,tCO2e/ha/yr,0.018482,NA,NA,NA,NA,NA
KEN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Kenya,Mha,0.26,NA,NA,NA,NA,100
KWT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Kuwait,tCO2e/ha/yr,0.000759,NA,NA,NA,NA,NA
KWT,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Kuwait,Mha,0.03,NA,NA,NA,NA,100
KGZ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Kyrgyzstan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
KGZ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Kyrgyzstan,Mha,0,NA,NA,NA,NA,100
LAO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Laos,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LAO,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Laos,Mha,0,NA,NA,NA,NA,100
LVA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Latvia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LVA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Latvia,Mha,0,NA,NA,NA,NA,100
LBN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Lebanon,tCO2e/ha/yr,0.000829,NA,NA,NA,NA,NA
LBN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Lebanon,Mha,0.04,NA,NA,NA,NA,100
LSO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Lesotho,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LSO,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Lesotho,Mha,NA,NA,NA,NA,NA,100
LBR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Liberia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LBR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Liberia,Mha,NA,NA,NA,NA,NA,100
LBY,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Libya,tCO2e/ha/yr,0.002971,NA,NA,NA,NA,NA
LBY,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Libya,Mha,0.27,NA,NA,NA,NA,100
LTU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Lithuania,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LTU,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Lithuania,Mha,0,NA,NA,NA,NA,100
LUX,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Luxembourg,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
LUX,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Luxembourg,Mha,NA,NA,NA,NA,NA,100
MKD,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Macedonia (The Former Yugoslav Republic of Macedonia),tCO2e/ha/yr,0.001692,NA,NA,NA,NA,NA
MKD,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Macedonia (The Former Yugoslav Republic of Macedonia),Mha,0.07,NA,NA,NA,NA,100
MDG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Madagascar,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MDG,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Madagascar,Mha,0,NA,NA,NA,NA,100
MWI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Malawi,tCO2e/ha/yr,0.019489,NA,NA,NA,NA,NA
MWI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Malawi,Mha,0.31,NA,NA,NA,NA,100
MYS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Malaysia,tCO2e/ha/yr,0.042793,NA,NA,NA,NA,NA
MYS,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Malaysia,Mha,2.03,NA,NA,NA,NA,100
MLI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Mali,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MLI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Mali,Mha,0,NA,NA,NA,NA,100
MTQ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Martinique,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MTQ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Martinique,Mha,NA,NA,NA,NA,NA,100
MRT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Mauritania,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MRT,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Mauritania,Mha,NA,NA,NA,NA,NA,100
MUS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Mauritius,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MUS,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Mauritius,Mha,NA,NA,NA,NA,NA,100
MEX,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Mexico,tCO2e/ha/yr,0.084486,NA,NA,NA,NA,NA
MEX,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Mexico,Mha,3.95,NA,NA,NA,NA,100
MDA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Moldova,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MDA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Moldova,Mha,0,NA,NA,NA,NA,100
MNG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Mongolia,tCO2e/ha/yr,0.000631,NA,NA,NA,NA,NA
MNG,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Mongolia,Mha,0.06,NA,NA,NA,NA,100
MNE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Montenegro,tCO2e/ha/yr,0.000152,NA,NA,NA,NA,NA
MNE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Montenegro,Mha,0.01,NA,NA,NA,NA,100
MAR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Morocco,tCO2e/ha/yr,0.015148,NA,NA,NA,NA,NA
MAR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Morocco,Mha,0.28,NA,NA,NA,NA,100
MOZ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Mozambique,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MOZ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Mozambique,Mha,0,NA,NA,NA,NA,100
MMR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Myanmar,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
MMR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Myanmar,Mha,0,NA,NA,NA,NA,100
NAM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Namibia,tCO2e/ha/yr,0.000373,NA,NA,NA,NA,NA
NAM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Namibia,Mha,0.02,NA,NA,NA,NA,100
NPL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Nepal,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NPL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Nepal,Mha,0,NA,NA,NA,NA,100
NLD,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Netherlands,tCO2e/ha/yr,0.029494,NA,NA,NA,NA,NA
NLD,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Netherlands,Mha,2.42,NA,NA,NA,NA,100
NCL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,New Caledonia,tCO2e/ha/yr,7.5E-05,NA,NA,NA,NA,NA
NCL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,New Caledonia,Mha,0,NA,NA,NA,NA,100
NZL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,New Zealand,tCO2e/ha/yr,0.030699,NA,NA,NA,NA,NA
NZL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,New Zealand,Mha,3.01,NA,NA,NA,NA,100
NIC,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Nicaragua,tCO2e/ha/yr,0.003185,NA,NA,NA,NA,NA
NIC,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Nicaragua,Mha,0.22,NA,NA,NA,NA,100
NER,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Niger,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NER,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Niger,Mha,0,NA,NA,NA,NA,100
NGA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Nigeria,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
NGA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Nigeria,Mha,0,NA,NA,NA,NA,100
NOR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Norway,tCO2e/ha/yr,0.011273,NA,NA,NA,NA,NA
NOR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Norway,Mha,0.99,NA,NA,NA,NA,100
OMN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Oman,tCO2e/ha/yr,0.000596,NA,NA,NA,NA,NA
OMN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Oman,Mha,0.05,NA,NA,NA,NA,100
PAK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Pakistan,tCO2e/ha/yr,0.152363,NA,NA,NA,NA,NA
PAK,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Pakistan,Mha,11.64,NA,NA,NA,NA,100
PAN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Panama,tCO2e/ha/yr,0.001335,NA,NA,NA,NA,NA
PAN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Panama,Mha,0.1,NA,NA,NA,NA,100
PNG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Papua New Guinea,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PNG,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Papua New Guinea,Mha,0,NA,NA,NA,NA,100
PRY,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Paraguay,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PRY,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Paraguay,Mha,0,NA,NA,NA,NA,100
PER,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Peru,tCO2e/ha/yr,0.017859,NA,NA,NA,NA,NA
PER,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Peru,Mha,0.96,NA,NA,NA,NA,100
PHL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Philippines,tCO2e/ha/yr,0.032966,NA,NA,NA,NA,NA
PHL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Philippines,Mha,0.63,NA,NA,NA,NA,100
POL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Poland,tCO2e/ha/yr,0.109089,NA,NA,NA,NA,NA
POL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Poland,Mha,4.91,NA,NA,NA,NA,100
PRT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Portugal,tCO2e/ha/yr,0.012404,NA,NA,NA,NA,NA
PRT,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Portugal,Mha,1.13,NA,NA,NA,NA,100
PRI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Puerto Rico,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
PRI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Puerto Rico,Mha,NA,NA,NA,NA,NA,100
QAT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Qatar,tCO2e/ha/yr,0.00118,NA,NA,NA,NA,NA
QAT,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Qatar,Mha,0.05,NA,NA,NA,NA,100
COG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Republic of Congo (ROC),tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
COG,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Republic of Congo (ROC),Mha,0,NA,NA,NA,NA,100
KOR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Republic of Korea (South Korea),tCO2e/ha/yr,0.016213,NA,NA,NA,NA,NA
KOR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Republic of Korea (South Korea),Mha,0.88,NA,NA,NA,NA,100
REU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Reunion,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
REU,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Reunion,Mha,NA,NA,NA,NA,NA,100
ROU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Romania,tCO2e/ha/yr,0.029596,NA,NA,NA,NA,NA
ROU,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Romania,Mha,0.38,NA,NA,NA,NA,100
RUS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Russia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
RUS,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Russia,Mha,0,NA,NA,NA,NA,100
RWA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Rwanda,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
RWA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Rwanda,Mha,0,NA,NA,NA,NA,100
WSM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Samoa,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
WSM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Samoa,Mha,NA,NA,NA,NA,NA,100
STP,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Sao Tome and Principe,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
STP,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Sao Tome and Principe,Mha,NA,NA,NA,NA,NA,100
SAU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,Saudi Arabia,tCO2e/ha/yr,0.011111,NA,NA,NA,NA,NA
SAU,Nitrogen Fertilizer Management,Max extent,PD21,pathway,Saudi Arabia,Mha,0.82,NA,NA,NA,NA,100
