iso,Subvector,Metric,Model,Scenario,Region,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
MUS,Biochar,Avg mitigation potential flux,PD21,pathway,Mauritius,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MUS,Biochar,Max extent,PD21,pathway,Mauritius,Tg dm /yr,0.0518,NA,NA,NA,NA,100
MEX,Biochar,Avg mitigation potential flux,PD21,pathway,Mexico,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MEX,Biochar,Max extent,PD21,pathway,Mexico,Tg dm /yr,5.5747,NA,NA,NA,NA,100
MDA,Biochar,Avg mitigation potential flux,PD21,pathway,Moldova,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MDA,Biochar,Max extent,PD21,pathway,Moldova,Tg dm /yr,0.4687,NA,NA,NA,NA,100
MNG,Biochar,Avg mitigation potential flux,PD21,pathway,Mongolia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MNG,Biochar,Max extent,PD21,pathway,Mongolia,Tg dm /yr,0.0536,NA,NA,NA,NA,100
MNE,Biochar,Avg mitigation potential flux,PD21,pathway,Montenegro,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MNE,Biochar,Max extent,PD21,pathway,Montenegro,Tg dm /yr,0.0016,NA,NA,NA,NA,100
MAR,Biochar,Avg mitigation potential flux,PD21,pathway,Morocco,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MAR,Biochar,Max extent,PD21,pathway,Morocco,Tg dm /yr,1.524,NA,NA,NA,NA,100
MOZ,Biochar,Avg mitigation potential flux,PD21,pathway,Mozambique,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MOZ,Biochar,Max extent,PD21,pathway,Mozambique,Tg dm /yr,0.777,NA,NA,NA,NA,100
MMR,Biochar,Avg mitigation potential flux,PD21,pathway,Myanmar,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
MMR,Biochar,Max extent,PD21,pathway,Myanmar,Tg dm /yr,4.5401,NA,NA,NA,NA,100
NAM,Biochar,Avg mitigation potential flux,PD21,pathway,Namibia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NAM,Biochar,Max extent,PD21,pathway,Namibia,Tg dm /yr,0.0095,NA,NA,NA,NA,100
NPL,Biochar,Avg mitigation potential flux,PD21,pathway,Nepal,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NPL,Biochar,Max extent,PD21,pathway,Nepal,Tg dm /yr,1.4623,NA,NA,NA,NA,100
NLD,Biochar,Avg mitigation potential flux,PD21,pathway,Netherlands,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NLD,Biochar,Max extent,PD21,pathway,Netherlands,Tg dm /yr,0.5073,NA,NA,NA,NA,100
NCL,Biochar,Avg mitigation potential flux,PD21,pathway,New Caledonia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NCL,Biochar,Max extent,PD21,pathway,New Caledonia,Tg dm /yr,0.0014,NA,NA,NA,NA,100
NZL,Biochar,Avg mitigation potential flux,PD21,pathway,New Zealand,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NZL,Biochar,Max extent,PD21,pathway,New Zealand,Tg dm /yr,0.1276,NA,NA,NA,NA,100
NIC,Biochar,Avg mitigation potential flux,PD21,pathway,Nicaragua,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NIC,Biochar,Max extent,PD21,pathway,Nicaragua,Tg dm /yr,0.256,NA,NA,NA,NA,100
NER,Biochar,Avg mitigation potential flux,PD21,pathway,Niger,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NER,Biochar,Max extent,PD21,pathway,Niger,Tg dm /yr,0.0816,NA,NA,NA,NA,100
NGA,Biochar,Avg mitigation potential flux,PD21,pathway,Nigeria,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NGA,Biochar,Max extent,PD21,pathway,Nigeria,Tg dm /yr,6.4833,NA,NA,NA,NA,100
NOR,Biochar,Avg mitigation potential flux,PD21,pathway,Norway,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
NOR,Biochar,Max extent,PD21,pathway,Norway,Tg dm /yr,0.0669,NA,NA,NA,NA,100
OMN,Biochar,Avg mitigation potential flux,PD21,pathway,Oman,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
OMN,Biochar,Max extent,PD21,pathway,Oman,Tg dm /yr,0.0256,NA,NA,NA,NA,100
PAK,Biochar,Avg mitigation potential flux,PD21,pathway,Pakistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PAK,Biochar,Max extent,PD21,pathway,Pakistan,Tg dm /yr,6.6726,NA,NA,NA,NA,100
PAN,Biochar,Avg mitigation potential flux,PD21,pathway,Panama,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PAN,Biochar,Max extent,PD21,pathway,Panama,Tg dm /yr,0.1156,NA,NA,NA,NA,100
PNG,Biochar,Avg mitigation potential flux,PD21,pathway,Papua New Guinea,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PNG,Biochar,Max extent,PD21,pathway,Papua New Guinea,Tg dm /yr,0.0867,NA,NA,NA,NA,100
PRY,Biochar,Avg mitigation potential flux,PD21,pathway,Paraguay,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PRY,Biochar,Max extent,PD21,pathway,Paraguay,Tg dm /yr,5.0518,NA,NA,NA,NA,100
PER,Biochar,Avg mitigation potential flux,PD21,pathway,Peru,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PER,Biochar,Max extent,PD21,pathway,Peru,Tg dm /yr,1.1527,NA,NA,NA,NA,100
PHL,Biochar,Avg mitigation potential flux,PD21,pathway,Philippines,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PHL,Biochar,Max extent,PD21,pathway,Philippines,Tg dm /yr,4.5834,NA,NA,NA,NA,100
POL,Biochar,Avg mitigation potential flux,PD21,pathway,Poland,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
POL,Biochar,Max extent,PD21,pathway,Poland,Tg dm /yr,2.5918,NA,NA,NA,NA,100
PRT,Biochar,Avg mitigation potential flux,PD21,pathway,Portugal,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PRT,Biochar,Max extent,PD21,pathway,Portugal,Tg dm /yr,0.2935,NA,NA,NA,NA,100
PRI,Biochar,Avg mitigation potential flux,PD21,pathway,Puerto Rico,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
PRI,Biochar,Max extent,PD21,pathway,Puerto Rico,Tg dm /yr,0.0023,NA,NA,NA,NA,100
QAT,Biochar,Avg mitigation potential flux,PD21,pathway,Qatar,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
QAT,Biochar,Max extent,PD21,pathway,Qatar,Tg dm /yr,0.0033,NA,NA,NA,NA,100
COG,Biochar,Avg mitigation potential flux,PD21,pathway,Republic of Congo (ROC),Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
COG,Biochar,Max extent,PD21,pathway,Republic of Congo (ROC),Tg dm /yr,0.0923,NA,NA,NA,NA,100
KOR,Biochar,Avg mitigation potential flux,PD21,pathway,Republic of Korea (South Korea),Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
KOR,Biochar,Max extent,PD21,pathway,Republic of Korea (South Korea),Tg dm /yr,0.9287,NA,NA,NA,NA,100
REU,Biochar,Avg mitigation potential flux,PD21,pathway,Reunion,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
REU,Biochar,Max extent,PD21,pathway,Reunion,Tg dm /yr,0.0313,NA,NA,NA,NA,100
ROU,Biochar,Avg mitigation potential flux,PD21,pathway,Romania,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ROU,Biochar,Max extent,PD21,pathway,Romania,Tg dm /yr,4.1059,NA,NA,NA,NA,100
RUS,Biochar,Avg mitigation potential flux,PD21,pathway,Russia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
RUS,Biochar,Max extent,PD21,pathway,Russia,Tg dm /yr,15.2679,NA,NA,NA,NA,100
RWA,Biochar,Avg mitigation potential flux,PD21,pathway,Rwanda,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
RWA,Biochar,Max extent,PD21,pathway,Rwanda,Tg dm /yr,0.169,NA,NA,NA,NA,100
WSM,Biochar,Avg mitigation potential flux,PD21,pathway,Samoa,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
WSM,Biochar,Max extent,PD21,pathway,Samoa,Tg dm /yr,0,NA,NA,NA,NA,100
STP,Biochar,Avg mitigation potential flux,PD21,pathway,Sao Tome and Principe,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
STP,Biochar,Max extent,PD21,pathway,Sao Tome and Principe,Tg dm /yr,0.0007,NA,NA,NA,NA,100
SAU,Biochar,Avg mitigation potential flux,PD21,pathway,Saudi Arabia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SAU,Biochar,Max extent,PD21,pathway,Saudi Arabia,Tg dm /yr,0.1873,NA,NA,NA,NA,100
SEN,Biochar,Avg mitigation potential flux,PD21,pathway,Senegal,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SEN,Biochar,Max extent,PD21,pathway,Senegal,Tg dm /yr,0.2077,NA,NA,NA,NA,100
SRB,Biochar,Avg mitigation potential flux,PD21,pathway,Serbia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SRB,Biochar,Max extent,PD21,pathway,Serbia,Tg dm /yr,1.5898,NA,NA,NA,NA,100
SLE,Biochar,Avg mitigation potential flux,PD21,pathway,Sierra Leone,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SLE,Biochar,Max extent,PD21,pathway,Sierra Leone,Tg dm /yr,0.1612,NA,NA,NA,NA,100
SVK,Biochar,Avg mitigation potential flux,PD21,pathway,Slovakia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SVK,Biochar,Max extent,PD21,pathway,Slovakia,Tg dm /yr,0.554,NA,NA,NA,NA,100
SVN,Biochar,Avg mitigation potential flux,PD21,pathway,Slovenia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SVN,Biochar,Max extent,PD21,pathway,Slovenia,Tg dm /yr,0.073,NA,NA,NA,NA,100
SLB,Biochar,Avg mitigation potential flux,PD21,pathway,Solomon Islands,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SLB,Biochar,Max extent,PD21,pathway,Solomon Islands,Tg dm /yr,0.0085,NA,NA,NA,NA,100
SOM,Biochar,Avg mitigation potential flux,PD21,pathway,Somalia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SOM,Biochar,Max extent,PD21,pathway,Somalia,Tg dm /yr,0.0296,NA,NA,NA,NA,100
ZAF,Biochar,Avg mitigation potential flux,PD21,pathway,South Africa,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ZAF,Biochar,Max extent,PD21,pathway,South Africa,Tg dm /yr,2.7993,NA,NA,NA,NA,100
SSD,Biochar,Avg mitigation potential flux,PD21,pathway,South Sudan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SSD,Biochar,Max extent,PD21,pathway,South Sudan,Tg dm /yr,0.0172,NA,NA,NA,NA,100
ESP,Biochar,Avg mitigation potential flux,PD21,pathway,Spain,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ESP,Biochar,Max extent,PD21,pathway,Spain,Tg dm /yr,3.305,NA,NA,NA,NA,100
LKA,Biochar,Avg mitigation potential flux,PD21,pathway,Sri Lanka,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
LKA,Biochar,Max extent,PD21,pathway,Sri Lanka,Tg dm /yr,0.6967,NA,NA,NA,NA,100
SDN,Biochar,Avg mitigation potential flux,PD21,pathway,Sudan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SDN,Biochar,Max extent,PD21,pathway,Sudan,Tg dm /yr,0.2628,NA,NA,NA,NA,100
SUR,Biochar,Avg mitigation potential flux,PD21,pathway,Suriname,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SUR,Biochar,Max extent,PD21,pathway,Suriname,Tg dm /yr,0.046,NA,NA,NA,NA,100
SWZ,Biochar,Avg mitigation potential flux,PD21,pathway,Swaziland,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SWZ,Biochar,Max extent,PD21,pathway,Swaziland,Tg dm /yr,0.1021,NA,NA,NA,NA,100
SWE,Biochar,Avg mitigation potential flux,PD21,pathway,Sweden,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SWE,Biochar,Max extent,PD21,pathway,Sweden,Tg dm /yr,0.3763,NA,NA,NA,NA,100
CHE,Biochar,Avg mitigation potential flux,PD21,pathway,Switzerland,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
CHE,Biochar,Max extent,PD21,pathway,Switzerland,Tg dm /yr,0.1527,NA,NA,NA,NA,100
SYR,Biochar,Avg mitigation potential flux,PD21,pathway,Syria,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
SYR,Biochar,Max extent,PD21,pathway,Syria,Tg dm /yr,0.29,NA,NA,NA,NA,100
TJK,Biochar,Avg mitigation potential flux,PD21,pathway,Tajikistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TJK,Biochar,Max extent,PD21,pathway,Tajikistan,Tg dm /yr,0.2126,NA,NA,NA,NA,100
TZA,Biochar,Avg mitigation potential flux,PD21,pathway,Tanzania,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TZA,Biochar,Max extent,PD21,pathway,Tanzania,Tg dm /yr,1.6704,NA,NA,NA,NA,100
THA,Biochar,Avg mitigation potential flux,PD21,pathway,Thailand,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
THA,Biochar,Max extent,PD21,pathway,Thailand,Tg dm /yr,9.4768,NA,NA,NA,NA,100
TLS,Biochar,Avg mitigation potential flux,PD21,pathway,Timor-Leste,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TLS,Biochar,Max extent,PD21,pathway,Timor-Leste,Tg dm /yr,0.0285,NA,NA,NA,NA,100
TGO,Biochar,Avg mitigation potential flux,PD21,pathway,Togo,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TGO,Biochar,Max extent,PD21,pathway,Togo,Tg dm /yr,0.1976,NA,NA,NA,NA,100
TTO,Biochar,Avg mitigation potential flux,PD21,pathway,Trinidad and Tobago,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TTO,Biochar,Max extent,PD21,pathway,Trinidad and Tobago,Tg dm /yr,0.0008,NA,NA,NA,NA,100
TUN,Biochar,Avg mitigation potential flux,PD21,pathway,Tunisia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TUN,Biochar,Max extent,PD21,pathway,Tunisia,Tg dm /yr,0.4279,NA,NA,NA,NA,100
TUR,Biochar,Avg mitigation potential flux,PD21,pathway,Turkey,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TUR,Biochar,Max extent,PD21,pathway,Turkey,Tg dm /yr,6.1136,NA,NA,NA,NA,100
TKM,Biochar,Avg mitigation potential flux,PD21,pathway,Turkmenistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
TKM,Biochar,Max extent,PD21,pathway,Turkmenistan,Tg dm /yr,0.1974,NA,NA,NA,NA,100
UGA,Biochar,Avg mitigation potential flux,PD21,pathway,Uganda,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
UGA,Biochar,Max extent,PD21,pathway,Uganda,Tg dm /yr,0.6564,NA,NA,NA,NA,100
UKR,Biochar,Avg mitigation potential flux,PD21,pathway,Ukraine,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
UKR,Biochar,Max extent,PD21,pathway,Ukraine,Tg dm /yr,10.7964,NA,NA,NA,NA,100
ARE,Biochar,Avg mitigation potential flux,PD21,pathway,United Arab Emirates,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ARE,Biochar,Max extent,PD21,pathway,United Arab Emirates,Tg dm /yr,0.0105,NA,NA,NA,NA,100
GBR,Biochar,Avg mitigation potential flux,PD21,pathway,United Kingdom,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
GBR,Biochar,Max extent,PD21,pathway,United Kingdom,Tg dm /yr,2.6367,NA,NA,NA,NA,100
USA,Biochar,Avg mitigation potential flux,PD21,pathway,United States,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
USA,Biochar,Max extent,PD21,pathway,United States,Tg dm /yr,104.2301,NA,NA,NA,NA,100
URY,Biochar,Avg mitigation potential flux,PD21,pathway,Uruguay,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
URY,Biochar,Max extent,PD21,pathway,Uruguay,Tg dm /yr,0.9243,NA,NA,NA,NA,100
UZB,Biochar,Avg mitigation potential flux,PD21,pathway,Uzbekistan,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
UZB,Biochar,Max extent,PD21,pathway,Uzbekistan,Tg dm /yr,1.0469,NA,NA,NA,NA,100
VUT,Biochar,Avg mitigation potential flux,PD21,pathway,Vanuatu,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
VUT,Biochar,Max extent,PD21,pathway,Vanuatu,Tg dm /yr,0.0001,NA,NA,NA,NA,100
VEN,Biochar,Avg mitigation potential flux,PD21,pathway,Venezuela,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
VEN,Biochar,Max extent,PD21,pathway,Venezuela,Tg dm /yr,0.3708,NA,NA,NA,NA,100
VNM,Biochar,Avg mitigation potential flux,PD21,pathway,Vietnam,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
VNM,Biochar,Max extent,PD21,pathway,Vietnam,Tg dm /yr,8.4252,NA,NA,NA,NA,100
ESH,Biochar,Avg mitigation potential flux,PD21,pathway,Western Sahara,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ESH,Biochar,Max extent,PD21,pathway,Western Sahara,Tg dm /yr,0.0002,NA,NA,NA,NA,100
YEM,Biochar,Avg mitigation potential flux,PD21,pathway,Yemen,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
YEM,Biochar,Max extent,PD21,pathway,Yemen,Tg dm /yr,0.0366,NA,NA,NA,NA,100
ZMB,Biochar,Avg mitigation potential flux,PD21,pathway,Zambia,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ZMB,Biochar,Max extent,PD21,pathway,Zambia,Tg dm /yr,0.5638,NA,NA,NA,NA,100
ZWE,Biochar,Avg mitigation potential flux,PD21,pathway,Zimbabwe,Mt CO2/Tg dm/yr,0.1823,NA,NA,NA,NA,100
ZWE,Biochar,Max extent,PD21,pathway,Zimbabwe,Tg dm /yr,0.2059,NA,NA,NA,NA,100
AFG,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Afghanistan,tCO2e/ha/yr,0,NA,NA,NA,NA,100
AFG,Coastal Restoration,Max extent,PD21,pathway,Afghanistan,Mha,0,NA,NA,NA,NA,100
ALB,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Albania,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ALB,Coastal Restoration,Max extent,PD21,pathway,Albania,Mha,0,NA,NA,NA,NA,100
DZA,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Algeria,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
DZA,Coastal Restoration,Max extent,PD21,pathway,Algeria,Mha,NA,NA,NA,NA,NA,NA
AGO,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Angola,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
AGO,Coastal Restoration,Max extent,PD21,pathway,Angola,Mha,0.0382,NA,NA,NA,NA,100
ARG,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Argentina,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ARG,Coastal Restoration,Max extent,PD21,pathway,Argentina,Mha,0,NA,NA,NA,NA,100
ARM,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Armenia,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ARM,Coastal Restoration,Max extent,PD21,pathway,Armenia,Mha,0,NA,NA,NA,NA,100
AUS,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Australia,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
AUS,Coastal Restoration,Max extent,PD21,pathway,Australia,Mha,1.0528,NA,NA,NA,NA,100
AUT,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Austria,tCO2e/ha/yr,0,NA,NA,NA,NA,100
AUT,Coastal Restoration,Max extent,PD21,pathway,Austria,Mha,0,NA,NA,NA,NA,100
AZE,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Azerbaijan,tCO2e/ha/yr,0,NA,NA,NA,NA,100
AZE,Coastal Restoration,Max extent,PD21,pathway,Azerbaijan,Mha,0,NA,NA,NA,NA,100
BHS,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Bahamas,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BHS,Coastal Restoration,Max extent,PD21,pathway,Bahamas,Mha,0.1028,NA,NA,NA,NA,100
BGD,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Bangladesh,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BGD,Coastal Restoration,Max extent,PD21,pathway,Bangladesh,Mha,0.4291,NA,NA,NA,NA,100
BLR,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Belarus,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BLR,Coastal Restoration,Max extent,PD21,pathway,Belarus,Mha,0,NA,NA,NA,NA,100
BEL,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Belgium,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BEL,Coastal Restoration,Max extent,PD21,pathway,Belgium,Mha,0,NA,NA,NA,NA,100
BLZ,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Belize,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BLZ,Coastal Restoration,Max extent,PD21,pathway,Belize,Mha,0.0566,NA,NA,NA,NA,100
BEN,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Benin,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BEN,Coastal Restoration,Max extent,PD21,pathway,Benin,Mha,0.0002,NA,NA,NA,NA,100
BTN,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Bhutan,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BTN,Coastal Restoration,Max extent,PD21,pathway,Bhutan,Mha,0,NA,NA,NA,NA,100
BOL,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Bolivia,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BOL,Coastal Restoration,Max extent,PD21,pathway,Bolivia,Mha,0,NA,NA,NA,NA,100
BIH,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Bosnia and Herzegovina,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BIH,Coastal Restoration,Max extent,PD21,pathway,Bosnia and Herzegovina,Mha,0,NA,NA,NA,NA,100
BWA,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Botswana,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BWA,Coastal Restoration,Max extent,PD21,pathway,Botswana,Mha,0,NA,NA,NA,NA,100
BRA,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Brazil,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BRA,Coastal Restoration,Max extent,PD21,pathway,Brazil,Mha,1.1747,NA,NA,NA,NA,100
BRN,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Brunei Darussalam,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
BRN,Coastal Restoration,Max extent,PD21,pathway,Brunei Darussalam,Mha,0.0143,NA,NA,NA,NA,100
BGR,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Bulgaria,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BGR,Coastal Restoration,Max extent,PD21,pathway,Bulgaria,Mha,0,NA,NA,NA,NA,100
BFA,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Burkina Faso,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BFA,Coastal Restoration,Max extent,PD21,pathway,Burkina Faso,Mha,0,NA,NA,NA,NA,100
BDI,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Burundi,tCO2e/ha/yr,0,NA,NA,NA,NA,100
BDI,Coastal Restoration,Max extent,PD21,pathway,Burundi,Mha,0,NA,NA,NA,NA,100
KHM,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Cambodia,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
KHM,Coastal Restoration,Max extent,PD21,pathway,Cambodia,Mha,0.0644,NA,NA,NA,NA,100
CMR,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Cameroon,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
CMR,Coastal Restoration,Max extent,PD21,pathway,Cameroon,Mha,0.1931,NA,NA,NA,NA,100
CAN,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Canada,tCO2e/ha/yr,0,NA,NA,NA,NA,100
CAN,Coastal Restoration,Max extent,PD21,pathway,Canada,Mha,0,NA,NA,NA,NA,100
CPV,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Cape Verde,tCO2e/ha/yr,0,NA,NA,NA,NA,100
CPV,Coastal Restoration,Max extent,PD21,pathway,Cape Verde,Mha,0,NA,NA,NA,NA,100
CAF,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Central African Republic,tCO2e/ha/yr,0,NA,NA,NA,NA,100
CAF,Coastal Restoration,Max extent,PD21,pathway,Central African Republic,Mha,0,NA,NA,NA,NA,100
TCD,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Chad,tCO2e/ha/yr,0,NA,NA,NA,NA,100
TCD,Coastal Restoration,Max extent,PD21,pathway,Chad,Mha,0,NA,NA,NA,NA,100
CHL,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Chile,tCO2e/ha/yr,0,NA,NA,NA,NA,100
CHL,Coastal Restoration,Max extent,PD21,pathway,Chile,Mha,0,NA,NA,NA,NA,100
CHN,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,China,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
CHN,Coastal Restoration,Max extent,PD21,pathway,China,Mha,0.0221,NA,NA,NA,NA,100
COL,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Colombia,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
COL,Coastal Restoration,Max extent,PD21,pathway,Colombia,Mha,0.2369,NA,NA,NA,NA,100
COM,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Comoros,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
COM,Coastal Restoration,Max extent,PD21,pathway,Comoros,Mha,0.0006,NA,NA,NA,NA,100
CRI,Coastal Restoration,Avg mitigation potential flux,PD21,pathway,Costa Rica,tCO2e/ha/yr,14.6667,25.6667,25,0,60,15
CRI,Coastal Restoration,Max extent,PD21,pathway,Costa Rica,Mha,0.0383,NA,NA,NA,NA,100
