Product,Flow,Sector,Subsector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,Hight Temp Heat,Electricity,Hydrogen,Flexible,Non-Energy Use
COALTAR,INONSPEC,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,INONSPEC,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,INONSPEC,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
CRNGFEED,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
CRUDEOIL,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,INONSPEC,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
ETHANE,INONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
GASCOKE,INONSPEC,Industrial,,Coal,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,INONSPEC,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,INONSPEC,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
HEAT,INONSPEC,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,INONSPEC,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
INDWASTE,INONSPEC,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,INONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,INONSPEC,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MTOTOIL,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTOTHER,INONSPEC,Industrial,,Total,na,N,na,y,y,n,n,n,n
MTOTSOLID,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MUNWASTEN,INONSPEC,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
MUNWASTER,INONSPEC,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
NAPHTHA,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NATGAS,INONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NGL,INONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOJETK,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OBIOLIQ,INONSPEC,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
OILSHALE,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
ONONSPEC,INONSPEC,Industrial,,Liquid fuels,na,N,na,y,y,n,n,n,n
OTHKERO,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PARWAX,INONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PATFUEL,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEAT,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,INONSPEC,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
REFINGAS,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
RESFUEL,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SOLARTH,INONSPEC,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
SOLWIND,INONSPEC,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,INONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,INONSPEC,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
WHITESP,INONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ANTCOAL,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BIODIESEL,IRONSTL,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASES,IRONSTL,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASOL,IRONSTL,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BITCOAL,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BKB,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,IRONSTL,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
CHARCOAL,IRONSTL,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
COAL,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COALTAR,IRONSTL,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,IRONSTL,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,IRONSTL,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
CRNGFEED,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
CRUDEOIL,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,IRONSTL,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASCOKE,IRONSTL,Industrial,,Coal,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GASWKSGS,IRONSTL,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,IRONSTL,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
HEAT,IRONSTL,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,IRONSTL,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
INDWASTE,IRONSTL,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,IRONSTL,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,IRONSTL,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MTOTOIL,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTOTHER,IRONSTL,Industrial,,Total,na,N,na,y,y,n,n,n,n
MTOTSOLID,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MUNWASTEN,IRONSTL,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
MUNWASTER,IRONSTL,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
NAPHTHA,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NATGAS,IRONSTL,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NGL,IRONSTL,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OBIOLIQ,IRONSTL,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
OGASES,IRONSTL,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
ONONSPEC,IRONSTL,Industrial,,Liquid fuels,na,N,na,y,y,n,n,n,n
OTHKERO,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEAT,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,IRONSTL,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
REFINGAS,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
RESFUEL,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SOLARTH,IRONSTL,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
SOLWIND,IRONSTL,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,IRONSTL,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,IRONSTL,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
WHITESP,IRONSTL,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
COAL,LIQUEFAC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
CRNGFEED,LIQUEFAC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTOIL,LIQUEFAC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTSOLID,LIQUEFAC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
NATGAS,LIQUEFAC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
OILSHALE,LIQUEFAC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,LIQUEFAC,Industrial,,Total,na,N,na,y,y,n,n,n,n
ANTCOAL,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BIODIESEL,MACHINE,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASES,MACHINE,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASOL,MACHINE,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BITCOAL,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BKB,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,MACHINE,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
CHARCOAL,MACHINE,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
COAL,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COALTAR,MACHINE,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,MACHINE,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COMRENEW,MACHINE,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
CRNGFEED,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
CRUDEOIL,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,MACHINE,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASWKSGS,MACHINE,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
GEOTHERM,MACHINE,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
HEAT,MACHINE,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,MACHINE,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
INDWASTE,MACHINE,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,MACHINE,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,MACHINE,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MTOTOIL,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
MTOTOTHER,MACHINE,Industrial,,Total,na,N,na,y,y,n,n,n,n
MTOTSOLID,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
MUNWASTEN,MACHINE,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
MUNWASTER,MACHINE,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
NATGAS,MACHINE,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NGL,MACHINE,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOJETK,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OBIOLIQ,MACHINE,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
ONONSPEC,MACHINE,Industrial,,Liquid fuels,na,N,na,y,y,n,n,n,n
OTHKERO,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEAT,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PETCOKE,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,MACHINE,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
REFINGAS,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
RESFUEL,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SOLARTH,MACHINE,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
SOLWIND,MACHINE,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,MACHINE,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,MACHINE,Industrial,,Total,na,N,na,y,y,n,n,n,n
TOTPRODS,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
WHITESP,MACHINE,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ANTCOAL,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
BIODIESEL,MAINCHP,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
BIOGASES,MAINCHP,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
BITCOAL,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
BKB,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
BLFURGS,MAINCHP,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,y,y,n,n,n
COAL,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
COALTAR,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,n,y
COKCOAL,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
COKEOVGS,MAINCHP,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,y,y,n,n,n
COMRENEW,MAINCHP,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
CRNGFEED,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
CRUDEOIL,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
ELECTR,MAINCHP,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,y,y,n,n,n
GASWKSGS,MAINCHP,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,y,y,n,n,n
GEOTHERM,MAINCHP,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,y,y,n,n,n
HEAT,MAINCHP,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,y,y,n,n,n
HEAT,MAINCHP,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,n,y,y,n,n,n
INDWASTE,MAINCHP,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
LIGNITE,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
LPG,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
LUBRIC,MAINCHP,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,MAINCHP,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,n,y,y,n,n,n
MTOTOIL,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
MTOTOTHER,MAINCHP,Industrial,,Total,na,N,na,n,y,y,n,n,n
MTOTSOLID,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
MUNWASTEN,MAINCHP,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
MUNWASTER,MAINCHP,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
NAPHTHA,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
NATGAS,MAINCHP,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,n,y,y,n,n,n
NONBIODIES,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
NONBIOJETK,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
NONCRUDE,MAINCHP,Industrial,Hydrogen,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
NONCRUDE,MAINCHP,Industrial,Non-Hydrogen,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
NUCLEAR,MAINCHP,Industrial,,Total,heat ef ratio,N,electricity addtl eff,y,y,y,n,n,n
OBIOLIQ,MAINCHP,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
OGASES,MAINCHP,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,y,y,n,n,n
OILSHALE,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
ONONSPEC,MAINCHP,Electric Power,na,Total,na,N,na,n,n,y,n,n,n
OTHER,MAINCHP,Industrial,,Total,na,N,na,n,y,y,n,n,n
OTHKERO,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
PEAT,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
PEATPROD,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
PETCOKE,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
PRIMSBIO,MAINCHP,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,y,y,n,n,n
REFINGAS,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
RESFUEL,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
SOLWIND,MAINCHP,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,MAINCHP,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,y,n,n,n
TOTAL,MAINCHP,Industrial,,Total,na,N,na,n,y,y,n,n,n
TOTPRODS,MAINCHP,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,y,y,n,n,n
ANTCOAL,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
BIODIESEL,MAINELEC,Electric Power,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
BIOGASES,MAINELEC,Electric Power,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
BIOGASOL,MAINELEC,Electric Power,na,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
BITCOAL,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
BITUMEN,MAINELEC,Electric Power,na,Coal,na,N,na,n,n,n,n,n,y
BKB,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
BLFURGS,MAINELEC,Electric Power,na,Coal,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
COAL,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
COALTAR,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,n,n,n,y
COKCOAL,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
COKEOVGS,MAINELEC,Electric Power,na,Coal,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
COMRENEW,MAINELEC,Electric Power,na,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
CRNGFEED,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
CRUDEOIL,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
ELECTR,MAINELEC,Electric Power,na,Total,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASWKSGS,MAINELEC,Electric Power,na,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
GEOTHERM,MAINELEC,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
HYDRO,MAINELEC,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
INDWASTE,MAINELEC,Electric Power,na,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
LIGNITE,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
LPG,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
LUBRIC,MAINELEC,Electric Power,na,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,MAINELEC,Electric Power,na,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,y,n,n,n
MTOTOIL,MAINELEC,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
MTOTOTHER,MAINELEC,Electric Power,na,Total,na,N,na,n,n,y,n,n,n
MTOTSOLID,MAINELEC,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
MUNWASTEN,MAINELEC,Electric Power,na,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
MUNWASTER,MAINELEC,Electric Power,na,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
