iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
ZWE,Peat Restoration,Avg mitigation potential flux,PD21,pathway,SSA-L,Zimbabwe,tCO2e/ha/yr,3.512,NA,NA,NA,NA,100
ZWE,Peat Restoration,Max extent,PD21,pathway,SSA-L,Zimbabwe,Mha,0,NA,NA,NA,NA,100
AFG,Silvopasture,Avg mitigation potential flux,PD21,pathway,PAK,Afghanistan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
AFG,Silvopasture,Max extent,PD21,pathway,PAK,Afghanistan,Mha,0.7961,NA,NA,NA,NA,100
ALB,Silvopasture,Avg mitigation potential flux,PD21,pathway,EEU,Albania,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ALB,Silvopasture,Max extent,PD21,pathway,EEU,Albania,Mha,NA,NA,NA,NA,NA,NA
DZA,Silvopasture,Avg mitigation potential flux,PD21,pathway,NAF,Algeria,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
DZA,Silvopasture,Max extent,PD21,pathway,NAF,Algeria,Mha,0.018,NA,NA,NA,NA,100
AGO,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-M,Angola,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
AGO,Silvopasture,Max extent,PD21,pathway,SSA-M,Angola,Mha,9.6481,NA,NA,NA,NA,100
ARG,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Argentina,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ARG,Silvopasture,Max extent,PD21,pathway,LAM-M,Argentina,Mha,35.8687,NA,NA,NA,NA,100
ARM,Silvopasture,Avg mitigation potential flux,PD21,pathway,CAS,Armenia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ARM,Silvopasture,Max extent,PD21,pathway,CAS,Armenia,Mha,0.1425,NA,NA,NA,NA,100
AUS,Silvopasture,Avg mitigation potential flux,PD21,pathway,ANUZ,Australia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
AUS,Silvopasture,Max extent,PD21,pathway,ANUZ,Australia,Mha,86.713,NA,NA,NA,NA,100
AUT,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Austria,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
AUT,Silvopasture,Max extent,PD21,pathway,EU15,Austria,Mha,0.3961,NA,NA,NA,NA,100
AZE,Silvopasture,Avg mitigation potential flux,PD21,pathway,CAS,Azerbaijan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
AZE,Silvopasture,Max extent,PD21,pathway,CAS,Azerbaijan,Mha,0.3564,NA,NA,NA,NA,100
BHS,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Bahamas,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BHS,Silvopasture,Max extent,PD21,pathway,LAM-M,Bahamas,Mha,0.3054,NA,NA,NA,NA,100
BGD,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-L,Bangladesh,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BGD,Silvopasture,Max extent,PD21,pathway,OAS-L,Bangladesh,Mha,0.1206,NA,NA,NA,NA,100
BLR,Silvopasture,Avg mitigation potential flux,PD21,pathway,EEU-FSU,Belarus,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BLR,Silvopasture,Max extent,PD21,pathway,EEU-FSU,Belarus,Mha,0.0025,NA,NA,NA,NA,100
BEL,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Belgium,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BEL,Silvopasture,Max extent,PD21,pathway,EU15,Belgium,Mha,0.0156,NA,NA,NA,NA,100
BLZ,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-L,Belize,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BLZ,Silvopasture,Max extent,PD21,pathway,LAM-L,Belize,Mha,0.0037,NA,NA,NA,NA,100
BEN,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Benin,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BEN,Silvopasture,Max extent,PD21,pathway,SSA-L,Benin,Mha,0.0083,NA,NA,NA,NA,100
BTN,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-M,Bhutan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BTN,Silvopasture,Max extent,PD21,pathway,OAS-M,Bhutan,Mha,0.0163,NA,NA,NA,NA,100
BOL,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Bolivia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BOL,Silvopasture,Max extent,PD21,pathway,LAM-M,Bolivia,Mha,6.2819,NA,NA,NA,NA,100
BIH,Silvopasture,Avg mitigation potential flux,PD21,pathway,EEU,Bosnia and Herzegovina,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BIH,Silvopasture,Max extent,PD21,pathway,EEU,Bosnia and Herzegovina,Mha,0.0181,NA,NA,NA,NA,100
BWA,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-M,Botswana,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BWA,Silvopasture,Max extent,PD21,pathway,SSA-M,Botswana,Mha,4.7615,NA,NA,NA,NA,100
BRA,Silvopasture,Avg mitigation potential flux,PD21,pathway,BRA,Brazil,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BRA,Silvopasture,Max extent,PD21,pathway,BRA,Brazil,Mha,33.3102,NA,NA,NA,NA,100
BRN,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-M,Brunei Darussalam,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BRN,Silvopasture,Max extent,PD21,pathway,OAS-M,Brunei Darussalam,Mha,0.0044,NA,NA,NA,NA,100
BGR,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU12-M,Bulgaria,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BGR,Silvopasture,Max extent,PD21,pathway,EU12-M,Bulgaria,Mha,0.0719,NA,NA,NA,NA,100
BFA,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Burkina Faso,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BFA,Silvopasture,Max extent,PD21,pathway,SSA-L,Burkina Faso,Mha,0.711,NA,NA,NA,NA,100
BDI,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Burundi,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
BDI,Silvopasture,Max extent,PD21,pathway,SSA-L,Burundi,Mha,0.1265,NA,NA,NA,NA,100
KHM,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Cambodia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
KHM,Silvopasture,Max extent,PD21,pathway,OAS-CPA,Cambodia,Mha,0.051,NA,NA,NA,NA,100
CMR,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Cameroon,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CMR,Silvopasture,Max extent,PD21,pathway,SSA-L,Cameroon,Mha,0.2191,NA,NA,NA,NA,100
CAN,Silvopasture,Avg mitigation potential flux,PD21,pathway,CAN,Canada,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CAN,Silvopasture,Max extent,PD21,pathway,CAN,Canada,Mha,6.3105,NA,NA,NA,NA,100
CPV,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Cape Verde,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CPV,Silvopasture,Max extent,PD21,pathway,SSA-L,Cape Verde,Mha,0.0006,NA,NA,NA,NA,100
CAF,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Central African Republic,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CAF,Silvopasture,Max extent,PD21,pathway,SSA-L,Central African Republic,Mha,0.2416,NA,NA,NA,NA,100
TCD,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Chad,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
TCD,Silvopasture,Max extent,PD21,pathway,SSA-L,Chad,Mha,17.9253,NA,NA,NA,NA,100
CHL,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Chile,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CHL,Silvopasture,Max extent,PD21,pathway,LAM-M,Chile,Mha,5.8679,NA,NA,NA,NA,100
CHN,Silvopasture,Avg mitigation potential flux,PD21,pathway,CHN,China,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CHN,Silvopasture,Max extent,PD21,pathway,CHN,China,Mha,60.8143,NA,NA,NA,NA,100
COL,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Colombia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
COL,Silvopasture,Max extent,PD21,pathway,LAM-M,Colombia,Mha,8.9288,NA,NA,NA,NA,100
COM,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Comoros,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
COM,Silvopasture,Max extent,PD21,pathway,SSA-L,Comoros,Mha,0.0181,NA,NA,NA,NA,100
CRI,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Costa Rica,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CRI,Silvopasture,Max extent,PD21,pathway,LAM-M,Costa Rica,Mha,0.0918,NA,NA,NA,NA,100
CIV,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Cote d'Ivoire,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CIV,Silvopasture,Max extent,PD21,pathway,SSA-L,Cote d'Ivoire,Mha,3.0645,NA,NA,NA,NA,100
HRV,Silvopasture,Avg mitigation potential flux,PD21,pathway,EEU,Croatia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
HRV,Silvopasture,Max extent,PD21,pathway,EEU,Croatia,Mha,0.2624,NA,NA,NA,NA,100
CUB,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Cuba,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CUB,Silvopasture,Max extent,PD21,pathway,LAM-M,Cuba,Mha,0.2823,NA,NA,NA,NA,100
CYP,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU12-H,Cyprus,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CYP,Silvopasture,Max extent,PD21,pathway,EU12-H,Cyprus,Mha,0.0103,NA,NA,NA,NA,100
CZE,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU12-H,Czech Republic,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
CZE,Silvopasture,Max extent,PD21,pathway,EU12-H,Czech Republic,Mha,0.0007,NA,NA,NA,NA,100
PRK,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-L,Democratic People's Republic of Korea (North Korea),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
PRK,Silvopasture,Max extent,PD21,pathway,OAS-L,Democratic People's Republic of Korea (North Korea),Mha,0.0576,NA,NA,NA,NA,100
COD,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Democratic Republic of the Congo (DRC),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
COD,Silvopasture,Max extent,PD21,pathway,SSA-L,Democratic Republic of the Congo (DRC),Mha,0.6346,NA,NA,NA,NA,100
DNK,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Denmark (except Greenland),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
DNK,Silvopasture,Max extent,PD21,pathway,EU15,Denmark (except Greenland),Mha,0.0372,NA,NA,NA,NA,100
DJI,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Djibouti,tCO2e/ha/yr,0,NA,NA,NA,NA,100
DJI,Silvopasture,Max extent,PD21,pathway,SSA-L,Djibouti,Mha,0,NA,NA,NA,NA,100
DOM,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Dominican Republic,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
DOM,Silvopasture,Max extent,PD21,pathway,LAM-M,Dominican Republic,Mha,0.127,NA,NA,NA,NA,100
ECU,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Ecuador,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ECU,Silvopasture,Max extent,PD21,pathway,LAM-M,Ecuador,Mha,0.2738,NA,NA,NA,NA,100
EGY,Silvopasture,Avg mitigation potential flux,PD21,pathway,NAF,Egypt,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
EGY,Silvopasture,Max extent,PD21,pathway,NAF,Egypt,Mha,0.0329,NA,NA,NA,NA,100
SLV,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,El Salvador,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
SLV,Silvopasture,Max extent,PD21,pathway,LAM-M,El Salvador,Mha,0.0301,NA,NA,NA,NA,100
GNQ,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-M,Equatorial Guinea,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GNQ,Silvopasture,Max extent,PD21,pathway,SSA-M,Equatorial Guinea,Mha,0.0037,NA,NA,NA,NA,100
ERI,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Eritrea,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ERI,Silvopasture,Max extent,PD21,pathway,SSA-L,Eritrea,Mha,2.0683,NA,NA,NA,NA,100
EST,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU12-H,Estonia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
EST,Silvopasture,Max extent,PD21,pathway,EU12-H,Estonia,Mha,0.0132,NA,NA,NA,NA,100
ETH,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Ethiopia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ETH,Silvopasture,Max extent,PD21,pathway,SSA-L,Ethiopia,Mha,4.3398,NA,NA,NA,NA,100
FLK,Silvopasture,Avg mitigation potential flux,PD21,pathway,NA,Falkland Islands,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
FLK,Silvopasture,Max extent,PD21,pathway,NA,Falkland Islands,Mha,0.4753,NA,NA,NA,NA,100
FRO,Silvopasture,Avg mitigation potential flux,PD21,pathway,NA,Faroe Islands,tCO2e/ha/yr,0,NA,NA,NA,NA,100
FRO,Silvopasture,Max extent,PD21,pathway,NA,Faroe Islands,Mha,0,NA,NA,NA,NA,100
FJI,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-L,Fiji,tCO2e/ha/yr,0,NA,NA,NA,NA,100
FJI,Silvopasture,Max extent,PD21,pathway,OAS-L,Fiji,Mha,0,NA,NA,NA,NA,100
FIN,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Finland,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
FIN,Silvopasture,Max extent,PD21,pathway,EU15,Finland,Mha,0.1966,NA,NA,NA,NA,100
FRA,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,France (except French Guiana),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
FRA,Silvopasture,Max extent,PD21,pathway,EU15,France (except French Guiana),Mha,0.4758,NA,NA,NA,NA,100
GUF,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,French Guiana (France),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GUF,Silvopasture,Max extent,PD21,pathway,LAM-M,French Guiana (France),Mha,0.0016,NA,NA,NA,NA,100
PYF,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-M,French Polynesia,tCO2e/ha/yr,0,NA,NA,NA,NA,100
PYF,Silvopasture,Max extent,PD21,pathway,OAS-M,French Polynesia,Mha,0,NA,NA,NA,NA,100
GAB,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-M,Gabon,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GAB,Silvopasture,Max extent,PD21,pathway,SSA-M,Gabon,Mha,0.154,NA,NA,NA,NA,100
GMB,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,"Gambia, The",tCO2e/ha/yr,0,NA,NA,NA,NA,100
GMB,Silvopasture,Max extent,PD21,pathway,SSA-L,"Gambia, The",Mha,0,NA,NA,NA,NA,100
GEO,Silvopasture,Avg mitigation potential flux,PD21,pathway,CAS,Georgia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GEO,Silvopasture,Max extent,PD21,pathway,CAS,Georgia,Mha,0.6972,NA,NA,NA,NA,100
DEU,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Germany,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
DEU,Silvopasture,Max extent,PD21,pathway,EU15,Germany,Mha,0.0822,NA,NA,NA,NA,100
GHA,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Ghana,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GHA,Silvopasture,Max extent,PD21,pathway,SSA-L,Ghana,Mha,2.7548,NA,NA,NA,NA,100
GRC,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Greece,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GRC,Silvopasture,Max extent,PD21,pathway,EU15,Greece,Mha,0.4098,NA,NA,NA,NA,100
GRL,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Greenland (Denmark),tCO2e/ha/yr,0,NA,NA,NA,NA,100
GRL,Silvopasture,Max extent,PD21,pathway,EU15,Greenland (Denmark),Mha,0,NA,NA,NA,NA,100
GLP,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Guadeloupe,tCO2e/ha/yr,0,NA,NA,NA,NA,100
GLP,Silvopasture,Max extent,PD21,pathway,LAM-M,Guadeloupe,Mha,0,NA,NA,NA,NA,100
GTM,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-L,Guatemala,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GTM,Silvopasture,Max extent,PD21,pathway,LAM-L,Guatemala,Mha,0.0219,NA,NA,NA,NA,100
GIN,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Guinea,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GIN,Silvopasture,Max extent,PD21,pathway,SSA-L,Guinea,Mha,1.2036,NA,NA,NA,NA,100
GNB,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Guinea-Bissau,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GNB,Silvopasture,Max extent,PD21,pathway,SSA-L,Guinea-Bissau,Mha,0.2989,NA,NA,NA,NA,100
GUY,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Guyana,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
GUY,Silvopasture,Max extent,PD21,pathway,LAM-M,Guyana,Mha,0.315,NA,NA,NA,NA,100
HTI,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-L,Haiti,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
HTI,Silvopasture,Max extent,PD21,pathway,LAM-L,Haiti,Mha,0.0251,NA,NA,NA,NA,100
HND,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-L,Honduras,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
HND,Silvopasture,Max extent,PD21,pathway,LAM-L,Honduras,Mha,0.0239,NA,NA,NA,NA,100
HUN,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU12-H,Hungary,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
HUN,Silvopasture,Max extent,PD21,pathway,EU12-H,Hungary,Mha,0.004,NA,NA,NA,NA,100
ISL,Silvopasture,Avg mitigation potential flux,PD21,pathway,EFTA,Iceland,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ISL,Silvopasture,Max extent,PD21,pathway,EFTA,Iceland,Mha,0.3213,NA,NA,NA,NA,100
IND,Silvopasture,Avg mitigation potential flux,PD21,pathway,IND,India,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
IND,Silvopasture,Max extent,PD21,pathway,IND,India,Mha,0.8432,NA,NA,NA,NA,100
IDN,Silvopasture,Avg mitigation potential flux,PD21,pathway,IDN,Indonesia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
IDN,Silvopasture,Max extent,PD21,pathway,IDN,Indonesia,Mha,0.6533,NA,NA,NA,NA,100
IRN,Silvopasture,Avg mitigation potential flux,PD21,pathway,MEA-M,Iran,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
IRN,Silvopasture,Max extent,PD21,pathway,MEA-M,Iran,Mha,19.3007,NA,NA,NA,NA,100
IRQ,Silvopasture,Avg mitigation potential flux,PD21,pathway,MEA-M,Iraq,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
IRQ,Silvopasture,Max extent,PD21,pathway,MEA-M,Iraq,Mha,0.1752,NA,NA,NA,NA,100
IRL,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Ireland,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
IRL,Silvopasture,Max extent,PD21,pathway,EU15,Ireland,Mha,0.4249,NA,NA,NA,NA,100
ISR,Silvopasture,Avg mitigation potential flux,PD21,pathway,MEA-H,Israel,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ISR,Silvopasture,Max extent,PD21,pathway,MEA-H,Israel,Mha,0.014,NA,NA,NA,NA,100
ITA,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Italy,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
ITA,Silvopasture,Max extent,PD21,pathway,EU15,Italy,Mha,0.1889,NA,NA,NA,NA,100
JAM,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Jamaica,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
JAM,Silvopasture,Max extent,PD21,pathway,LAM-M,Jamaica,Mha,0.009,NA,NA,NA,NA,100
JPN,Silvopasture,Avg mitigation potential flux,PD21,pathway,JPN,Japan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
JPN,Silvopasture,Max extent,PD21,pathway,JPN,Japan,Mha,0.3866,NA,NA,NA,NA,100
JOR,Silvopasture,Avg mitigation potential flux,PD21,pathway,MEA-M,Jordan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
JOR,Silvopasture,Max extent,PD21,pathway,MEA-M,Jordan,Mha,0.005,NA,NA,NA,NA,100
KAZ,Silvopasture,Avg mitigation potential flux,PD21,pathway,CAS,Kazakhstan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
KAZ,Silvopasture,Max extent,PD21,pathway,CAS,Kazakhstan,Mha,20.2091,NA,NA,NA,NA,100
KEN,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Kenya,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
KEN,Silvopasture,Max extent,PD21,pathway,SSA-L,Kenya,Mha,10.347,NA,NA,NA,NA,100
KWT,Silvopasture,Avg mitigation potential flux,PD21,pathway,MEA-H,Kuwait,tCO2e/ha/yr,0,NA,NA,NA,NA,100
KWT,Silvopasture,Max extent,PD21,pathway,MEA-H,Kuwait,Mha,0,NA,NA,NA,NA,100
KGZ,Silvopasture,Avg mitigation potential flux,PD21,pathway,CAS,Kyrgyzstan,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
KGZ,Silvopasture,Max extent,PD21,pathway,CAS,Kyrgyzstan,Mha,2.5008,NA,NA,NA,NA,100
LAO,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Laos,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LAO,Silvopasture,Max extent,PD21,pathway,OAS-CPA,Laos,Mha,0.0093,NA,NA,NA,NA,100
LVA,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU12-M,Latvia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LVA,Silvopasture,Max extent,PD21,pathway,EU12-M,Latvia,Mha,0.0112,NA,NA,NA,NA,100
LBN,Silvopasture,Avg mitigation potential flux,PD21,pathway,MEA-M,Lebanon,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LBN,Silvopasture,Max extent,PD21,pathway,MEA-M,Lebanon,Mha,0.0182,NA,NA,NA,NA,100
LSO,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Lesotho,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LSO,Silvopasture,Max extent,PD21,pathway,SSA-L,Lesotho,Mha,0.5286,NA,NA,NA,NA,100
LBR,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Liberia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LBR,Silvopasture,Max extent,PD21,pathway,SSA-L,Liberia,Mha,0.0118,NA,NA,NA,NA,100
LBY,Silvopasture,Avg mitigation potential flux,PD21,pathway,NAF,Libya,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LBY,Silvopasture,Max extent,PD21,pathway,NAF,Libya,Mha,0.8585,NA,NA,NA,NA,100
LTU,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU12-M,Lithuania,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
LTU,Silvopasture,Max extent,PD21,pathway,EU12-M,Lithuania,Mha,0.0048,NA,NA,NA,NA,100
LUX,Silvopasture,Avg mitigation potential flux,PD21,pathway,EU15,Luxembourg,tCO2e/ha/yr,0,NA,NA,NA,NA,100
LUX,Silvopasture,Max extent,PD21,pathway,EU15,Luxembourg,Mha,0,NA,NA,NA,NA,100
MKD,Silvopasture,Avg mitigation potential flux,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MKD,Silvopasture,Max extent,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),Mha,0.0368,NA,NA,NA,NA,100
MDG,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Madagascar,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MDG,Silvopasture,Max extent,PD21,pathway,SSA-L,Madagascar,Mha,12.9617,NA,NA,NA,NA,100
MWI,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Malawi,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MWI,Silvopasture,Max extent,PD21,pathway,SSA-L,Malawi,Mha,0.2628,NA,NA,NA,NA,100
MYS,Silvopasture,Avg mitigation potential flux,PD21,pathway,OAS-M,Malaysia,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MYS,Silvopasture,Max extent,PD21,pathway,OAS-M,Malaysia,Mha,0.0601,NA,NA,NA,NA,100
MLI,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Mali,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MLI,Silvopasture,Max extent,PD21,pathway,SSA-L,Mali,Mha,10.6629,NA,NA,NA,NA,100
MTQ,Silvopasture,Avg mitigation potential flux,PD21,pathway,LAM-M,Martinique,tCO2e/ha/yr,0,NA,NA,NA,NA,100
MTQ,Silvopasture,Max extent,PD21,pathway,LAM-M,Martinique,Mha,0,NA,NA,NA,NA,100
MRT,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-L,Mauritania,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MRT,Silvopasture,Max extent,PD21,pathway,SSA-L,Mauritania,Mha,4.7211,NA,NA,NA,NA,100
MUS,Silvopasture,Avg mitigation potential flux,PD21,pathway,SSA-M,Mauritius,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MUS,Silvopasture,Max extent,PD21,pathway,SSA-M,Mauritius,Mha,0.0801,NA,NA,NA,NA,100
MEX,Silvopasture,Avg mitigation potential flux,PD21,pathway,MEX,Mexico,tCO2e/ha/yr,6.1967,0,50,NA,NA,50
MEX,Silvopasture,Max extent,PD21,pathway,MEX,Mexico,Mha,9.7428,NA,NA,NA,NA,100
