iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
NOR,Natural Regeneration,Max extent,PD21,pathway,EFTA,Norway,Mha,0.056,NA,NA,NA,NA,100
OMN,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,MEA-H,Oman,tCO2e/ha/yr,0,NA,NA,NA,NA,100
OMN,Natural Regeneration,Max extent,PD21,pathway,MEA-H,Oman,Mha,0,NA,NA,NA,NA,100
PAK,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,PAK,Pakistan,tCO2e/ha/yr,6.6,5.4267,70,NA,NA,30
PAK,Natural Regeneration,Max extent,PD21,pathway,PAK,Pakistan,Mha,0.2904,NA,NA,NA,NA,100
PAN,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,LAM-M,Panama,tCO2e/ha/yr,20.57,5.94,70,NA,NA,30
PAN,Natural Regeneration,Max extent,PD21,pathway,LAM-M,Panama,Mha,1.4599,NA,NA,NA,NA,100
PNG,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-L,Papua New Guinea,tCO2e/ha/yr,21.1933,5.61,70,NA,NA,30
PNG,Natural Regeneration,Max extent,PD21,pathway,OAS-L,Papua New Guinea,Mha,0.5891,NA,NA,NA,NA,100
PRY,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,LAM-M,Paraguay,tCO2e/ha/yr,11.8433,5.2433,70,NA,NA,30
PRY,Natural Regeneration,Max extent,PD21,pathway,LAM-M,Paraguay,Mha,5.5317,NA,NA,NA,NA,100
PER,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,LAM-M,Peru,tCO2e/ha/yr,20.7167,5.1333,70,NA,NA,30
PER,Natural Regeneration,Max extent,PD21,pathway,LAM-M,Peru,Mha,1.2336,NA,NA,NA,NA,100
PHL,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-L,Philippines,tCO2e/ha/yr,22.5133,5.3533,70,NA,NA,30
PHL,Natural Regeneration,Max extent,PD21,pathway,OAS-L,Philippines,Mha,6.717,NA,NA,NA,NA,100
POL,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU12-H,Poland,tCO2e/ha/yr,7.6633,11.3667,70,NA,NA,30
POL,Natural Regeneration,Max extent,PD21,pathway,EU12-H,Poland,Mha,1.293,NA,NA,NA,NA,100
PRT,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU15,Portugal,tCO2e/ha/yr,9.0567,7.0767,70,NA,NA,30
PRT,Natural Regeneration,Max extent,PD21,pathway,EU15,Portugal,Mha,1.3839,NA,NA,NA,NA,100
PRI,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,USA,Puerto Rico,tCO2e/ha/yr,0,NA,NA,NA,NA,100
PRI,Natural Regeneration,Max extent,PD21,pathway,USA,Puerto Rico,Mha,0,NA,NA,NA,NA,100
QAT,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,MEA-H,Qatar,tCO2e/ha/yr,0,NA,NA,NA,NA,100
QAT,Natural Regeneration,Max extent,PD21,pathway,MEA-H,Qatar,Mha,0,NA,NA,NA,NA,100
COG,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Republic of Congo (ROC),tCO2e/ha/yr,26.18,11.6233,70,NA,NA,30
COG,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Republic of Congo (ROC),Mha,2.5461,NA,NA,NA,NA,100
KOR,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,ANUZ,Republic of Korea (South Korea),tCO2e/ha/yr,8.6533,8.91,70,NA,NA,30
KOR,Natural Regeneration,Max extent,PD21,pathway,ANUZ,Republic of Korea (South Korea),Mha,0.329,NA,NA,NA,NA,100
REU,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-M,Reunion,tCO2e/ha/yr,0,NA,NA,NA,NA,100
REU,Natural Regeneration,Max extent,PD21,pathway,SSA-M,Reunion,Mha,0,NA,NA,NA,NA,100
ROU,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU12-M,Romania,tCO2e/ha/yr,6.6367,10.1933,70,NA,NA,30
ROU,Natural Regeneration,Max extent,PD21,pathway,EU12-M,Romania,Mha,0.7606,NA,NA,NA,NA,100
RUS,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,RUS,Russia,tCO2e/ha/yr,6.9667,4.8033,70,NA,NA,30
RUS,Natural Regeneration,Max extent,PD21,pathway,RUS,Russia,Mha,46.48,NA,NA,NA,NA,100
RWA,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Rwanda,tCO2e/ha/yr,21.9267,4.8767,70,NA,NA,30
RWA,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Rwanda,Mha,0,NA,NA,NA,NA,100
WSM,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-L,Samoa,tCO2e/ha/yr,0,NA,NA,NA,NA,100
WSM,Natural Regeneration,Max extent,PD21,pathway,OAS-L,Samoa,Mha,0,NA,NA,NA,NA,100
STP,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Sao Tome and Principe,tCO2e/ha/yr,25.2633,11.7333,70,NA,NA,30
STP,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Sao Tome and Principe,Mha,0,NA,NA,NA,NA,100
SAU,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,MEA-H,Saudi Arabia,tCO2e/ha/yr,0,NA,NA,NA,NA,100
SAU,Natural Regeneration,Max extent,PD21,pathway,MEA-H,Saudi Arabia,Mha,0,NA,NA,NA,NA,100
SEN,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Senegal,tCO2e/ha/yr,13.2,3.3,70,NA,NA,30
SEN,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Senegal,Mha,0.0028,NA,NA,NA,NA,100
SRB,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EEU,Serbia,tCO2e/ha/yr,7.0033,10.0467,70,NA,NA,30
SRB,Natural Regeneration,Max extent,PD21,pathway,EEU,Serbia,Mha,0.4352,NA,NA,NA,NA,100
SLE,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Sierra Leone,tCO2e/ha/yr,0,NA,NA,NA,NA,100
SLE,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Sierra Leone,Mha,0,NA,NA,NA,NA,100
SVK,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovakia,tCO2e/ha/yr,6.8567,10.5967,70,NA,NA,30
SVK,Natural Regeneration,Max extent,PD21,pathway,EU12-H,Slovakia,Mha,0.3174,NA,NA,NA,NA,100
SVN,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovenia,tCO2e/ha/yr,8.7267,10.5233,70,NA,NA,30
SVN,Natural Regeneration,Max extent,PD21,pathway,EU12-H,Slovenia,Mha,0.011,NA,NA,NA,NA,100
SLB,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-L,Solomon Islands,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
SLB,Natural Regeneration,Max extent,PD21,pathway,OAS-L,Solomon Islands,Mha,0.0183,NA,NA,NA,NA,100
SOM,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Somalia,tCO2e/ha/yr,10.34,2.8233,70,NA,NA,30
SOM,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Somalia,Mha,0.312,NA,NA,NA,NA,100
ZAF,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SAF,South Africa,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ZAF,Natural Regeneration,Max extent,PD21,pathway,SAF,South Africa,Mha,0,NA,NA,NA,NA,100
SSD,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,South Sudan,tCO2e/ha/yr,13.1633,3.7767,70,NA,NA,30
SSD,Natural Regeneration,Max extent,PD21,pathway,SSA-L,South Sudan,Mha,0.0019,NA,NA,NA,NA,100
ESP,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU15,Spain,tCO2e/ha/yr,7.37,5.94,70,NA,NA,30
ESP,Natural Regeneration,Max extent,PD21,pathway,EU26,Spain,Mha,7.0397,NA,NA,NA,NA,100
LKA,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-M,Sri Lanka,tCO2e/ha/yr,20.6067,4.5467,70,NA,NA,30
LKA,Natural Regeneration,Max extent,PD21,pathway,OAS-M,Sri Lanka,Mha,0.1742,NA,NA,NA,NA,100
SDN,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Sudan,tCO2e/ha/yr,0,NA,NA,NA,NA,100
SDN,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Sudan,Mha,0,NA,NA,NA,NA,100
SUR,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,LAM-M,Suriname,tCO2e/ha/yr,20.13,6.05,70,NA,NA,30
SUR,Natural Regeneration,Max extent,PD21,pathway,LAM-M,Suriname,Mha,0.0632,NA,NA,NA,NA,100
SWZ,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Swaziland,tCO2e/ha/yr,0,NA,NA,NA,NA,100
SWZ,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Swaziland,Mha,0,NA,NA,NA,NA,100
SWE,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU15,Sweden,tCO2e/ha/yr,8.0667,5.7567,70,NA,NA,30
SWE,Natural Regeneration,Max extent,PD21,pathway,EU15,Sweden,Mha,0.3098,NA,NA,NA,NA,100
CHE,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EFTA,Switzerland,tCO2e/ha/yr,8.5433,14.96,70,NA,NA,30
CHE,Natural Regeneration,Max extent,PD21,pathway,EFTA,Switzerland,Mha,0.016,NA,NA,NA,NA,100
SYR,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,MEA-M,Syria,tCO2e/ha/yr,6.93,5.7567,70,NA,NA,30
SYR,Natural Regeneration,Max extent,PD21,pathway,MEA-M,Syria,Mha,0.1329,NA,NA,NA,NA,100
TJK,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,CAS,Tajikistan,tCO2e/ha/yr,6.3067,11.77,70,NA,NA,30
TJK,Natural Regeneration,Max extent,PD21,pathway,CAS,Tajikistan,Mha,0.0093,NA,NA,NA,NA,100
TZA,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Tanzania,tCO2e/ha/yr,12.2833,3.74,70,NA,NA,30
TZA,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Tanzania,Mha,3.3985,NA,NA,NA,NA,100
THA,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-M,Thailand,tCO2e/ha/yr,21.0833,4.5833,70,NA,NA,30
THA,Natural Regeneration,Max extent,PD21,pathway,OAS-M,Thailand,Mha,11.1928,NA,NA,NA,NA,100
TLS,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-L,Timor-Leste,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TLS,Natural Regeneration,Max extent,PD21,pathway,OAS-L,Timor-Leste,Mha,NA,NA,NA,NA,NA,NA
TGO,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Togo,tCO2e/ha/yr,24.2367,5.17,70,NA,NA,30
TGO,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Togo,Mha,0.2289,NA,NA,NA,NA,100
TTO,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,LAM-M,Trinidad and Tobago,tCO2e/ha/yr,18.7,5.5733,70,NA,NA,30
TTO,Natural Regeneration,Max extent,PD21,pathway,LAM-M,Trinidad and Tobago,Mha,0.0933,NA,NA,NA,NA,100
TUN,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,NAF,Tunisia,tCO2e/ha/yr,6.71,4.6567,70,NA,NA,30
TUN,Natural Regeneration,Max extent,PD21,pathway,TUR,Tunisia,Mha,0.1748,NA,NA,NA,NA,100
TUR,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,TUR,Turkey,tCO2e/ha/yr,6.71,3.0067,70,NA,NA,30
TUR,Natural Regeneration,Max extent,PD21,pathway,TUR,Turkey,Mha,8.1144,NA,NA,NA,NA,100
TKM,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,CAS,Turkmenistan,tCO2e/ha/yr,0,9.0933,70,NA,NA,30
TKM,Natural Regeneration,Max extent,PD21,pathway,CAS,Turkmenistan,Mha,0,NA,NA,NA,NA,100
UGA,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Uganda,tCO2e/ha/yr,18.7367,7.8467,70,NA,NA,30
UGA,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Uganda,Mha,0.1929,NA,NA,NA,NA,100
UKR,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EEU-FSU,Ukraine,tCO2e/ha/yr,6.6733,9.8633,70,NA,NA,30
UKR,Natural Regeneration,Max extent,PD21,pathway,EEU-FSU,Ukraine,Mha,2.8618,NA,NA,NA,NA,100
ARE,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,MEA-H,United Arab Emirates,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ARE,Natural Regeneration,Max extent,PD21,pathway,MEA-H,United Arab Emirates,Mha,0,NA,NA,NA,NA,100
GBR,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,EU15,United Kingdom,tCO2e/ha/yr,11.88,19.7633,70,NA,NA,30
GBR,Natural Regeneration,Max extent,PD21,pathway,EU15,United Kingdom,Mha,2.0021,NA,NA,NA,NA,100
USA,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,USA,United States,tCO2e/ha/yr,7.3333,7.4433,70,NA,NA,30
USA,Natural Regeneration,Max extent,PD21,pathway,USA,United States,Mha,32.8813,NA,NA,NA,NA,100
URY,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,LAM-M,Uruguay,tCO2e/ha/yr,0,NA,NA,NA,NA,100
URY,Natural Regeneration,Max extent,PD21,pathway,LAM-M,Uruguay,Mha,0,NA,NA,NA,NA,100
UZB,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,CAS,Uzbekistan,tCO2e/ha/yr,5.9767,11.5133,70,NA,NA,30
UZB,Natural Regeneration,Max extent,PD21,pathway,CAS,Uzbekistan,Mha,0.0026,NA,NA,NA,NA,100
VUT,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-L,Vanuatu,tCO2e/ha/yr,19.25,6.3433,70,NA,NA,30
VUT,Natural Regeneration,Max extent,PD21,pathway,OAS-L,Vanuatu,Mha,0.1161,NA,NA,NA,NA,100
VEN,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,LAM-M,Venezuela,tCO2e/ha/yr,18.7,5.8667,70,NA,NA,30
VEN,Natural Regeneration,Max extent,PD21,pathway,LAM-M,Venezuela,Mha,5.9935,NA,NA,NA,NA,100
VNM,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Vietnam,tCO2e/ha/yr,17.0133,3.85,70,NA,NA,30
VNM,Natural Regeneration,Max extent,PD21,pathway,OAS-CPA,Vietnam,Mha,5.7113,NA,NA,NA,NA,100
ESH,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,NAF,Western Sahara,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ESH,Natural Regeneration,Max extent,PD21,pathway,NAF,Western Sahara,Mha,0,NA,NA,NA,NA,100
YEM,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,MEA-M,Yemen,tCO2e/ha/yr,0,NA,NA,NA,NA,100
YEM,Natural Regeneration,Max extent,PD21,pathway,MEA-M,Yemen,Mha,0,NA,NA,NA,NA,100
ZMB,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Zambia,tCO2e/ha/yr,12.2467,3.2267,70,NA,NA,30
ZMB,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Zambia,Mha,0.2454,NA,NA,NA,NA,100
ZWE,Natural Regeneration,Avg mitigation potential flux,PD21,pathway,SSA-L,Zimbabwe,tCO2e/ha/yr,0,NA,NA,NA,NA,100
ZWE,Natural Regeneration,Max extent,PD21,pathway,SSA-L,Zimbabwe,Mha,0,NA,NA,NA,NA,100
AFG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,PAK,Afghanistan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
AFG,Nitrogen Fertilizer Management,Max extent,PD21,pathway,PAK,Afghanistan,Mha,0,NA,NA,NA,NA,100
ALB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EEU,Albania,tCO2e/ha/yr,0.003716,NA,NA,NA,NA,NA
ALB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EEU,Albania,Mha,0.33,NA,NA,NA,NA,100
DZA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,NAF,Algeria,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
DZA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,NAF,Algeria,Mha,0,NA,NA,NA,NA,100
AGO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-M,Angola,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
AGO,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-M,Angola,Mha,0,NA,NA,NA,NA,100
ARG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-M,Argentina,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ARG,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-M,Argentina,Mha,0,NA,NA,NA,NA,100
ARM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,CAS,Armenia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
ARM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,CAS,Armenia,Mha,0,NA,NA,NA,NA,100
AUS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,ANUZ,Australia,tCO2e/ha/yr,0.09641,NA,NA,NA,NA,NA
AUS,Nitrogen Fertilizer Management,Max extent,PD21,pathway,ANUZ,Australia,Mha,0.31,NA,NA,NA,NA,100
AUT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EU15,Austria,tCO2e/ha/yr,0.013894,NA,NA,NA,NA,NA
AUT,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EU15,Austria,Mha,0.35,NA,NA,NA,NA,100
AZE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,CAS,Azerbaijan,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
AZE,Nitrogen Fertilizer Management,Max extent,PD21,pathway,CAS,Azerbaijan,Mha,0,NA,NA,NA,NA,100
BHS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-M,Bahamas,tCO2e/ha/yr,5E-05,NA,NA,NA,NA,NA
BHS,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-M,Bahamas,Mha,0,NA,NA,NA,NA,100
BGD,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,OAS-L,Bangladesh,tCO2e/ha/yr,0.117251,NA,NA,NA,NA,NA
BGD,Nitrogen Fertilizer Management,Max extent,PD21,pathway,OAS-L,Bangladesh,Mha,5.63,NA,NA,NA,NA,100
BLR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EEU-FSU,Belarus,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
BLR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EEU-FSU,Belarus,Mha,0,NA,NA,NA,NA,100
BEL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EU15,Belgium,tCO2e/ha/yr,0.020036,NA,NA,NA,NA,NA
BEL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EU15,Belgium,Mha,0.84,NA,NA,NA,NA,100
BLZ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-L,Belize,tCO2e/ha/yr,0.000545,NA,NA,NA,NA,NA
BLZ,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-L,Belize,Mha,0.03,NA,NA,NA,NA,100
BEN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Benin,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
BEN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Benin,Mha,0,NA,NA,NA,NA,100
BTN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,OAS-M,Bhutan,tCO2e/ha/yr,9.9E-05,NA,NA,NA,NA,NA
BTN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,OAS-M,Bhutan,Mha,0,NA,NA,NA,NA,100
BOL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-M,Bolivia,tCO2e/ha/yr,0.001416,NA,NA,NA,NA,NA
BOL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-M,Bolivia,Mha,0.01,NA,NA,NA,NA,100
BIH,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EEU,Bosnia and Herzegovina,tCO2e/ha/yr,0.002744,NA,NA,NA,NA,NA
BIH,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EEU,Bosnia and Herzegovina,Mha,0.11,NA,NA,NA,NA,100
BWA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-M,Botswana,tCO2e/ha/yr,0.003563,NA,NA,NA,NA,NA
BWA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-M,Botswana,Mha,0.24,NA,NA,NA,NA,100
BRA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,BRA,Brazil,tCO2e/ha/yr,0.349305,NA,NA,NA,NA,NA
BRA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,BRA,Brazil,Mha,10.93,NA,NA,NA,NA,100
BRN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,OAS-M,Brunei Darussalam,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
BRN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,OAS-M,Brunei Darussalam,Mha,NA,NA,NA,NA,NA,100
BGR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EU12-M,Bulgaria,tCO2e/ha/yr,0.025674,NA,NA,NA,NA,NA
BGR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EU12-M,Bulgaria,Mha,1.14,NA,NA,NA,NA,100
BFA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Burkina Faso,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
BFA,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Burkina Faso,Mha,0,NA,NA,NA,NA,100
BDI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Burundi,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
BDI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Burundi,Mha,0,NA,NA,NA,NA,100
KHM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Cambodia,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
KHM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,OAS-CPA,Cambodia,Mha,0,NA,NA,NA,NA,100
CMR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Cameroon,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
CMR,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Cameroon,Mha,0,NA,NA,NA,NA,100
CAN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,CAN,Canada,tCO2e/ha/yr,0.161589,NA,NA,NA,NA,NA
CAN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,CAN,Canada,Mha,2.74,NA,NA,NA,NA,100
CPV,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Cape Verde,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
CPV,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Cape Verde,Mha,NA,NA,NA,NA,NA,100
CAF,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Central African Republic,tCO2e/ha/yr,7.1E-05,NA,NA,NA,NA,NA
CAF,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Central African Republic,Mha,0,NA,NA,NA,NA,100
TCD,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Chad,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
TCD,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Chad,Mha,0,NA,NA,NA,NA,100
CHL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-M,Chile,tCO2e/ha/yr,0.024347,NA,NA,NA,NA,NA
CHL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-M,Chile,Mha,1.85,NA,NA,NA,NA,100
CHN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,CHN,China,tCO2e/ha/yr,3.049122,NA,NA,NA,NA,NA
CHN,Nitrogen Fertilizer Management,Max extent,PD21,pathway,CHN,China,Mha,212.92,NA,NA,NA,NA,100
COL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-M,Colombia,tCO2e/ha/yr,0.038222,NA,NA,NA,NA,NA
COL,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-M,Colombia,Mha,3.56,NA,NA,NA,NA,100
COM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Comoros,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
COM,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Comoros,Mha,NA,NA,NA,NA,NA,100
CRI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-M,Costa Rica,tCO2e/ha/yr,0.005514,NA,NA,NA,NA,NA
CRI,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-M,Costa Rica,Mha,0.53,NA,NA,NA,NA,100
CIV,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,SSA-L,Cote d'Ivoire,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
CIV,Nitrogen Fertilizer Management,Max extent,PD21,pathway,SSA-L,Cote d'Ivoire,Mha,0,NA,NA,NA,NA,100
HRV,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EEU,Croatia,tCO2e/ha/yr,0.017641,NA,NA,NA,NA,NA
HRV,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EEU,Croatia,Mha,0.71,NA,NA,NA,NA,100
CUB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,LAM-M,Cuba,tCO2e/ha/yr,0.003624,NA,NA,NA,NA,NA
CUB,Nitrogen Fertilizer Management,Max extent,PD21,pathway,LAM-M,Cuba,Mha,0.23,NA,NA,NA,NA,100
CYP,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EU12-H,Cyprus,tCO2e/ha/yr,NA,NA,NA,NA,NA,NA
CYP,Nitrogen Fertilizer Management,Max extent,PD21,pathway,EU12-H,Cyprus,Mha,NA,NA,NA,NA,NA,100
CZE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD21,pathway,EU12-H,Czech Republic,tCO2e/ha/yr,0.023921,NA,NA,NA,NA,NA
