iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
FLK,Agroforestry,Avg mitigation potential flux,PD22,Pathway,NA,Falkland Islands,tCO2e/ha/yr,0.7994,30,0.0000,70,,
BIH,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU,Bosnia and Herzegovina,Mha,0.0000,100,NA,NA,NA,NA
FRO,Agroforestry,Avg mitigation potential flux,PD22,Pathway,NA,Faroe Islands,tCO2e/ha/yr,0.0000,30,0.0000,70,,
BWA,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-M,Botswana,Mha,0.0000,100,NA,NA,NA,NA
FJI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Fiji,tCO2e/ha/yr,0.0000,30,0.0000,70,,
BGR,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-M,Bulgaria,Mha,0.0000,100,NA,NA,NA,NA
FIN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Finland,tCO2e/ha/yr,1.5360,30,0.0000,70,,
BDI,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Burundi,Mha,0.0000,100,NA,NA,NA,NA
FRA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,France (except French Guiana),tCO2e/ha/yr,0.0254,30,0.0000,70,,
KHM,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-CPA,Cambodia,Mha,0.0000,100,NA,NA,NA,NA
GUF,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,French Guiana (France),tCO2e/ha/yr,0.0000,30,0.0000,70,,
CPV,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Cape Verde,Mha,0.0000,100,NA,NA,NA,NA
PYF,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-M,French Polynesia,tCO2e/ha/yr,0.0000,30,0.0000,70,,
TCD,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Chad,Mha,0.0000,100,NA,NA,NA,NA
GAB,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-M,Gabon,tCO2e/ha/yr,0.4190,30,0.0000,70,,
COM,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Comoros,Mha,0.0000,100,NA,NA,NA,NA
GMB,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,"Gambia, The",tCO2e/ha/yr,1.2725,30,0.0000,70,,
CRI,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Costa Rica,Mha,0.0000,100,NA,NA,NA,NA
GEO,Agroforestry,Avg mitigation potential flux,PD22,Pathway,CAS,Georgia,tCO2e/ha/yr,1.9070,30,0.0000,70,,
CIV,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Cote d'Ivoire,Mha,0.0000,100,NA,NA,NA,NA
DEU,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Germany,tCO2e/ha/yr,1.3940,30,0.0000,70,,
HRV,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU,Croatia,Mha,0.0000,100,NA,NA,NA,NA
GHA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Ghana,tCO2e/ha/yr,0.4448,30,0.0000,70,,
CYP,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-H,Cyprus,Mha,0.0000,100,NA,NA,NA,NA
GRC,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Greece,tCO2e/ha/yr,1.8714,30,0.0000,70,,
CZE,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-H,Czech Republic,Mha,0.0000,100,NA,NA,NA,NA
GRL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Greenland (Denmark),tCO2e/ha/yr,0.0000,30,0.0000,70,,
PRK,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Democratic People's Republic of Korea (North Korea),Mha,0.0000,100,NA,NA,NA,NA
GLP,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Guadeloupe,tCO2e/ha/yr,0.0000,30,0.0000,70,,
DNK,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Denmark (except Greenland),Mha,0.0000,100,NA,NA,NA,NA
GTM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-L,Guatemala,tCO2e/ha/yr,1.7858,30,0.0000,70,,
DJI,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Djibouti,Mha,0.0000,100,NA,NA,NA,NA
GIN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Guinea,tCO2e/ha/yr,0.2996,30,0.0000,70,,
DOM,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Dominican Republic,Mha,0.0000,100,NA,NA,NA,NA
GNB,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Guinea-Bissau,tCO2e/ha/yr,0.1841,30,0.0000,70,,
EGY,Avoided Peat Impacts,Max extent,PD22,Pathway,NAF,Egypt,Mha,0.0000,100,NA,NA,NA,NA
GUY,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Guyana,tCO2e/ha/yr,1.4959,30,0.0000,70,,
SLV,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,El Salvador,Mha,0.0000,100,NA,NA,NA,NA
HTI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-L,Haiti,tCO2e/ha/yr,2.1780,30,0.0000,70,,
ERI,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Eritrea,Mha,0.0000,100,NA,NA,NA,NA
HND,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-L,Honduras,tCO2e/ha/yr,2.2567,30,0.0000,70,,
FLK,Avoided Peat Impacts,Max extent,PD22,Pathway,NA,Falkland Islands,Mha,0.0000,100,NA,NA,NA,NA
HUN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-H,Hungary,tCO2e/ha/yr,1.7754,30,0.0000,70,,
FRO,Avoided Peat Impacts,Max extent,PD22,Pathway,NA,Faroe Islands,Mha,0.0000,100,NA,NA,NA,NA
ISL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EFTA,Iceland,tCO2e/ha/yr,1.5947,30,0.0000,70,,
FJI,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Fiji,Mha,0.0000,100,NA,NA,NA,NA
IND,Agroforestry,Avg mitigation potential flux,PD22,Pathway,IND,India,tCO2e/ha/yr,4.2203,30,0.0000,70,,
FIN,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Finland,Mha,0.0000,100,NA,NA,NA,NA
IDN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,IDN,Indonesia,tCO2e/ha/yr,1.7394,30,0.0000,70,,
PYF,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-M,French Polynesia,Mha,0.0000,100,NA,NA,NA,NA
IRN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-M,Iran,tCO2e/ha/yr,2.3148,30,0.0000,70,,
GAB,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-M,Gabon,Mha,0.0000,100,NA,NA,NA,NA
IRQ,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-M,Iraq,tCO2e/ha/yr,3.2773,30,0.0000,70,,
GMB,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,"Gambia, The",Mha,0.0000,100,NA,NA,NA,NA
IRL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Ireland,tCO2e/ha/yr,0.8719,30,0.0000,70,,
GEO,Avoided Peat Impacts,Max extent,PD22,Pathway,CAS,Georgia,Mha,0.0000,100,NA,NA,NA,NA
ISR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-H,Israel,tCO2e/ha/yr,1.5985,30,0.0000,70,,
GHA,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Ghana,Mha,0.0000,100,NA,NA,NA,NA
ITA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Italy,tCO2e/ha/yr,1.9964,30,0.0000,70,,
GRC,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Greece,Mha,0.0000,100,NA,NA,NA,NA
JAM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Jamaica,tCO2e/ha/yr,1.8982,30,0.0000,70,,
GRL,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Greenland (Denmark),Mha,0.0000,100,NA,NA,NA,NA
JPN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,JPN,Japan,tCO2e/ha/yr,0.8988,30,0.0000,70,,
GLP,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Guadeloupe,Mha,0.0000,100,NA,NA,NA,NA
JOR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-M,Jordan,tCO2e/ha/yr,1.3694,30,0.0000,70,,
GIN,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Guinea,Mha,0.0000,100,NA,NA,NA,NA
KAZ,Agroforestry,Avg mitigation potential flux,PD22,Pathway,CAS,Kazakhstan,tCO2e/ha/yr,2.4096,30,0.0000,70,,
GNB,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Guinea-Bissau,Mha,0.0000,100,NA,NA,NA,NA
KEN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Kenya,tCO2e/ha/yr,1.2043,30,0.0000,70,,
HTI,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-L,Haiti,Mha,0.0000,100,NA,NA,NA,NA
KWT,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-H,Kuwait,tCO2e/ha/yr,0.8324,30,0.0000,70,,
ISL,Avoided Peat Impacts,Max extent,PD22,Pathway,EFTA,Iceland,Mha,0.0000,100,NA,NA,NA,NA
KGZ,Agroforestry,Avg mitigation potential flux,PD22,Pathway,CAS,Kyrgyzstan,tCO2e/ha/yr,2.1823,30,0.0000,70,,
IND,Avoided Peat Impacts,Max extent,PD22,Pathway,IND,India,Mha,0.0000,100,NA,NA,NA,NA
LAO,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Laos,tCO2e/ha/yr,3.9622,30,0.0000,70,,
IRN,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-M,Iran,Mha,0.0000,100,NA,NA,NA,NA
LVA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-M,Latvia,tCO2e/ha/yr,1.4606,30,0.0000,70,,
IRQ,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-M,Iraq,Mha,0.0000,100,NA,NA,NA,NA
LBN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-M,Lebanon,tCO2e/ha/yr,1.5760,30,0.0000,70,,
IRL,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Ireland,Mha,0.0000,100,NA,NA,NA,NA
LSO,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Lesotho,tCO2e/ha/yr,0.7891,30,0.0000,70,,
ISR,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-H,Israel,Mha,0.0000,100,NA,NA,NA,NA
LBR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Liberia,tCO2e/ha/yr,0.0239,30,0.0000,70,,
ITA,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Italy,Mha,0.0000,100,NA,NA,NA,NA
LBY,Agroforestry,Avg mitigation potential flux,PD22,Pathway,NAF,Libya,tCO2e/ha/yr,1.3910,30,0.0000,70,,
JAM,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Jamaica,Mha,0.0000,100,NA,NA,NA,NA
LTU,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-M,Lithuania,tCO2e/ha/yr,1.5808,30,0.0000,70,,
JPN,Avoided Peat Impacts,Max extent,PD22,Pathway,JPN,Japan,Mha,0.0000,100,NA,NA,NA,NA
LUX,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Luxembourg,tCO2e/ha/yr,0.8192,30,0.0000,70,,
JOR,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-M,Jordan,Mha,0.0000,100,NA,NA,NA,NA
MKD,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),tCO2e/ha/yr,2.3123,30,0.0000,70,,
KAZ,Avoided Peat Impacts,Max extent,PD22,Pathway,CAS,Kazakhstan,Mha,0.0000,100,NA,NA,NA,NA
MDG,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Madagascar,tCO2e/ha/yr,1.2478,30,0.0000,70,,
KWT,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-H,Kuwait,Mha,0.0000,100,NA,NA,NA,NA
MWI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Malawi,tCO2e/ha/yr,0.6756,30,0.0000,70,,
KGZ,Avoided Peat Impacts,Max extent,PD22,Pathway,CAS,Kyrgyzstan,Mha,0.0000,100,NA,NA,NA,NA
MYS,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-M,Malaysia,tCO2e/ha/yr,1.1800,30,0.0000,70,,
LVA,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-M,Latvia,Mha,0.0000,100,NA,NA,NA,NA
MLI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mali,tCO2e/ha/yr,0.5640,30,0.0000,70,,
LBN,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-M,Lebanon,Mha,0.0000,100,NA,NA,NA,NA
MTQ,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Martinique,tCO2e/ha/yr,0.0000,30,0.0000,70,,
LSO,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Lesotho,Mha,0.0000,100,NA,NA,NA,NA
MRT,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mauritania,tCO2e/ha/yr,0.0050,30,0.0000,70,,
LBR,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Liberia,Mha,0.0000,100,NA,NA,NA,NA
MUS,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-M,Mauritius,tCO2e/ha/yr,0.1538,30,0.0000,70,,
LBY,Avoided Peat Impacts,Max extent,PD22,Pathway,NAF,Libya,Mha,0.0000,100,NA,NA,NA,NA
MEX,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEX,Mexico,tCO2e/ha/yr,1.2344,30,0.0000,70,,
LTU,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-M,Lithuania,Mha,0.0000,100,NA,NA,NA,NA
MDA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU-FSA,Moldova,tCO2e/ha/yr,1.5269,30,0.0000,70,,
LUX,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Luxembourg,Mha,0.0000,100,NA,NA,NA,NA
MNG,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Mongolia,tCO2e/ha/yr,2.7676,30,0.0000,70,,
MKD,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),Mha,0.0000,100,NA,NA,NA,NA
MNE,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU,Montenegro,tCO2e/ha/yr,2.9057,30,0.0000,70,,
MWI,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Malawi,Mha,0.0000,100,NA,NA,NA,NA
MAR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,NAF,Morocco,tCO2e/ha/yr,3.7518,30,0.0000,70,,
MTQ,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Martinique,Mha,0.0000,100,NA,NA,NA,NA
MOZ,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Mozambique,tCO2e/ha/yr,0.3025,30,0.0000,70,,
MRT,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Mauritania,Mha,0.0000,100,NA,NA,NA,NA
MMR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Myanmar,tCO2e/ha/yr,3.4408,30,0.0000,70,,
MUS,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-M,Mauritius,Mha,0.0000,100,NA,NA,NA,NA
NAM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-M,Namibia,tCO2e/ha/yr,0.9162,30,0.0000,70,,
MDA,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU-FSA,Moldova,Mha,0.0000,100,NA,NA,NA,NA
NPL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Nepal,tCO2e/ha/yr,3.8624,30,0.0000,70,,
MNG,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-CPA,Mongolia,Mha,0.0000,100,NA,NA,NA,NA
NLD,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Netherlands,tCO2e/ha/yr,1.1081,30,0.0000,70,,
MNE,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU,Montenegro,Mha,0.0000,100,NA,NA,NA,NA
NCL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-M,New Caledonia,tCO2e/ha/yr,2.6446,30,0.0000,70,,
MAR,Avoided Peat Impacts,Max extent,PD22,Pathway,NAF,Morocco,Mha,0.0000,100,NA,NA,NA,NA
NZL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,ANUZ,New Zealand,tCO2e/ha/yr,0.7319,30,0.0000,70,,
MMR,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Myanmar,Mha,0.0000,100,NA,NA,NA,NA
NIC,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-L,Nicaragua,tCO2e/ha/yr,1.6202,30,0.0000,70,,
NAM,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-M,Namibia,Mha,0.0000,100,NA,NA,NA,NA
NER,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Niger,tCO2e/ha/yr,1.1071,30,0.0000,70,,
NPL,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Nepal,Mha,0.0000,100,NA,NA,NA,NA
NGA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Nigeria,tCO2e/ha/yr,1.3116,30,0.0000,70,,
NCL,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-M,New Caledonia,Mha,0.0000,100,NA,NA,NA,NA
NOR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EFTA,Norway,tCO2e/ha/yr,1.1944,30,0.0000,70,,
NZL,Avoided Peat Impacts,Max extent,PD22,Pathway,ANUZ,New Zealand,Mha,0.0000,100,NA,NA,NA,NA
OMN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-H,Oman,tCO2e/ha/yr,0.1168,30,0.0000,70,,
NIC,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-L,Nicaragua,Mha,0.0000,100,NA,NA,NA,NA
PAK,Agroforestry,Avg mitigation potential flux,PD22,Pathway,PAK,Pakistan,tCO2e/ha/yr,1.2047,30,0.0000,70,,
NER,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Niger,Mha,0.0000,100,NA,NA,NA,NA
PAN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Panama,tCO2e/ha/yr,1.9398,30,0.0000,70,,
NOR,Avoided Peat Impacts,Max extent,PD22,Pathway,EFTA,Norway,Mha,0.0000,100,NA,NA,NA,NA
PNG,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Papua New Guinea,tCO2e/ha/yr,2.4312,30,0.0000,70,,
OMN,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-H,Oman,Mha,0.0000,100,NA,NA,NA,NA
PRY,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Paraguay,tCO2e/ha/yr,1.4932,30,0.0000,70,,
PAK,Avoided Peat Impacts,Max extent,PD22,Pathway,PAK,Pakistan,Mha,0.0000,100,NA,NA,NA,NA
PER,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Peru,tCO2e/ha/yr,1.0442,30,0.0000,70,,
PAN,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Panama,Mha,0.0000,100,NA,NA,NA,NA
PHL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Philippines,tCO2e/ha/yr,2.4902,30,0.0000,70,,
PNG,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Papua New Guinea,Mha,0.0000,100,NA,NA,NA,NA
POL,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-H,Poland,tCO2e/ha/yr,1.4422,30,0.0000,70,,
PRY,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Paraguay,Mha,0.0000,100,NA,NA,NA,NA
PRT,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Portugal,tCO2e/ha/yr,2.6184,30,0.0000,70,,
PHL,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Philippines,Mha,0.0000,100,NA,NA,NA,NA
PRI,Agroforestry,Avg mitigation potential flux,PD22,Pathway,USA,Puerto Rico,tCO2e/ha/yr,1.9229,30,0.0000,70,,
PRT,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Portugal,Mha,0.0000,100,NA,NA,NA,NA
QAT,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-H,Qatar,tCO2e/ha/yr,0.0000,30,0.0000,70,,
PRI,Avoided Peat Impacts,Max extent,PD22,Pathway,USA,Puerto Rico,Mha,0.0000,100,NA,NA,NA,NA
COG,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Republic of Congo (ROC),tCO2e/ha/yr,0.0996,30,0.0000,70,,
QAT,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-H,Qatar,Mha,0.0000,100,NA,NA,NA,NA
KOR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,ANUZ,Republic of Korea (South Korea),tCO2e/ha/yr,1.3200,30,0.0000,70,,
KOR,Avoided Peat Impacts,Max extent,PD22,Pathway,ANUZ,Republic of Korea (South Korea),Mha,0.0000,100,NA,NA,NA,NA
REU,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-M,Reunion,tCO2e/ha/yr,0.0000,30,0.0000,70,,
REU,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-M,Reunion,Mha,0.0000,100,NA,NA,NA,NA
ROU,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-M,Romania,tCO2e/ha/yr,1.6952,30,0.0000,70,,
ROU,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-M,Romania,Mha,0.0000,100,NA,NA,NA,NA
RUS,Agroforestry,Avg mitigation potential flux,PD22,Pathway,RUS,Russia,tCO2e/ha/yr,1.7227,30,0.0000,70,,
RUS,Avoided Peat Impacts,Max extent,PD22,Pathway,RUS,Russia,Mha,0.0000,100,NA,NA,NA,NA
RWA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Rwanda,tCO2e/ha/yr,0.1874,30,0.0000,70,,
RWA,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Rwanda,Mha,0.0000,100,NA,NA,NA,NA
WSM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Samoa,tCO2e/ha/yr,0.0000,30,0.0000,70,,
WSM,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Samoa,Mha,0.0000,100,NA,NA,NA,NA
STP,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sao Tome and Principe,tCO2e/ha/yr,0.0023,30,0.0000,70,,
STP,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Sao Tome and Principe,Mha,0.0000,100,NA,NA,NA,NA
SAU,Agroforestry,Avg mitigation potential flux,PD22,Pathway,MEA-H,Saudi Arabia,tCO2e/ha/yr,0.5588,30,0.0000,70,,
SAU,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-H,Saudi Arabia,Mha,0.0000,100,NA,NA,NA,NA
SEN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Senegal,tCO2e/ha/yr,1.9339,30,0.0000,70,,
SRB,Avoided Peat Impacts,Max extent,PD22,Pathway,EEU,Serbia,Mha,0.0000,100,NA,NA,NA,NA
SRB,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EEU,Serbia,tCO2e/ha/yr,1.8779,30,0.0000,70,,
SLE,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Sierra Leone,Mha,0.0000,100,NA,NA,NA,NA
SLE,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sierra Leone,tCO2e/ha/yr,0.0162,30,0.0000,70,,
SVK,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-H,Slovakia,Mha,0.0000,100,NA,NA,NA,NA
SVK,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovakia,tCO2e/ha/yr,1.7467,30,0.0000,70,,
SVN,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-H,Slovenia,Mha,0.0000,100,NA,NA,NA,NA
SVN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovenia,tCO2e/ha/yr,2.5600,30,0.0000,70,,
SLB,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-L,Solomon Islands,Mha,0.0000,100,NA,NA,NA,NA
SLB,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-L,Solomon Islands,tCO2e/ha/yr,1.7485,30,0.0000,70,,
SOM,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Somalia,Mha,0.0000,100,NA,NA,NA,NA
SOM,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Somalia,tCO2e/ha/yr,0.5800,30,0.0000,70,,
SSD,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,South Sudan,Mha,0.0000,100,NA,NA,NA,NA
ZAF,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SAF,South Africa,tCO2e/ha/yr,1.4826,30,0.0000,70,,
ESP,Avoided Peat Impacts,Max extent,PD22,Pathway,EU21,Spain,Mha,0.0000,100,NA,NA,NA,NA
SSD,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,South Sudan,tCO2e/ha/yr,0.6829,30,0.0000,70,,
LKA,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-M,Sri Lanka,Mha,0.0000,100,NA,NA,NA,NA
ESP,Agroforestry,Avg mitigation potential flux,PD22,Pathway,EU15,Spain,tCO2e/ha/yr,3.0224,30,0.0000,70,,
SWZ,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Swaziland,Mha,0.0000,100,NA,NA,NA,NA
LKA,Agroforestry,Avg mitigation potential flux,PD22,Pathway,OAS-M,Sri Lanka,tCO2e/ha/yr,2.6245,30,0.0000,70,,
SWE,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Sweden,Mha,0.0000,100,NA,NA,NA,NA
SDN,Agroforestry,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sudan,tCO2e/ha/yr,1.3763,30,0.0000,70,,
CHE,Avoided Peat Impacts,Max extent,PD22,Pathway,EFTA,Switzerland,Mha,0.0000,100,NA,NA,NA,NA
SUR,Agroforestry,Avg mitigation potential flux,PD22,Pathway,LAM-M,Suriname,tCO2e/ha/yr,0.5761,30,0.0000,70,,
SYR,Avoided Peat Impacts,Max extent,PD22,Pathway,MEA-M,Syria,Mha,0.0000,100,NA,NA,NA,NA
