product_short,flow_short,sector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,High Temp Heat,hydrogen,flexible,nonenergy
INDWASTE,INONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,INONSPEC,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,INONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,INONSPEC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,INONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,INONSPEC,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OILSHALE,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PARWAX,INONSPEC,Industrial,Total,na,N,na,N,N,N,N,Y
PATFUEL,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,INONSPEC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,INONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,INONSPEC,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,INONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,INONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,INONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,INONSPEC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASES,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BITCOAL,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CHARCOAL,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COALTAR,IRONSTL,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,IRONSTL,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASCOKE,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
GASWKSGS,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,IRONSTL,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,IRONSTL,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,IRONSTL,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,IRONSTL,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,IRONSTL,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,IRONSTL,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,IRONSTL,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,IRONSTL,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OGASES,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
ONONSPEC,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,IRONSTL,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,IRONSTL,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONCRUDE,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
HYDROGEN,IRONSTL,Industrial,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
LHEAT,IRONSTL,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEAT,IRONSTL,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEATNS,IRONSTL,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,IRONSTL,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
AVGAS,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
HYDROGEN,LDOMESAIR,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,N,N,N
JETGAS,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
LPG,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIODIES,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOGASO,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOJETK,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
ONONSPEC,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
OTHKERO,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
RESFUEL,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONCRUDE,LDOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
ANTCOAL,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,LIGHTRAIL,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITCOAL,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
ELECTR,LIGHTRAIL,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LIGNITE,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,LIGHTRAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,LIGHTRAIL,Transportation,Total,na,N,na,N,N,N,N,Y
NONBIODIES,LIGHTRAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,LIGHTRAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,LIGHTRAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,LIGHTRAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,LIGHTRAIL,Transportation,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
RESFUEL,LIGHTRAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SUBCOAL,LIGHTRAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,LIGHTRAIL,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
AVGAS,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIODIESEL,LIGHTROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,LIGHTROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,LIGHTROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITUMEN,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,LIGHTROAD,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LPG,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,LIGHTROAD,Transportation,Total,na,N,na,N,N,N,N,Y
NATGAS,LIGHTROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,LIGHTROAD,Transportation,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,LIGHTROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
ONONSPEC,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
REFINGAS,LIGHTROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
WHITESP,LIGHTROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ANTCOAL,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASES,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BITCOAL,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CHARCOAL,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COALTAR,MACHINE,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,MACHINE,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,MACHINE,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,MACHINE,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,MACHINE,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,MACHINE,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,MACHINE,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,MACHINE,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,MACHINE,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,MACHINE,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,MACHINE,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,MACHINE,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,MACHINE,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,MACHINE,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEAT,MACHINE,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEATNS,MACHINE,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,MACHINE,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,MAINCHP,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BITCOAL,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
COALTAR,MAINCHP,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,MAINCHP,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,MAINCHP,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,MAINCHP,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,MAINCHP,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,MAINCHP,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,MAINCHP,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,MAINCHP,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,MAINCHP,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONCRUDE,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NUCLEAR,MAINCHP,Industrial,Electricity,nuclear ef ratio,N,electricity addtl eff,N,N,N,N,N
OBIOLIQ,MAINCHP,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
OGASES,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
OILSHALE,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHER,MAINCHP,Industrial,Liquid fuels,heat ef ratio,N,heat addtl eff,N,N,N,N,N
OTHKERO,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,MAINCHP,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SUBCOAL,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LHEAT,MAINCHP,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEAT,MAINCHP,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEATNS,MAINCHP,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,MAINCHP,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HYDROGEN,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ANTCOAL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
BIODIESEL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
BIOGASES,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
BIOGASOL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
BITCOAL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
BITUMEN,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
BKB,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
BLFURGS,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
COALTAR,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
COKCOAL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
COKEOVGS,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
CRUDEOIL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ELECTR,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GEOTHERM,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
HYDRO,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
INDWASTE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LIGNITE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LPG,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LUBRIC,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,Y
MUNWASTEN,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
MUNWASTER,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
NATGAS,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
NGL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
NONBIODIES,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
NONBIOGASO,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
NONBIOJETK,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
NONCRUDE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
NUCLEAR,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
OBIOLIQ,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
OFFSHORE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
