product_short,flow_short,sector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,High Temp Heat,hydrogen,flexible,nonenergy
OGASES,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
OILSHALE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ONONSPEC,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ONSHORE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
OTHER,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
OTHKERO,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
OVENCOKE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
PATFUEL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
PEAT,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
PEATPROD,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
PETCOKE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
PRIMSBIO,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
REFINGAS,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
RESFUEL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ROOFTOP,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
SOLARPV,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
SOLARTH,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
SUBCOAL,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
TIDE,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
HYDROGEN,MAINELEC,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
ANTCOAL,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIOGASES,MAINHEAT,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BITCOAL,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BKB,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,MAINHEAT,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
COALTAR,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,MAINHEAT,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GASWKSGS,MAINHEAT,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,MAINHEAT,Industrial,Total,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,MAINHEAT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,MAINHEAT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,MAINHEAT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,MAINHEAT,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,MAINHEAT,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,MAINHEAT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,MAINHEAT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,MAINHEAT,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,MAINHEAT,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NUCLEAR,MAINHEAT,Industrial,Total,nuclear ef ratio,N,heat addtl eff,N,N,N,N,N
OBIOLIQ,MAINHEAT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
OGASES,MAINHEAT,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
OILSHALE,MAINHEAT,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,MAINHEAT,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHER,MAINHEAT,Industrial,Total,heat ef ratio,N,heat addtl eff,N,N,N,N,N
OTHKERO,MAINHEAT,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,MAINHEAT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,MAINHEAT,Industrial,Total,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,MAINHEAT,Industrial,Total,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,MAINHEAT,Industrial,Total,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,MAINHEAT,Industrial,Total,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LHEAT,MAINHEAT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEAT,MAINHEAT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEATNS,MAINHEAT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,MAINHEAT,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
BIODIESEL,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,biofuels_waste addtl eff,N,N,Y,Y,N
BITCOAL,MARBUNK,Transportation,Coal,hydrogen ef ratio,N,coal addtl eff,N,N,Y,Y,N
JETGAS,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
LUBRIC,MARBUNK,Transportation,Total,na,N,na,N,N,N,N,Y
NATGAS,MARBUNK,Transportation,Natural gas,hydrogen ef ratio,N,natural gas addtl eff,N,N,Y,Y,N
NONBIODIES,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOGASO,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOJETK,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
ONONSPEC,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
OTHKERO,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
RESFUEL,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
WHITESP,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONCRUDE,MARBUNK,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
HYDROGEN,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
AVGAS,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIODIESEL,MEDIUMROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,MEDIUMROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,MEDIUMROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITUMEN,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,MEDIUMROAD,Transportation,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
LPG,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,MEDIUMROAD,Transportation,Total,na,N,na,N,N,N,N,Y
NATGAS,MEDIUMROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,MEDIUMROAD,Transportation,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,MEDIUMROAD,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
ONONSPEC,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
REFINGAS,MEDIUMROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
WHITESP,MEDIUMROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
HYDROGEN,MEDIUMROAD,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,N,N,N
ANTCOAL,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BIODIESEL,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIOGASES,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BITCOAL,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BITUMEN,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BKB,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CHARCOAL,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COALTAR,MINING,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,MINING,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
HEAT,MINING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,MINING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,MINING,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,MINING,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,MINING,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,MINING,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,MINING,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,MINING,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,MINING,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,MINING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,MINING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,MINING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,MINING,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,NECHEM,Industrial,Coal,na,N,na,N,N,N,N,Y
BITCOAL,NECHEM,Industrial,Coal,na,N,na,N,N,N,N,Y
BITUMEN,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BLFURGS,NECHEM,Industrial,Natural gas,na,N,na,N,N,N,N,Y
COALTAR,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
COKCOAL,NECHEM,Industrial,Coal,na,N,na,N,N,N,N,Y
COKEOVGS,NECHEM,Industrial,Natural gas,na,N,na,N,N,N,N,Y
CRUDEOIL,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ETHANE,NECHEM,Industrial,Natural gas,na,N,na,N,N,N,N,Y
LIGNITE,NECHEM,Industrial,Coal,na,N,na,N,N,N,N,Y
LPG,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NECHEM,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NECHEM,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NGL,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIODIES,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOGASO,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOJETK,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OGASES,NECHEM,Industrial,Natural gas,na,N,na,N,N,N,N,Y
ONONSPEC,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OVENCOKE,NECHEM,Industrial,Coal,na,N,na,N,N,N,N,Y
PARWAX,NECHEM,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,NECHEM,Industrial,Coal,na,N,na,N,N,N,N,Y
REFINGAS,NECHEM,Industrial,Natural gas,na,N,na,N,N,N,N,Y
RESFUEL,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
WHITESP,NECHEM,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONCRUDE,NECHEM,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
HYDROGEN,NECHEM,Industrial,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
BITUMEN,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
CRUDEOIL,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LPG,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NECONSTRUC,Industrial,Total,na,N,na,N,N,N,N,Y
NONBIODIES,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOGASO,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
PARWAX,NECONSTRUC,Industrial,Total,na,N,na,N,N,N,N,Y
RESFUEL,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
WHITESP,NECONSTRUC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NEFOODPRO,Industrial,Total,na,N,na,N,N,N,N,Y
NONBIODIES,NEFOODPRO,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NEFOODPRO,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NEFOODPRO,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
PARWAX,NEFOODPRO,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,NEFOODPRO,Industrial,Coal,na,N,na,N,N,N,N,Y
RESFUEL,NEFOODPRO,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
WHITESP,NEFOODPRO,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BITUMEN,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
CRUDEOIL,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ETHANE,NEIND,Industrial,Natural gas,na,N,na,N,N,N,N,Y
LPG,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NEIND,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NEIND,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NGL,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIODIES,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOGASO,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOJETK,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
PARWAX,NEIND,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,NEIND,Industrial,Coal,na,N,na,N,N,N,N,Y
REFINGAS,NEIND,Industrial,Natural gas,na,N,na,N,N,N,N,Y
RESFUEL,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
WHITESP,NEIND,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BITUMEN,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
CRUDEOIL,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LPG,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NEINONSPEC,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NEINONSPEC,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NGL,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIODIES,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOGASO,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOJETK,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
PARWAX,NEINONSPEC,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,NEINONSPEC,Industrial,Coal,na,N,na,N,N,N,N,Y
RESFUEL,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
WHITESP,NEINONSPEC,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ADDITIVE,NEINTREN,Industrial,Total,na,N,na,N,N,N,N,Y
ANTCOAL,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
BITCOAL,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
BITUMEN,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BKB,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
BLFURGS,NEINTREN,Industrial,Natural gas,na,N,na,N,N,N,N,Y
COALTAR,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
COKCOAL,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
COKEOVGS,NEINTREN,Industrial,Natural gas,na,N,na,N,N,N,N,Y
CRUDEOIL,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ETHANE,NEINTREN,Industrial,Natural gas,na,N,na,N,N,N,N,Y
LIGNITE,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
LPG,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NEINTREN,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NEINTREN,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NGL,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIODIES,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOGASO,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOJETK,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OGASES,NEINTREN,Industrial,Natural gas,na,N,na,N,N,N,N,Y
OILSHALE,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OVENCOKE,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
PARWAX,NEINTREN,Industrial,Total,na,N,na,N,N,N,N,Y
PATFUEL,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
PEAT,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
PEATPROD,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
PETCOKE,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
REFINGAS,NEINTREN,Industrial,Natural gas,na,N,na,N,N,N,N,Y
RESFUEL,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
SUBCOAL,NEINTREN,Industrial,Coal,na,N,na,N,N,N,N,Y
WHITESP,NEINTREN,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BITUMEN,NEIRONSTL,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LPG,NEIRONSTL,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NEIRONSTL,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NEIRONSTL,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NONBIODIES,NEIRONSTL,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NEIRONSTL,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NEIRONSTL,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
PARWAX,NEIRONSTL,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,NEIRONSTL,Industrial,Coal,na,N,na,N,N,N,N,Y
WHITESP,NEIRONSTL,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BITUMEN,NEMACHINE,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LPG,NEMACHINE,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NEMACHINE,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NEMACHINE,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NONBIODIES,NEMACHINE,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NEMACHINE,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NEMACHINE,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
PARWAX,NEMACHINE,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,NEMACHINE,Industrial,Coal,na,N,na,N,N,N,N,Y
WHITESP,NEMACHINE,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BITUMEN,NEMINING,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LPG,NEMINING,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NEMINING,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NEMINING,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NONBIODIES,NEMINING,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
NONBIOGASO,NEMINING,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
ONONSPEC,NEMINING,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
OTHKERO,NEMINING,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
PARWAX,NEMINING,Industrial,Total,na,N,na,N,N,N,N,Y
PETCOKE,NEMINING,Industrial,Coal,na,N,na,N,N,N,N,Y
WHITESP,NEMINING,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
BITUMEN,NENONFERR,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LPG,NENONFERR,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
LUBRIC,NENONFERR,Industrial,Total,na,N,na,N,N,N,N,Y
NATGAS,NENONFERR,Industrial,Natural gas,na,N,na,N,N,N,N,Y
NONBIODIES,NENONFERR,Industrial,Liquid fuels,na,N,na,N,N,N,N,Y
