Country,Sector,Gas,Unit,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
Kenya,Forests & Wetlands,CH4,MtCO₂e,0.11,0.11,0.26,0.06,0.06,0.72,0.26,0.01,0.24,0.39,0.1,0.3,0.1,0.05,0.1,0.08,0.06,0.22,0.27,0.19,0.28,0.14,0.18,0.18,0.18,0.18,0.18,0.18
Belize,Forests & Wetlands,N2O,MtCO₂e,0.1,0.1,0.11,0.04,0.24,0.02,0.34,0.12,0.05,0.12,0.18,0.07,0.13,0.02,0.25,0.12,0.04,0.04,0.03,0.05,0.02,0.04,0.12,0.12,0.12,0.12,0.12,0.12
Chad,Forests & Wetlands,N2O,MtCO₂e,0.1,0.1,0.07,0.07,0.07,0.1,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.05,0.04,0.07,0.1,1.09,1.75,1.79,0.83,0.54,0.05,0.05,0.05,0.05,0.05,0.05
Chile,Forests & Wetlands,N2O,MtCO₂e,0.08,0.08,0.49,0.17,0.05,0.15,0.17,0.11,0.16,0.24,0.17,0.07,0.19,0.11,0.11,0.12,0.02,0.04,0.09,0.08,0.1,0.05,0.15,0.15,0.15,0.15,0.15,0.15
Cuba,Forests & Wetlands,CH4,MtCO₂e,0.08,0.08,0.18,0.08,0.1,0.06,0.2,0.06,0.12,0.04,0.06,0.14,0.17,0.11,0.02,0.08,0.04,0.1,0.08,0.07,0.04,0.04,0.1,0.1,0.1,0.1,0.1,0.1
Spain,Forests & Wetlands,CH4,MtCO₂e,0.08,0.08,0.13,0.04,0.05,0.2,0.23,0.05,0.1,0.02,0.04,0.39,0.33,0.13,0.2,0.08,0.1,0.14,0.07,0.17,0.21,0.08,0.13,0.13,0.13,0.13,0.13,0.13
Namibia,Forests & Wetlands,CH4,MtCO₂e,0.08,0.08,0.09,0.03,0.05,0.09,0.08,0.13,0.05,0.06,0.03,0.02,0.03,0.04,0.02,0.08,0.06,0.48,0.34,0.33,0.22,0.25,0.06,0.06,0.06,0.06,0.06,0.06
Benin,Forests & Wetlands,CH4,MtCO₂e,0.07,0.07,0.09,0.03,0.03,0.09,0.01,0.01,0.07,0.03,0.05,0.03,0.06,0.08,0.02,0.04,0.04,0.57,0.83,0.98,0.39,0.47,0.05,0.05,0.05,0.05,0.05,0.05
Bosnia and Herzegovina,Forests & Wetlands,CO2,MtCO₂e,0.07,0.07,0.09,0.05,0.05,0.11,0.17,0.05,0.05,0.08,0.16,0.05,0.05,0.05,0.33,0.05,0.1,-7.93,-7.89,-7.98,-8,-7.96,-7.98,-7.98,-7.98,-7.98,-7.98,-7.98
Comoros,Forests & Wetlands,CO2,MtCO₂e,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Costa Rica,Forests & Wetlands,N2O,MtCO₂e,0.07,0.07,0.04,0.02,0.04,0.02,0,0.01,0.01,0.01,0.02,0,0.01,0.01,0.04,0.01,0.02,0.01,0.01,0.01,0.01,0,0.02,0.02,0.02,0.02,0.02,0.02
Ecuador,Forests & Wetlands,CH4,MtCO₂e,0.07,0.07,0.08,0.03,0.02,0.1,0.04,0.03,0.04,0,0.04,0.03,0.06,0.02,0.01,0.01,0.04,0,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.04
Liberia,Forests & Wetlands,N2O,MtCO₂e,0.07,0.07,1.29,0.51,0.1,0.14,0.11,0.08,1.29,0.07,0.09,0.21,0.01,0.08,0.13,0,0,0.01,0.01,0.01,0.01,0.01,0.26,0.26,0.26,0.26,0.26,0.26
Ukraine,Forests & Wetlands,N2O,MtCO₂e,0.07,0.07,0.81,0.51,0.14,0.41,0.23,0.19,0.25,0.13,0.17,0.12,0.16,0.09,0.16,0.33,0.1,0.02,0.04,0.04,0.04,0.04,0.24,0.24,0.24,0.24,0.22,0.22
Italy,Forests & Wetlands,CH4,MtCO₂e,0.06,0.06,0.01,0.02,0.01,0.09,0.05,0,0.05,0.04,0.16,0.07,0.01,0.01,0.09,0.05,0.04,0.03,0.02,0.02,0.02,0.01,0.05,0.05,0.05,0.05,0.05,0.05
Kazakhstan,Forests & Wetlands,CH4,MtCO₂e,0.06,0.06,0.29,0.09,0.05,0.07,0.03,0.03,0.09,0.17,0.13,0.06,0.04,0.07,0.04,0.05,0.03,0.08,0.07,0.1,0.22,0.09,0.08,0.08,0.08,0.08,0.09,0.09
Rwanda,Forests & Wetlands,N2O,MtCO₂e,0.06,0.06,0.06,0,0.04,0.01,0.02,0.02,0.02,0.04,0,0.03,0.06,0.04,0.07,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.03,0.03,0.03,0.03,0.03,0.03
Senegal,Forests & Wetlands,CH4,MtCO₂e,0.06,0.06,0.06,0.07,0.06,0.28,0.38,0.37,0.2,0.12,0.16,0.12,0.04,0.03,0.06,0.29,0.8,1.58,2.39,1.67,0.96,0.75,0.19,0.19,0.19,0.19,0.19,0.19
Zimbabwe,Forests & Wetlands,CH4,MtCO₂e,0.06,0.06,0.14,0.05,0.05,0.08,0.06,0.14,0.13,0.2,0.08,0.07,0.18,0.24,0.11,0.22,0.79,0.01,0.21,0.33,0.29,0.15,0.16,0.16,0.16,0.16,0.16,0.16
Burundi,Forests & Wetlands,N2O,MtCO₂e,0.05,0.05,0.03,0.03,0.05,0.04,0.04,0.06,0.05,0.05,0.03,0.04,0.05,0.07,0.09,0.08,0.06,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05
Spain,Forests & Wetlands,N2O,MtCO₂e,0.05,0.05,0.08,0.02,0.03,0.13,0.11,0.03,0.06,0.02,0.02,0.24,0.2,0.07,0.11,0.05,0.06,0.08,0.04,0.09,0.13,0.05,0.08,0.08,0.08,0.08,0.08,0.08
Niue,Forests & Wetlands,CO2,MtCO₂e,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.01,-0.01,-0.01,-0.01,-0.01,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Panama,Forests & Wetlands,N2O,MtCO₂e,0.05,0.05,0.06,0.02,0.02,0.03,0,0,0.04,0.02,0.01,0.02,0,0.06,0.16,0.02,0.01,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03
Bahamas,Forests & Wetlands,N2O,MtCO₂e,0.04,0.04,0.02,0.02,0.06,0.01,0.06,0.01,0.02,0.03,0.01,0.02,0.03,0.05,0,0.02,0.01,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Belarus,Forests & Wetlands,CH4,MtCO₂e,0.04,0.04,0.78,0.63,0.13,0.64,0.06,0.07,0.15,0.06,0.07,0.51,0.19,0.1,0.81,2.18,0.15,0.11,0.15,0.1,0.1,0.11,0.41,0.41,0.41,0.41,0.37,0.37
Algeria,Forests & Wetlands,CH4,MtCO₂e,0.04,0.04,0,0.04,0.01,0.27,0.11,0.01,0.03,0.1,0.13,0.06,0.05,0.02,0.02,0.01,0,0.24,0.05,0.05,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Kazakhstan,Forests & Wetlands,N2O,MtCO₂e,0.04,0.04,0.19,0.06,0.03,0.05,0.02,0.02,0.06,0.11,0.09,0.04,0.03,0.04,0.02,0.03,0.02,0.05,0.04,0.07,0.14,0.06,0.05,0.05,0.05,0.05,0.06,0.06
Singapore,Forests & Wetlands,CO2,MtCO₂e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.07,0.07,0.07,0.07,0.04,0.04,0.04,0.04,0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
Suriname,Forests & Wetlands,N2O,MtCO₂e,0.04,0.04,0.1,0.06,0.05,0.04,0.04,0.03,0.07,0.05,0.01,0.03,0.02,0.11,0.18,0.06,0.01,0.01,0.01,0.05,0.03,0.02,0.06,0.06,0.06,0.06,0.06,0.06
Brunei,Forests & Wetlands,CH4,MtCO₂e,0.03,0.03,0.02,0.03,0,0,0,0,0.01,0,0,0,0.01,0,0.04,0,0.01,0.02,0.01,1.19,0.09,0.04,0,0,0,0,0,0
Cuba,Forests & Wetlands,N2O,MtCO₂e,0.03,0.03,0.06,0.03,0.04,0.02,0.07,0.02,0.04,0.01,0.02,0.05,0.06,0.04,0.01,0.03,0.02,0.03,0.03,0.03,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Guinea-Bissau,Forests & Wetlands,CH4,MtCO₂e,0.03,0.03,0.05,0.03,0.03,0.08,0.07,0.13,0.1,0.03,0.05,0.03,0.03,0.03,0.07,0.13,0.47,0.19,0.39,0.23,0.04,0.01,0.08,0.08,0.08,0.08,0.08,0.08
Saint Lucia,Forests & Wetlands,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.22,0.22,0.22,0.22,0.22,-0.02,-0.02,-0.02,-0.02,-0.02,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
Sri Lanka,Forests & Wetlands,CH4,MtCO₂e,0.03,0.03,0.01,0.05,0.02,0.15,0.05,0.02,0.03,0.02,0.04,0.04,0.06,0.06,0.06,0.05,0.01,0.02,0.04,0.03,0.01,0.03,0.04,0.04,0.04,0.04,0.04,0.04
Montenegro,Forests & Wetlands,CO2,MtCO₂e,0.03,0.03,0.03,0.03,0.03,0.03,0.08,-16.9,-16.9,-16.9,-16.89,-16.9,-1.28,-1.28,-1.28,-1.28,-1.28,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
Pakistan,Forests & Wetlands,CH4,MtCO₂e,0.03,0.03,0,0,0,0.02,0,0,0.02,0,0.02,0,0.02,0.01,0,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Togo,Forests & Wetlands,CH4,MtCO₂e,0.03,0.03,0.07,0.02,0.04,0.03,0.03,0.02,0.1,0.03,0.03,0.03,0.05,0.03,0.01,0.03,0.03,0.05,0.24,0.17,0.09,0.07,0.04,0.04,0.04,0.04,0.04,0.04
Zimbabwe,Forests & Wetlands,N2O,MtCO₂e,0.03,0.03,0.07,0.02,0.02,0.03,0.02,0.05,0.05,0.08,0.03,0.03,0.08,0.09,0.04,0.08,0.28,0,0.07,0.12,0.1,0.05,0.06,0.06,0.06,0.06,0.06,0.06
Benin,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.03,0.01,0.01,0.03,0,0,0.02,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.2,0.29,0.35,0.14,0.16,0.02,0.02,0.02,0.02,0.02,0.02
Bangladesh,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.05,0.17,0.15,0.05,0.06,0.07,0.08,0.08,0.05,0.16,0.05,0.05,0.04,0,0.08,0.02,0.04,0.02,0.03,0.03,0.07,0.07,0.07,0.07,0.07,0.07
Belarus,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.21,0.16,0.03,0.14,0.01,0.01,0.03,0.02,0.01,0.11,0.03,0.02,0.19,0.45,0.03,0.02,0.03,0.02,0.02,0.03,0.09,0.09,0.09,0.09,0.08,0.08
Bhutan,Forests & Wetlands,CH4,MtCO₂e,0.02,0.02,0.05,0.05,0.02,0.13,0.03,0.07,0.01,0.02,0.07,0.02,0.02,0.02,0,0,0.01,0.02,0.04,0.02,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03
Algeria,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0,0.03,0.01,0.17,0.07,0.01,0.02,0.06,0.08,0.04,0.04,0.01,0.01,0.01,0,0.16,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Ecuador,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.04,0.01,0.01,0.06,0.01,0.01,0.02,0,0.01,0.01,0.03,0.01,0,0,0.02,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02
Finland,Forests & Wetlands,CH4,MtCO₂e,0.02,0.02,0.01,0.01,0.01,0,0.03,0.01,0.02,0.03,0.01,0.05,0,0,0.04,0,0.01,0,0,0,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01
France,Forests & Wetlands,CH4,MtCO₂e,0.02,0.02,0.01,0.06,0.01,0.13,0.02,0.03,0.05,0.05,0.01,0.01,0.08,0.03,0.19,0.03,0.04,0.02,0.02,0.02,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.05
Greece,Forests & Wetlands,CH4,MtCO₂e,0.02,0.02,0,0.01,0.04,0.04,0.06,0,0.01,0.1,0.18,0.03,0.03,0.04,0,0,0.06,0.04,0.02,0.15,0.03,0.02,0.04,0.04,0.04,0.04,0.04,0.04
Jamaica,Forests & Wetlands,CH4,MtCO₂e,0.02,0.02,0.01,0,0.02,0.02,0,0,0.04,0,0.04,0.06,0.01,0,0,0.01,0.02,0.01,0.01,0,0,0.01,0.02,0.02,0.02,0.02,0.02,0.02
Kenya,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.07,0.02,0.01,0.09,0.03,0,0.04,0.06,0.02,0.04,0.02,0.01,0.02,0.02,0.02,0.05,0.05,0.03,0.06,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Mongolia,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.17,0.01,0.02,0.43,0.08,0.01,0.35,0.25,0.32,0.19,0.01,0.03,0.04,0.21,0.03,0.37,0.15,0.38,0.83,0.17,0.14,0.14,0.14,0.14,0.14,0.14
Namibia,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0.04,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,0.07,0.05,0.05,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Romania,Forests & Wetlands,CH4,MtCO₂e,0.02,0.02,0.09,0.07,0.1,0.74,0.62,0.02,0.04,0.12,0.51,0.06,0.08,0.04,0.17,0.24,0.04,0.08,0.08,0.09,0.08,0.1,0.19,0.19,0.19,0.19,0.19,0.19
Senegal,Forests & Wetlands,N2O,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.1,0.13,0.13,0.07,0.04,0.06,0.04,0.01,0.01,0.02,0.1,0.28,0.55,0.84,0.58,0.34,0.26,0.07,0.07,0.07,0.07,0.07,0.07
Eswatini,Forests & Wetlands,CH4,MtCO₂e,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0,0.09,0.17,0.01,0.01,0.03,0.04,0.03,0.02,0.05,0.06,0.1,0.05,0.07,0.03,0.03,0.03,0.03,0.03,0.03
Saint Vincent and the Grenadines,Forests & Wetlands,CO2,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.18,0.18,0.18,0.18,-0.05,-0.05,-0.05,-0.05,-0.05,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11
Antigua and Barbuda,Forests & Wetlands,CO2,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
Burkina Faso,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0.07,0,0.01,0.03,0.02,0.2,0.03,0.17,0.03,1.14,0.97,1.28,0.82,0.87,0.04,0.04,0.04,0.04,0.04,0.04
Bulgaria,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.01,0.01,0.02,0.04,0.04,0.03,0.01,0.03,0.08,0.04,0.02,0.02,0.01,0.01,0.15,0.04,0.01,0.02,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03
Bosnia and Herzegovina,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.02,0.01,0,0.09,0.09,0,0.01,0.04,0.06,0.02,0.01,0.04,0.13,0.01,0.02,0.11,0.06,0.05,0.01,0.03,0.04,0.04,0.04,0.04,0.04,0.04
Bhutan,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.03,0.03,0.01,0.06,0.02,0.03,0,0.01,0.05,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0,0.02,0.02,0.02,0.02,0.02,0.02
Finland,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0,0,0,0,0.01,0,0.01,0.01,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.05,0.05,0,0,0,0.02,0.06,0.01,0,0,0,0,0.03,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01
France,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.01,0.04,0,0.08,0.01,0.02,0.03,0.03,0,0,0.05,0.02,0.12,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03
Georgia,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.03,0.01,0.01,0,0,0.02,0,0.01,0,0.01,0.01,0.01,0,0,0.05,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Georgia,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.02,0.01,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0,0.04,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Guinea-Bissau,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.04,0.04,0.01,0.02,0.01,0.01,0.01,0.02,0.05,0.17,0.07,0.14,0.08,0.02,0,0.03,0.03,0.03,0.03,0.03,0.03
Greece,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0,0,0.01,0.02,0.03,0,0,0.02,0.11,0.01,0,0.01,0,0,0.01,0.02,0.01,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Italy,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0,0.01,0.01,0.06,0.02,0,0.02,0.02,0.11,0.01,0,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02
Japan,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.04,0.07,0.03,0.01,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Saint Kitts and Nevis,Forests & Wetlands,CO2,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.1,0.1,0.1,0.1,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
Sri Lanka,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0,0.02,0.01,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.02,0.02,0.02
Mali,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.05,0.03,0.04,0.08,0.03,0.02,0.06,0.02,0.09,0.02,0.06,0.1,1.84,3.41,3.64,1.42,1.06,0.04,0.04,0.04,0.04,0.04,0.04
Pakistan,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0,0,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Korea,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.2,0.45,0.04,0.03,0.28,0.04,0.4,0.14,0.04,0.07,0.18,0.53,0.09,0.04,0.11,0.06,0.06,0.09,0.23,0.07,0.17,0.17,0.17,0.17,0.17,0.17
North Korea,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.13,0.29,0.03,0.02,0.17,0.03,0.26,0.07,0.02,0.04,0.12,0.32,0.06,0.02,0.07,0.04,0.04,0.06,0.15,0.05,0.1,0.1,0.1,0.1,0.1,0.1
Sudan,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Eswatini,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.06,0.07,0,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.04,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Togo,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0.02,0.09,0.06,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Trinidad and Tobago,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Turkey,Forests & Wetlands,CH4,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0,0,0.03,0.02,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Turkey,Forests & Wetlands,N2O,MtCO₂e,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Afghanistan,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0.06,0.03,0,0,0,0.13,0,0,0,0.01,0,0,0.05,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Albania,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.04,0.01,0,0,0,0.08,0,0,0,0,0,0,0.03,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01
Andorra,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.02,0.02,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Azerbaijan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0
Belgium,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.01,0,0,0.02,0,0,0.01,0.01,0.07,0.01,0.06,0.01,0.4,0.34,0.45,0.29,0.3,0.01,0.01,0.01,0.01,0.01,0.01
Bulgaria,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0.01,0.01,0.01,0.02,0.02,0,0.01,0.04,0.01,0.01,0,0,0,0.06,0.02,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Bahrain,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.05,0.04,0,0,0.02,0.02,0.02,0,0.03,0.04,0,0.01,0.06,0.01,0.03,0,0.01,0.02,0.02,0.02,0.02,0.02,0.02
Barbados,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0.06,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
Barbados,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.19,0.02,0.01,0,0,0,0,0,0
Switzerland,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
