IEA Region,Technology,Scenario,Sector,Metric,Value
ASEAN ,Oil,pathway,Heat,"Parameter a, min",-0.2
ASEAN ,Oil,baseline,Transport,"Parameter a, min",100
ASEAN ,Oil,pathway,Transport,"Parameter a, min",-0.09
DevelopingECO ,Oil,baseline,Electricity,"Parameter a, min",100
DevelopingECO ,Oil,pathway,Electricity,"Parameter a, min",-0.1074
DevelopingECO ,Oil,baseline,Heat,"Parameter a, min",100
DevelopingECO ,Oil,pathway,Heat,"Parameter a, min",-0.2
DevelopingECO ,Oil,baseline,Transport,"Parameter a, min",100
DevelopingECO ,Oil,pathway,Transport,"Parameter a, min",-0.09
 OECD ,Oil,baseline,Electricity,"Parameter b, max",100
 OECD ,Oil,pathway,Electricity,"Parameter b, max",30
 OECD ,Oil,baseline,Heat,"Parameter b, max",-100
 OECD ,Oil,pathway,Heat,"Parameter b, max",50
 OECD ,Oil,baseline,Transport,"Parameter b, max",-100
 OECD ,Oil,pathway,Transport,"Parameter b, max",23
NAM ,Oil,baseline,Electricity,"Parameter b, max",100
NAM ,Oil,pathway,Electricity,"Parameter b, max",30
NAM ,Oil,baseline,Heat,"Parameter b, max",-100
NAM ,Oil,pathway,Heat,"Parameter b, max",50
NAM ,Oil,baseline,Transport,"Parameter b, max",-100
NAM ,Oil,pathway,Transport,"Parameter b, max",23
US ,Oil,baseline,Electricity,"Parameter b, max",100
US ,Oil,pathway,Electricity,"Parameter b, max",30
US ,Oil,baseline,Heat,"Parameter b, max",-100
US ,Oil,pathway,Heat,"Parameter b, max",50
US ,Oil,baseline,Transport,"Parameter b, max",-100
US ,Oil,pathway,Transport,"Parameter b, max",23
EUR ,Oil,baseline,Electricity,"Parameter b, max",100
EUR ,Oil,pathway,Electricity,"Parameter b, max",30
EUR ,Oil,baseline,Heat,"Parameter b, max",-100
EUR ,Oil,pathway,Heat,"Parameter b, max",50
EUR ,Oil,baseline,Transport,"Parameter b, max",-100
EUR ,Oil,pathway,Transport,"Parameter b, max",23
EU ,Oil,baseline,Electricity,"Parameter b, max",100
EU ,Oil,pathway,Electricity,"Parameter b, max",30
EU ,Oil,baseline,Heat,"Parameter b, max",-100
EU ,Oil,pathway,Heat,"Parameter b, max",50
EU ,Oil,baseline,Transport,"Parameter b, max",-100
EU ,Oil,pathway,Transport,"Parameter b, max",23
SAFR ,Oil,baseline,Electricity,"Parameter b, max",100
SAFR ,Oil,pathway,Electricity,"Parameter b, max",30
SAFR ,Oil,baseline,Heat,"Parameter b, max",-100
SAFR ,Oil,pathway,Heat,"Parameter b, max",50
SAFR ,Oil,baseline,Transport,"Parameter b, max",-100
SAFR ,Oil,pathway,Transport,"Parameter b, max",23
JPN ,Oil,baseline,Electricity,"Parameter b, max",100
JPN ,Oil,pathway,Electricity,"Parameter b, max",30
JPN ,Oil,baseline,Heat,"Parameter b, max",-100
JPN ,Oil,pathway,Heat,"Parameter b, max",50
JPN ,Oil,baseline,Transport,"Parameter b, max",-100
JPN ,Oil,pathway,Transport,"Parameter b, max",23
AdvancedECO ,Oil,baseline,Electricity,"Parameter b, max",100
AdvancedECO ,Oil,pathway,Electricity,"Parameter b, max",30
AdvancedECO ,Oil,baseline,Heat,"Parameter b, max",-100
AdvancedECO ,Oil,pathway,Heat,"Parameter b, max",50
AdvancedECO ,Oil,baseline,Transport,"Parameter b, max",-100
AdvancedECO ,Oil,pathway,Transport,"Parameter b, max",23
NonOECD ,Oil,baseline,Electricity,"Parameter b, max",100
NonOECD ,Oil,pathway,Electricity,"Parameter b, max",30
NonOECD ,Oil,baseline,Heat,"Parameter b, max",-100
NonOECD ,Oil,pathway,Heat,"Parameter b, max",50
NonOECD ,Oil,baseline,Transport,"Parameter b, max",-100
NonOECD ,Oil,pathway,Transport,"Parameter b, max",37
World ,Oil,baseline,Electricity,"Parameter b, max",100
World ,Oil,pathway,Electricity,"Parameter b, max",30
World ,Oil,baseline,Heat,"Parameter b, max",-100
World ,Oil,pathway,Heat,"Parameter b, max",50
World ,Oil,baseline,Transport,"Parameter b, max",-100
World ,Oil,pathway,Transport,"Parameter b, max",37
CSAM ,Oil,baseline,Electricity,"Parameter b, max",100
CSAM ,Oil,pathway,Electricity,"Parameter b, max",30
CSAM ,Oil,baseline,Heat,"Parameter b, max",-100
CSAM ,Oil,pathway,Heat,"Parameter b, max",50
CSAM ,Oil,baseline,Transport,"Parameter b, max",-100
CSAM ,Oil,pathway,Transport,"Parameter b, max",37
BRAZIL ,Oil,baseline,Electricity,"Parameter b, max",100
BRAZIL ,Oil,pathway,Electricity,"Parameter b, max",30
BRAZIL ,Oil,baseline,Heat,"Parameter b, max",-100
BRAZIL ,Oil,pathway,Heat,"Parameter b, max",50
BRAZIL ,Oil,baseline,Transport,"Parameter b, max",-100
BRAZIL ,Oil,pathway,Transport,"Parameter b, max",37
AFRICA ,Oil,baseline,Electricity,"Parameter b, max",100
AFRICA ,Oil,pathway,Electricity,"Parameter b, max",30
AFRICA ,Oil,baseline,Heat,"Parameter b, max",-100
AFRICA ,Oil,pathway,Heat,"Parameter b, max",50
AFRICA ,Oil,baseline,Transport,"Parameter b, max",-100
AFRICA ,Oil,pathway,Transport,"Parameter b, max",37
ME ,Oil,baseline,Electricity,"Parameter b, max",100
ME ,Oil,pathway,Electricity,"Parameter b, max",30
ME ,Oil,baseline,Heat,"Parameter b, max",-100
ME ,Oil,pathway,Heat,"Parameter b, max",50
ME ,Oil,baseline,Transport,"Parameter b, max",-100
ME ,Oil,pathway,Transport,"Parameter b, max",37
EURASIA ,Oil,baseline,Electricity,"Parameter b, max",100
EURASIA ,Oil,pathway,Electricity,"Parameter b, max",30
EURASIA ,Oil,baseline,Heat,"Parameter b, max",-100
EURASIA ,Oil,pathway,Heat,"Parameter b, max",50
EURASIA ,Oil,baseline,Transport,"Parameter b, max",-100
EURASIA ,Oil,pathway,Transport,"Parameter b, max",37
RUS ,Oil,baseline,Electricity,"Parameter b, max",100
RUS ,Oil,pathway,Electricity,"Parameter b, max",30
RUS ,Oil,baseline,Heat,"Parameter b, max",-100
RUS ,Oil,pathway,Heat,"Parameter b, max",50
RUS ,Oil,baseline,Transport,"Parameter b, max",-100
RUS ,Oil,pathway,Transport,"Parameter b, max",37
ASIAPAC ,Oil,baseline,Electricity,"Parameter b, max",100
ASIAPAC ,Oil,pathway,Electricity,"Parameter b, max",30
ASIAPAC ,Oil,baseline,Heat,"Parameter b, max",-100
ASIAPAC ,Oil,pathway,Heat,"Parameter b, max",50
ASIAPAC ,Oil,baseline,Transport,"Parameter b, max",-100
ASIAPAC ,Oil,pathway,Transport,"Parameter b, max",37
CHINA ,Oil,baseline,Electricity,"Parameter b, max",100
CHINA ,Oil,pathway,Electricity,"Parameter b, max",30
CHINA ,Oil,baseline,Heat,"Parameter b, max",-100
CHINA ,Oil,pathway,Heat,"Parameter b, max",50
CHINA ,Oil,baseline,Transport,"Parameter b, max",-100
CHINA ,Oil,pathway,Transport,"Parameter b, max",37
INDIA ,Oil,baseline,Electricity,"Parameter b, max",100
INDIA ,Oil,pathway,Electricity,"Parameter b, max",30
INDIA ,Oil,baseline,Heat,"Parameter b, max",-100
INDIA ,Oil,pathway,Heat,"Parameter b, max",50
INDIA ,Oil,baseline,Transport,"Parameter b, max",-100
INDIA ,Oil,pathway,Transport,"Parameter b, max",37
ASEAN ,Oil,baseline,Electricity,"Parameter b, max",100
ASEAN ,Oil,pathway,Electricity,"Parameter b, max",30
ASEAN ,Oil,baseline,Heat,"Parameter b, max",-100
ASEAN ,Oil,pathway,Heat,"Parameter b, max",50
ASEAN ,Oil,baseline,Transport,"Parameter b, max",-100
ASEAN ,Oil,pathway,Transport,"Parameter b, max",37
DevelopingECO ,Oil,baseline,Electricity,"Parameter b, max",100
DevelopingECO ,Oil,pathway,Electricity,"Parameter b, max",30
DevelopingECO ,Oil,baseline,Heat,"Parameter b, max",-100
DevelopingECO ,Oil,pathway,Heat,"Parameter b, max",50
DevelopingECO ,Oil,baseline,Transport,"Parameter b, max",-100
DevelopingECO ,Oil,pathway,Transport,"Parameter b, max",37
 OECD ,Oil,baseline,Electricity,"Parameter b, min",100
 OECD ,Oil,pathway,Electricity,"Parameter b, min",30
 OECD ,Oil,baseline,Heat,"Parameter b, min",-100
 OECD ,Oil,pathway,Heat,"Parameter b, min",10
 OECD ,Oil,baseline,Transport,"Parameter b, min",-100
 OECD ,Oil,pathway,Transport,"Parameter b, min",23
NAM ,Oil,baseline,Electricity,"Parameter b, min",100
NAM ,Oil,pathway,Electricity,"Parameter b, min",30
NAM ,Oil,baseline,Heat,"Parameter b, min",-100
NAM ,Oil,pathway,Heat,"Parameter b, min",10
NAM ,Oil,baseline,Transport,"Parameter b, min",-100
NAM ,Oil,pathway,Transport,"Parameter b, min",23
US ,Oil,baseline,Electricity,"Parameter b, min",100
US ,Oil,pathway,Electricity,"Parameter b, min",30
US ,Oil,baseline,Heat,"Parameter b, min",-100
US ,Oil,pathway,Heat,"Parameter b, min",10
US ,Oil,baseline,Transport,"Parameter b, min",-100
US ,Oil,pathway,Transport,"Parameter b, min",23
EUR ,Oil,baseline,Electricity,"Parameter b, min",100
EUR ,Oil,pathway,Electricity,"Parameter b, min",30
EUR ,Oil,baseline,Heat,"Parameter b, min",-100
EUR ,Oil,pathway,Heat,"Parameter b, min",10
EUR ,Oil,baseline,Transport,"Parameter b, min",-100
EUR ,Oil,pathway,Transport,"Parameter b, min",23
EU ,Oil,baseline,Electricity,"Parameter b, min",100
EU ,Oil,pathway,Electricity,"Parameter b, min",30
EU ,Oil,baseline,Heat,"Parameter b, min",-100
EU ,Oil,pathway,Heat,"Parameter b, min",10
EU ,Oil,baseline,Transport,"Parameter b, min",-100
EU ,Oil,pathway,Transport,"Parameter b, min",23
SAFR ,Oil,baseline,Electricity,"Parameter b, min",100
SAFR ,Oil,pathway,Electricity,"Parameter b, min",30
SAFR ,Oil,baseline,Heat,"Parameter b, min",-100
SAFR ,Oil,pathway,Heat,"Parameter b, min",10
SAFR ,Oil,baseline,Transport,"Parameter b, min",-100
SAFR ,Oil,pathway,Transport,"Parameter b, min",23
JPN ,Oil,baseline,Electricity,"Parameter b, min",100
JPN ,Oil,pathway,Electricity,"Parameter b, min",30
JPN ,Oil,baseline,Heat,"Parameter b, min",-100
JPN ,Oil,pathway,Heat,"Parameter b, min",10
JPN ,Oil,baseline,Transport,"Parameter b, min",-100
JPN ,Oil,pathway,Transport,"Parameter b, min",23
AdvancedECO ,Oil,baseline,Electricity,"Parameter b, min",100
AdvancedECO ,Oil,pathway,Electricity,"Parameter b, min",30
AdvancedECO ,Oil,baseline,Heat,"Parameter b, min",-100
AdvancedECO ,Oil,pathway,Heat,"Parameter b, min",10
AdvancedECO ,Oil,baseline,Transport,"Parameter b, min",-100
AdvancedECO ,Oil,pathway,Transport,"Parameter b, min",23
NonOECD ,Oil,baseline,Electricity,"Parameter b, min",100
NonOECD ,Oil,pathway,Electricity,"Parameter b, min",30
NonOECD ,Oil,baseline,Heat,"Parameter b, min",-100
NonOECD ,Oil,pathway,Heat,"Parameter b, min",10
NonOECD ,Oil,baseline,Transport,"Parameter b, min",-100
NonOECD ,Oil,pathway,Transport,"Parameter b, min",37
World ,Oil,baseline,Electricity,"Parameter b, min",100
World ,Oil,pathway,Electricity,"Parameter b, min",30
World ,Oil,baseline,Heat,"Parameter b, min",-100
World ,Oil,pathway,Heat,"Parameter b, min",10
World ,Oil,baseline,Transport,"Parameter b, min",-100
World ,Oil,pathway,Transport,"Parameter b, min",37
CSAM ,Oil,baseline,Electricity,"Parameter b, min",100
CSAM ,Oil,pathway,Electricity,"Parameter b, min",30
CSAM ,Oil,baseline,Heat,"Parameter b, min",-100
CSAM ,Oil,pathway,Heat,"Parameter b, min",10
CSAM ,Oil,baseline,Transport,"Parameter b, min",-100
CSAM ,Oil,pathway,Transport,"Parameter b, min",37
BRAZIL ,Oil,baseline,Electricity,"Parameter b, min",100
BRAZIL ,Oil,pathway,Electricity,"Parameter b, min",30
BRAZIL ,Oil,baseline,Heat,"Parameter b, min",-100
BRAZIL ,Oil,pathway,Heat,"Parameter b, min",10
BRAZIL ,Oil,baseline,Transport,"Parameter b, min",-100
BRAZIL ,Oil,pathway,Transport,"Parameter b, min",37
AFRICA ,Oil,baseline,Electricity,"Parameter b, min",100
AFRICA ,Oil,pathway,Electricity,"Parameter b, min",30
AFRICA ,Oil,baseline,Heat,"Parameter b, min",-100
AFRICA ,Oil,pathway,Heat,"Parameter b, min",10
AFRICA ,Oil,baseline,Transport,"Parameter b, min",-100
AFRICA ,Oil,pathway,Transport,"Parameter b, min",37
ME ,Oil,baseline,Electricity,"Parameter b, min",100
ME ,Oil,pathway,Electricity,"Parameter b, min",30
ME ,Oil,baseline,Heat,"Parameter b, min",-100
ME ,Oil,pathway,Heat,"Parameter b, min",10
ME ,Oil,baseline,Transport,"Parameter b, min",-100
ME ,Oil,pathway,Transport,"Parameter b, min",37
EURASIA ,Oil,baseline,Electricity,"Parameter b, min",100
EURASIA ,Oil,pathway,Electricity,"Parameter b, min",30
EURASIA ,Oil,baseline,Heat,"Parameter b, min",-100
EURASIA ,Oil,pathway,Heat,"Parameter b, min",10
EURASIA ,Oil,baseline,Transport,"Parameter b, min",-100
EURASIA ,Oil,pathway,Transport,"Parameter b, min",37
RUS ,Oil,baseline,Electricity,"Parameter b, min",100
RUS ,Oil,pathway,Electricity,"Parameter b, min",30
RUS ,Oil,baseline,Heat,"Parameter b, min",-100
RUS ,Oil,pathway,Heat,"Parameter b, min",10
RUS ,Oil,baseline,Transport,"Parameter b, min",-100
RUS ,Oil,pathway,Transport,"Parameter b, min",37
ASIAPAC ,Oil,baseline,Electricity,"Parameter b, min",100
ASIAPAC ,Oil,pathway,Electricity,"Parameter b, min",30
ASIAPAC ,Oil,baseline,Heat,"Parameter b, min",-100
ASIAPAC ,Oil,pathway,Heat,"Parameter b, min",10
ASIAPAC ,Oil,baseline,Transport,"Parameter b, min",-100
ASIAPAC ,Oil,pathway,Transport,"Parameter b, min",37
CHINA ,Oil,baseline,Electricity,"Parameter b, min",100
CHINA ,Oil,pathway,Electricity,"Parameter b, min",30
CHINA ,Oil,baseline,Heat,"Parameter b, min",-100
CHINA ,Oil,pathway,Heat,"Parameter b, min",10
CHINA ,Oil,baseline,Transport,"Parameter b, min",-100
CHINA ,Oil,pathway,Transport,"Parameter b, min",37
INDIA ,Oil,baseline,Electricity,"Parameter b, min",100
INDIA ,Oil,pathway,Electricity,"Parameter b, min",30
INDIA ,Oil,baseline,Heat,"Parameter b, min",-100
INDIA ,Oil,pathway,Heat,"Parameter b, min",10
INDIA ,Oil,baseline,Transport,"Parameter b, min",-100
INDIA ,Oil,pathway,Transport,"Parameter b, min",37
ASEAN ,Oil,baseline,Electricity,"Parameter b, min",100
ASEAN ,Oil,pathway,Electricity,"Parameter b, min",30
ASEAN ,Oil,baseline,Heat,"Parameter b, min",-100
ASEAN ,Oil,pathway,Heat,"Parameter b, min",10
ASEAN ,Oil,baseline,Transport,"Parameter b, min",-100
ASEAN ,Oil,pathway,Transport,"Parameter b, min",37
DevelopingECO ,Oil,baseline,Electricity,"Parameter b, min",100
DevelopingECO ,Oil,pathway,Electricity,"Parameter b, min",30
DevelopingECO ,Oil,baseline,Heat,"Parameter b, min",-100
DevelopingECO ,Oil,pathway,Heat,"Parameter b, min",10
DevelopingECO ,Oil,baseline,Transport,"Parameter b, min",-100
DevelopingECO ,Oil,pathway,Transport,"Parameter b, min",37
 OECD ,Oil,baseline,Electricity,Saturation Point,0
 OECD ,Oil,pathway,Electricity,Saturation Point,100
 OECD ,Oil,baseline,Heat,Saturation Point,3.7
 OECD ,Oil,pathway,Heat,Saturation Point,0.56
 OECD ,Oil,baseline,Transport,Saturation Point,92.6
 OECD ,Oil,pathway,Transport,Saturation Point,95
NAM ,Oil,baseline,Electricity,Saturation Point,0
NAM ,Oil,pathway,Electricity,Saturation Point,100
NAM ,Oil,baseline,Heat,Saturation Point,3.7
NAM ,Oil,pathway,Heat,Saturation Point,5.5
NAM ,Oil,baseline,Transport,Saturation Point,92.6
NAM ,Oil,pathway,Transport,Saturation Point,95
US ,Oil,baseline,Electricity,Saturation Point,0
US ,Oil,pathway,Electricity,Saturation Point,100
US ,Oil,baseline,Heat,Saturation Point,3.7
US ,Oil,pathway,Heat,Saturation Point,3.7
US ,Oil,baseline,Transport,Saturation Point,92.6
US ,Oil,pathway,Transport,Saturation Point,95
EUR ,Oil,baseline,Electricity,Saturation Point,0
EUR ,Oil,pathway,Electricity,Saturation Point,100
EUR ,Oil,baseline,Heat,Saturation Point,3.7
EUR ,Oil,pathway,Heat,Saturation Point,3.2
EUR ,Oil,baseline,Transport,Saturation Point,92.6
EUR ,Oil,pathway,Transport,Saturation Point,95
EU ,Oil,baseline,Electricity,Saturation Point,0
EU ,Oil,pathway,Electricity,Saturation Point,100
EU ,Oil,baseline,Heat,Saturation Point,3.7
EU ,Oil,pathway,Heat,Saturation Point,3.5
EU ,Oil,baseline,Transport,Saturation Point,92.6
EU ,Oil,pathway,Transport,Saturation Point,95
SAFR ,Oil,baseline,Electricity,Saturation Point,0
SAFR ,Oil,pathway,Electricity,Saturation Point,100
SAFR ,Oil,baseline,Heat,Saturation Point,3.7
SAFR ,Oil,pathway,Heat,Saturation Point,0.56
SAFR ,Oil,baseline,Transport,Saturation Point,92.6
SAFR ,Oil,pathway,Transport,Saturation Point,95
JPN ,Oil,baseline,Electricity,Saturation Point,0
JPN ,Oil,pathway,Electricity,Saturation Point,100
JPN ,Oil,baseline,Heat,Saturation Point,3.7
JPN ,Oil,pathway,Heat,Saturation Point,0.56
JPN ,Oil,baseline,Transport,Saturation Point,92.6
JPN ,Oil,pathway,Transport,Saturation Point,95
AdvancedECO ,Oil,baseline,Electricity,Saturation Point,0
AdvancedECO ,Oil,pathway,Electricity,Saturation Point,100
AdvancedECO ,Oil,baseline,Heat,Saturation Point,3.7
AdvancedECO ,Oil,pathway,Heat,Saturation Point,0.56
AdvancedECO ,Oil,baseline,Transport,Saturation Point,92.6
AdvancedECO ,Oil,pathway,Transport,Saturation Point,95
NonOECD ,Oil,baseline,Electricity,Saturation Point,0
NonOECD ,Oil,pathway,Electricity,Saturation Point,100
NonOECD ,Oil,baseline,Heat,Saturation Point,3.7
NonOECD ,Oil,pathway,Heat,Saturation Point,1
NonOECD ,Oil,baseline,Transport,Saturation Point,89.7
NonOECD ,Oil,pathway,Transport,Saturation Point,95
World ,Oil,baseline,Electricity,Saturation Point,0
World ,Oil,pathway,Electricity,Saturation Point,100
World ,Oil,baseline,Heat,Saturation Point,3.7
World ,Oil,pathway,Heat,Saturation Point,3.7
World ,Oil,baseline,Transport,Saturation Point,89.7
World ,Oil,pathway,Transport,Saturation Point,95
CSAM ,Oil,baseline,Electricity,Saturation Point,0
CSAM ,Oil,pathway,Electricity,Saturation Point,100
CSAM ,Oil,baseline,Heat,Saturation Point,3.7
CSAM ,Oil,pathway,Heat,Saturation Point,1
CSAM ,Oil,baseline,Transport,Saturation Point,89.7
CSAM ,Oil,pathway,Transport,Saturation Point,95
BRAZIL ,Oil,baseline,Electricity,Saturation Point,0
BRAZIL ,Oil,pathway,Electricity,Saturation Point,100
BRAZIL ,Oil,baseline,Heat,Saturation Point,3.7
BRAZIL ,Oil,pathway,Heat,Saturation Point,1
BRAZIL ,Oil,baseline,Transport,Saturation Point,89.7
BRAZIL ,Oil,pathway,Transport,Saturation Point,95
AFRICA ,Oil,baseline,Electricity,Saturation Point,0
AFRICA ,Oil,pathway,Electricity,Saturation Point,100
AFRICA ,Oil,baseline,Heat,Saturation Point,3.7
AFRICA ,Oil,pathway,Heat,Saturation Point,1
AFRICA ,Oil,baseline,Transport,Saturation Point,89.7
AFRICA ,Oil,pathway,Transport,Saturation Point,95
ME ,Oil,baseline,Electricity,Saturation Point,0
ME ,Oil,pathway,Electricity,Saturation Point,100
ME ,Oil,baseline,Heat,Saturation Point,3.7
ME ,Oil,pathway,Heat,Saturation Point,3.5
ME ,Oil,baseline,Transport,Saturation Point,89.7
ME ,Oil,pathway,Transport,Saturation Point,95
EURASIA ,Oil,baseline,Electricity,Saturation Point,0
EURASIA ,Oil,pathway,Electricity,Saturation Point,100
EURASIA ,Oil,baseline,Heat,Saturation Point,3.7
EURASIA ,Oil,pathway,Heat,Saturation Point,1
EURASIA ,Oil,baseline,Transport,Saturation Point,89.7
EURASIA ,Oil,pathway,Transport,Saturation Point,95
RUS ,Oil,baseline,Electricity,Saturation Point,0
RUS ,Oil,pathway,Electricity,Saturation Point,100
RUS ,Oil,baseline,Heat,Saturation Point,3.7
RUS ,Oil,pathway,Heat,Saturation Point,3.7
RUS ,Oil,baseline,Transport,Saturation Point,89.7
RUS ,Oil,pathway,Transport,Saturation Point,95
ASIAPAC ,Oil,baseline,Electricity,Saturation Point,0
ASIAPAC ,Oil,pathway,Electricity,Saturation Point,100
ASIAPAC ,Oil,baseline,Heat,Saturation Point,3.7
ASIAPAC ,Oil,pathway,Heat,Saturation Point,4.1
ASIAPAC ,Oil,baseline,Transport,Saturation Point,89.7
ASIAPAC ,Oil,pathway,Transport,Saturation Point,95
CHINA ,Oil,baseline,Electricity,Saturation Point,0
CHINA ,Oil,pathway,Electricity,Saturation Point,100
CHINA ,Oil,baseline,Heat,Saturation Point,3.7
CHINA ,Oil,pathway,Heat,Saturation Point,1
CHINA ,Oil,baseline,Transport,Saturation Point,89.7
CHINA ,Oil,pathway,Transport,Saturation Point,95
INDIA ,Oil,baseline,Electricity,Saturation Point,0
INDIA ,Oil,pathway,Electricity,Saturation Point,100
INDIA ,Oil,baseline,Heat,Saturation Point,3.7
INDIA ,Oil,pathway,Heat,Saturation Point,1
INDIA ,Oil,baseline,Transport,Saturation Point,89.7
INDIA ,Oil,pathway,Transport,Saturation Point,95
ASEAN ,Oil,baseline,Electricity,Saturation Point,0
ASEAN ,Oil,pathway,Electricity,Saturation Point,100
ASEAN ,Oil,baseline,Heat,Saturation Point,3.7
ASEAN ,Oil,pathway,Heat,Saturation Point,1
ASEAN ,Oil,baseline,Transport,Saturation Point,89.7
ASEAN ,Oil,pathway,Transport,Saturation Point,95
DevelopingECO ,Oil,baseline,Electricity,Saturation Point,0
DevelopingECO ,Oil,pathway,Electricity,Saturation Point,100
DevelopingECO ,Oil,baseline,Heat,Saturation Point,3.7
DevelopingECO ,Oil,pathway,Heat,Saturation Point,1
DevelopingECO ,Oil,baseline,Transport,Saturation Point,89.7
DevelopingECO ,Oil,pathway,Transport,Saturation Point,95
 OECD ,Optimal Intensity,pathway,AFOLU,Floor,0
 OECD ,Optimal Intensity,baseline,AFOLU,Floor,0
NAM ,Optimal Intensity,pathway,AFOLU,Floor,0
NAM ,Optimal Intensity,baseline,AFOLU,Floor,0
US ,Optimal Intensity,pathway,AFOLU,Floor,0
US ,Optimal Intensity,baseline,AFOLU,Floor,0
EUR ,Optimal Intensity,pathway,AFOLU,Floor,0
EUR ,Optimal Intensity,baseline,AFOLU,Floor,0
EU ,Optimal Intensity,pathway,AFOLU,Floor,0
EU ,Optimal Intensity,baseline,AFOLU,Floor,0
SAFR ,Optimal Intensity,pathway,AFOLU,Floor,0
SAFR ,Optimal Intensity,baseline,AFOLU,Floor,0
JPN ,Optimal Intensity,pathway,AFOLU,Floor,0
JPN ,Optimal Intensity,baseline,AFOLU,Floor,0
AdvancedECO ,Optimal Intensity,pathway,AFOLU,Floor,0
AdvancedECO ,Optimal Intensity,baseline,AFOLU,Floor,0
NonOECD ,Optimal Intensity,pathway,AFOLU,Floor,0
NonOECD ,Optimal Intensity,baseline,AFOLU,Floor,0
World ,Optimal Intensity,pathway,AFOLU,Floor,0
World ,Optimal Intensity,baseline,AFOLU,Floor,0
CSAM ,Optimal Intensity,pathway,AFOLU,Floor,0
CSAM ,Optimal Intensity,baseline,AFOLU,Floor,0
BRAZIL ,Optimal Intensity,pathway,AFOLU,Floor,0
BRAZIL ,Optimal Intensity,baseline,AFOLU,Floor,0
AFRICA ,Optimal Intensity,pathway,AFOLU,Floor,0
AFRICA ,Optimal Intensity,baseline,AFOLU,Floor,0
ME ,Optimal Intensity,pathway,AFOLU,Floor,0
ME ,Optimal Intensity,baseline,AFOLU,Floor,0
EURASIA ,Optimal Intensity,pathway,AFOLU,Floor,0
EURASIA ,Optimal Intensity,baseline,AFOLU,Floor,0
RUS ,Optimal Intensity,pathway,AFOLU,Floor,0
RUS ,Optimal Intensity,baseline,AFOLU,Floor,0
ASIAPAC ,Optimal Intensity,pathway,AFOLU,Floor,0
ASIAPAC ,Optimal Intensity,baseline,AFOLU,Floor,0
CHINA ,Optimal Intensity,pathway,AFOLU,Floor,0
