IEA Region,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IEA Total,Natural gas,Industry (ktoe),221015.7995,229831.814,250505.9761,250028.6543,219127.1927,226673.6458,230853.4822,230090.2194,239479.6215,251033.5553,251131.4273,218642.6271,215858.0829,232102.5365,226369.1316,215443.7448,230432.0293,242973.3664,235120.0773,226041.1665,219848.5329,220011.558,225874.8009,229899.2436,239164.4013,247148.3535,259522.6569,260117.1351,257865.9198,284724.3942,267162.0442,260098.9816,257904.4339,258748.5672,245476.6541,244294.7897,249871.4579,245390.7682,218071.948,247874.2588,251444.0656,259081.6392,260935.129,262502.6508,259405.3225,264400.9295,269775.2796,279595.1121,..
IEA Total,Natural gas,Transport (ktoe),17476.1823,17971.6466,17003.5684,15723.1728,13769.5614,13000.4729,12651.9346,12658.5339,16200.5373,16961.8014,17243.3148,16010.6191,13157.9751,14501.0747,14412.7472,13727.859,14923.7532,17692.6699,18247.5279,18701.6113,17778.195,18531.6417,19591.1133,21239.3675,22096.4018,22615.1999,23687.3073,21088.2204,21367.5258,20985.2067,21100.2851,22291.7518,21055.2458,20552.0121,21840.1864,21704.1812,22357.2951,22908.0256,21110.1235,22944.6146,23594.1872,24515.4222,27854.8703,25486.8771,24974.9627,26084.536,26506.6741,30759.8914,..
IEA Total,Natural gas,Residential (ktoe),136754.8152,145653.0096,144148.9897,147340.5415,155910.5762,164477.3645,161754.2347,169811.8658,176308.9422,173893.4009,170194.5185,172858.5555,168593.8521,187452.2139,191455.4816,191183.3405,194392.906,199949.527,206347.8719,199090.1575,215107.0619,219174.6312,231438.0426,228109.6598,235363.6789,260217.4401,247112.2183,237688.9157,245779.1429,257852.4156,257937.3411,262380.2467,273754.2298,268671.9946,269251.4122,255599.4941,258575.9174,265966.8553,260051.8777,271363.2713,254634.7704,247792.2947,268549.7325,253936.5506,250249.3049,249629.3497,252603.5033,266859.9722,..
IEA Total,Natural gas,Commercial and public services (ktoe),65590.7137,69664.0585,69969.0242,70615.6707,70379.1702,75678.6757,73181.8786,76382.8675,82012.0808,77989.4023,76793.7876,80470.185,77283.7058,84710.1676,84814.123,82455.9974,84445.1203,93443.1214,95671.2596,98056.3957,104975.2579,106506.8036,110158.4121,112947.4278,119693.8337,127432.0714,127723.0557,124427.9377,126202.4869,126869.5965,125283.1355,126868.8544,134819.3917,136342.9963,135363.4241,135154.4437,137501.4009,144317.6494,141682.2598,143113.2513,139467.7645,134927.5664,148164.5905,146607.1307,145076.9442,145368.6852,147571.1173,158397.5109,..
IEA Total,Natural gas,Other final consumption (ktoe),9680.2664,13378.3962,16907.2871,19504.3207,24221.4315,28648.6886,30341.7668,35910.5114,38379.3423,38784.2219,39764.1228,37353.9768,40632.3303,29869.8837,31007.889,31563.2418,33225.3657,30568.336,31871.1949,44737.5189,44481.7344,43150.6496,43102.0937,42871.6914,44491.2453,47115.7929,48344.8157,47464.983,46384.4816,49535.3288,46079.283,46359.6849,41148.7504,40653.8729,38014.7978,37126.305,37617.5362,37302.0878,36126.6341,38195.0502,38914.4008,40137.7884,40763.4081,41503.8891,41988.1237,45638.4395,51431.9898,52393.5363,..
IEA Total,Nuclear,Production (ktoe),27018.161,37009.3021,49209.9694,63291.7873,87559.5487,100552.0705,125091.224,146714.1776,150562.6146,162221.3298,191036.0678,205263.5903,230972.8996,276364.809,328813.0161,359620.4456,386323.4823,417802.3116,432223.082,449926.7445,473695.6392,479994.3136,497500.715,514532.8719,534314.9527,548596.5064,541644.7143,556287.2877,575523.3389,584833.614,592656.0044,593122.0366,579411.109,604242.0111,611319.4348,613891.8107,592269.8945,592749.307,582840.472,594910.2603,542276.1862,507181.8955,510045.1429,514425.8037,512188.9108,510817.3775,507984.1786,514303.3457,516236.6714
IEA Total,Nuclear,Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEA Total,Nuclear,Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEA Total,Nuclear,Total energy supply (ktoe),27018.161,37009.3021,49209.9694,63291.7873,87559.5487,100552.0705,125091.224,146714.1776,150562.6146,162221.3298,191036.0678,205263.5903,230972.8996,276364.809,328813.0161,359620.4456,386323.4823,417802.3116,432223.082,449926.7445,473695.6392,479994.3136,497500.715,514532.8719,534314.9527,548596.5064,541644.7143,556287.2877,575523.3389,584833.614,592656.0044,593122.0366,579411.109,604242.0111,611319.4348,613891.8107,592269.8945,592749.307,582840.472,594910.2603,542276.1862,507181.8955,510045.1429,514425.8037,512188.9108,510817.3775,507984.1786,514303.3457,516236.6714
IEA Total,Nuclear,"Electricity, CHP and heat plants (ktoe)",-27018.161,-37009.3021,-49209.9694,-63291.7872,-87559.5487,-100552.0704,-125091.224,-146714.1776,-150562.6146,-162221.3297,-191036.068,-205263.5902,-230972.8996,-276364.809,-328813.0161,-359620.4455,-386323.4823,-417802.3115,-432223.0821,-449926.7445,-473695.6394,-479994.3137,-497500.715,-514532.8719,-534314.9527,-548596.5063,-541644.7143,-556287.2876,-575523.3389,-584833.6139,-592656.0043,-593122.0367,-579411.1089,-604242.0111,-611319.4348,-613891.8107,-592269.8943,-592749.3069,-582840.472,-594910.2603,-542276.1862,-507181.8956,-510045.143,-514425.8038,-512188.9106,-510817.3774,-507984.1786,-514303.3458,..
IEA Total,Nuclear,"Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Nuclear,Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Nuclear,Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Nuclear,Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Nuclear,Commercial and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Nuclear,Other final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Renewables and waste,Production (ktoe),160611.2926,167460.0602,170009.5965,180162.2143,178747.6687,181525.0647,185644.6165,198417.8368,208389.9017,211442.5286,214996.4893,222385.7985,234453.6308,245535.3733,247893.3936,251873.0198,260097.9223,261958.4214,264996.3313,272988.2171,281189.5507,290315.4918,294712.1139,293522.3926,305417.1841,314451.8415,314773.9684,315520.2455,318544.7977,325314.984,308564.0277,314740.3331,326506.3278,338571.4996,352387.4614,363503.6112,377455.1712,393914.0648,399378.1,428771.8176,441202.0336,463700.2599,488032.9347,498108.2161,508501.636,521501.225,541263.8457,562493.61,575692.028
IEA Total,Renewables and waste,Imports (ktoe),28.2077,27.1807,32.1487,254.5143,214.1731,177.0087,188.7122,131.7952,131.198,138.0529,95.3712,115.1955,155.6558,192.6054,210.1366,320.4356,313.7479,206.2196,202.3263,279.7896,359.71,360.06,459.6476,530.9899,565.4948,596.3031,692.0752,784.9433,861.2844,1049.9399,1251.7718,1592.7684,2325.8813,3296.4062,4738.9594,7529.4014,8437.2783,10771.3324,10729.3915,13561.473,16085.5278,17697.7661,20007.3626,20870.5267,21227.8918,23513.649,24104.4832,26120.9445,29292.3113
IEA Total,Renewables and waste,Exports (ktoe),-11.6556,-7.0937,-13.1604,-33.8206,-15.8833,-10.963,-16.0744,-24.84,-80.0373,-87.5132,-77.0995,-76.9084,-76.7172,-96.5893,-101.0079,-25.7236,-35.4686,-31.4083,-30.6678,-109.3198,-89.5672,-95.2041,-97.3536,-173.1873,-157.8007,-176.8032,-258.9925,-251.0692,-306.9626,-381.9496,-575.364,-708.7036,-1265.141,-1743.2243,-1882.277,-2591.2109,-3906.1211,-5703.5845,-4625.4172,-6319.5086,-8875.9164,-9187.1548,-10672.0803,-12701.6594,-12226.2059,-14094.1351,-15518.2223,-17577.6402,-17872.1753
IEA Total,Renewables and waste,Total energy supply (ktoe),160577.8303,167492.83,170086.266,180462.2047,178964.9946,181745.0178,185834.4991,198565.3958,208494.8506,211469.0884,214948.5051,222505.5319,234611.4839,245885.5693,248162.7879,252280.0133,260563.9584,262098.7195,265337.9764,273364.7631,281713.8255,290657.452,295120.2238,293929.964,305849.4785,314875.2317,315164.9831,316044.8365,319034.9184,326089.248,309236.3766,315534.2817,327603.3745,340191.7536,355268.9749,368174.1314,381684.6192,398485.1282,405130.0922,435992.229,448130.7502,471958.9878,497149.7711,505890.8542,516932.1779,530548.9159,550068.6511,570697.2512,586932.5853
IEA Total,Renewables and waste,"Electricity, CHP and heat plants (ktoe)",-81658.7034,-86113.7575,-86944.2959,-96604.1509,-97771.5536,-94870.483,-95830.9164,-101865.2193,-107368.8116,-108127.7777,-110768.8215,-114903.3773,-120697.9938,-124093.7954,-125857.3991,-127903.9513,-128527.5106,-130249.9336,-164629.5357,-176645.434,-181168.5563,-185048.548,-192015.8184,-190766.5684,-196408.5123,-204603.9984,-204860.4669,-201966.3593,-182933.7809,-187140.128,-180851.1802,-187215.2773,-188771.4797,-196273.1637,-202585.6315,-205489.2974,-209586.7849,-219068.4989,-224266.1592,-241060.1469,-254995.1445,-269944.5322,-284672.1638,-296138.7698,-306857.4409,-320087.6291,-335473.8638,-347155.4398,..
IEA Total,Renewables and waste,"Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Renewables and waste,Total final consumption (ktoe),78856.5256,81306.2963,83058.3263,83754.4666,81089.2808,86781.7423,89845.9207,96538.3586,101019.4896,103228.4322,104037.8332,107453.3774,113767.6748,121637.0736,122155.3933,124017.7463,131664.2781,131525.222,100073.8751,96666.4853,100622.9459,105659.5105,103176.6788,103184.4891,109403.6157,109806.283,110299.086,114020.3291,135772.421,138932.2671,128555.0051,128224.1918,138464.2155,143413.0002,152195.9742,162126.729,171516.5303,178684.7687,180065.1126,192065.368,191711.261,200506.2088,210725.0741,208143.7942,208482.5108,208799.4838,212377.6984,221218.2043,..
IEA Total,Renewables and waste,Industry (ktoe),38150.4728,39976.402,42027.9928,42656.42,38913.5617,42951.8965,44511.4647,48658.4504,49210.3516,49086.7966,48771.4247,50860.4902,55561.1926,65065.4675,63848.6433,65474.133,71817.3306,72503.7019,34410.361,35958.2224,35270.6916,37370.9389,35880.0715,37236.6001,41912.4921,41240.1543,44548.8849,46266.9131,67689.5543,69403.3301,61321.3246,59676.4318,62189.4958,66426.1332,69160.1417,74128.142,73436.719,69645.4224,65982.8364,67217.4524,68579.9194,67618.6047,70618.2139,71143.9163,72412.5133,72422.1209,74102.4239,79268.9863,..
IEA Total,Renewables and waste,Transport (ktoe),2.3885,2.5079,2.5079,2.3885,2.3885,2.1018,2.1018,2.1018,2.1018,2.1974,2.1018,1.9108,1.9108,1.6958,1.5047,1.5287,1.5764,1.4331,1.5764,5.7471,6.4066,22.0837,2257.5649,2608.7899,2866.0267,2218.7812,2840.2093,3175.8922,3343.8297,4033.2374,4326.3528,5270.2126,7078.2318,8983.6459,11493.106,16968.7791,22836.0686,30347.0475,34922.6382,38249.5011,41403.7288,47907.1949,50233.5088,51516.7571,51525.4867,54222.7128,56358.5672,57595.5419,..
IEA Total,Renewables and waste,Residential (ktoe),26170.0346,26697.1435,27270.0392,26904.3423,27427.5341,27654.3901,27689.4289,28090.4269,29175.2174,28965.1284,29629.7888,30149.7325,31065.7545,32306.941,33467.6608,32258.1686,32419.6044,31877.2571,34678.2027,43261.3726,44853.1607,44677.3833,60696.1603,58951.0387,60017.4349,61033.5417,57558.873,59229.7554,58209.4928,58411.7521,56919.667,56113.9862,60091.7389,58237.8375,61909.5873,60855.5386,64366.6239,67533.1775,67468.937,72120.9563,67183.1615,70071.2465,74376.672,69228.1942,67547.5899,65933.5892,65119.8373,67060.6043,..
IEA Total,Renewables and waste,Commercial and public services (ktoe),811.073,1037.0211,811.049,911.5315,812.2193,846.6131,885.4256,860.3229,858.7943,1075.6663,1116.6762,1127.0423,1152.2164,1173.7125,1240.7327,177.5342,170.6314,151.6432,133.6342,827.685,919.8402,901.4265,2244.4422,2323.6926,2491.6591,2665.2523,2641.5817,2718.3401,3182.6386,3599.5757,3371.3296,4612.1617,6380.1123,7000.5628,6746.2207,7087.4029,7509.0818,7819.6875,8217.7623,9935.8269,9849.2543,10012.1012,10503.2808,11174.1112,11736.2161,10844.4606,11313.4463,11519.1188,..
IEA Total,Renewables and waste,Other final consumption (ktoe),13722.5567,13593.2215,12946.7374,13279.7841,13933.5769,15326.7411,16757.4997,18927.0565,21773.0246,24098.6434,24517.8417,25314.2019,25986.6008,23089.2569,23596.852,26106.3821,27255.1352,26991.1867,30850.1006,16613.4587,19572.8469,22687.6785,2098.4403,2064.3678,2116.0037,2648.5537,2709.5368,2629.4288,3346.9065,3484.3724,2616.3314,2551.4001,2724.6363,2764.8207,2886.9185,3086.8665,3368.0364,3339.4332,3472.9379,4541.6308,4695.1978,4897.0615,4993.3983,5080.8173,5260.7058,5376.6006,5483.4238,5773.9534,..
IEA Total,Electricity,Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IEA Total,Electricity,Imports (ktoe),5891.1435,6782.8891,7544.626,7627.6008,7680.7395,8009.1144,8981.9432,9914.5312,11652.0208,12062.4248,13283.4906,12876.4402,15582.2012,16438.951,16914.7892,16410.92,18865.6059,19643.1643,20792.4334,22082.8032,19896.5607,20371.6254,20883.7489,21470.9374,22268.4436,24370.0773,24424.8494,24312.1239,26298.5384,29499.9465,29377.7516,31043.3053,32260.0324,31287.1289,35451.0274,34582.6546,35107.2289,34537.3362,32278.9983,32422.5359,35246.3175,37599.4104,37827.7091,40589.9324,43000.9907,40068.5147,39644.2565,39947.2229,39943.1223
IEA Total,Electricity,Exports (ktoe),-5246.7757,-6266.2082,-7002.6655,-6980.9114,-7323.6455,-7542.7343,-8526.0535,-9458.4695,-10741.3586,-10709.4582,-11971.969,-11727.085,-14051.8485,-14624.3337,-15099.4842,-14601.2039,-16705.2451,-17026.6551,-18557.8675,-20670.7653,-18760.1034,-19983.0611,-20522.6139,-21260.619,-21781.943,-23627.687,-23675.6663,-23399.1402,-25692.8632,-29313.9169,-28274.7882,-29424.4127,-31126.4324,-30006.7569,-34109.9383,-33367.2384,-35084.0576,-33598.1016,-31051.8338,-31008.057,-34716.6177,-37922.1431,-36602.7176,-39542.5922,-42174.7264,-39213.2485,-40763.7322,-39292.1463,-40175.5218
IEA Total,Electricity,Total energy supply (ktoe),644.3679,516.6812,541.9604,646.6895,357.0938,466.3803,455.8899,456.0619,910.6621,1352.9666,1311.522,1149.3552,1530.3522,1814.6176,1815.3051,1809.7161,2160.361,2616.5089,2234.5658,1412.0379,1136.4574,388.5638,361.1349,210.3181,486.5005,742.3903,749.1831,912.9839,605.675,186.0294,1102.9633,1618.8928,1133.6003,1280.3722,1341.0893,1215.4163,23.1714,939.2343,1227.165,1414.4794,529.6998,-322.7327,1224.9918,1047.3401,826.264,855.2661,-1119.4755,655.077,-232.3996
IEA Total,Electricity,"Electricity, CHP and heat plants (ktoe)",328384.2647,355955.2017,382778.848,387010.6619,394688.8223,421636.4571,439465.1767,459630.5243,475848.0655,485028.9767,490571.0231,486931.728,504615.047,529277.5587,548926.1396,557587.5323,579655.2021,602897.0764,636938.7788,653384.9229,668213.822,674289.8272,689813.3849,709087.2451,729607.9915,749910.873,760042.6321,778459.4356,795724.7617,828105.7776,817627.5273,841295.3622,850944.4532,871822.3501,893283.5582,899434.0387,915599.4926,917935.9676,885382.5527,926014.7831,922423.4754,920392.4717,921030.9245,916750.4365,919616.3911,925660.9631,928285.4216,943661.4159,..
IEA Total,Electricity,"Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Electricity,Total final consumption (ktoe),277355.3738,299950.4731,322909.2005,329081.7715,333293.2075,355430.2666,371476.612,388092.7773,402319.6904,407266.38,414145.8297,409929.1486,424864.0586,449140.9287,464134.9097,473478.7621,494425.7951,515923.4737,533292.0035,548877.8076,567392.1924,570764.914,583587.7408,601323.5311,618606.663,635977.7107,648256.8571,663899.5654,681875.8512,710108.7804,712913.2396,729279.9022,740695.969,757463.6034,772774.3696,780297.324,798369.0515,795859.7601,763873.0044,797816.8928,794628.9056,792960.5702,795889.0866,792559.8948,795447.8353,804943.2092,806437.1734,821005.6806,..
IEA Total,Electricity,Industry (ktoe),137194.9269,146171.6251,157748.6675,160385.8125,156377.1284,168669.3033,173941.3584,180821.7543,188099.8278,185524.0758,185513.2415,172552.7944,178521.2381,191808.6846,194992.6055,194160.2754,201908.3406,212660.4468,219527.6011,227499.9336,234759.4485,236011.1496,235662.239,243275.0932,248309.7526,251630.9116,256893.3166,258695.7055,266038.2704,277036.3646,269248.309,255986.245,258967.9165,264497.3002,267137.4891,268290.2401,272800.4919,264839.7447,239857.949,254373.2478,259416.6444,258510.383,257472.4718,255803.0628,254007.4844,255321.8713,257305.0638,257810.9473,..
IEA Total,Electricity,Transport (ktoe),4827.3431,5034.6517,5285.8125,5360.361,5421.2384,5557.4375,5644.4538,5665.3483,5926.9992,6047.4636,6101.4616,6074.7207,6233.19,6494.497,6797.5067,7019.0026,7280.2236,7564.2304,7738.4351,7613.2616,7807.8762,7838.9403,8063.4628,8260.3963,8427.7403,8574.3958,8660.6126,8743.7129,8748.4038,8945.1017,8995.9157,9107.4698,9051.2506,8743.8092,8789.1749,8660.2458,8614.9645,8579.2057,8383.0881,8428.6818,8564.4618,8633.5848,8824.2623,8773.8043,9144.5637,9565.3177,9708.0902,9888.8593,..
IEA Total,Electricity,Residential (ktoe),78750.2147,87528.805,92998.9683,94553.5683,98451.1607,103349.0972,109712.7258,115822.9577,119402.1494,124030.3525,126220.2063,129003.3535,133922.0979,139681.5133,144605.847,149198.2803,155452.365,160237.3171,164407.6527,168343.0486,173359.5704,173720.5772,180701.9561,184739.1541,189395.5672,197109.1241,196601.8386,202852.1957,206838.1181,212855.2047,216794.7547,224101.7207,228725.7728,232870.0984,240634.8869,240666.4963,245706.6882,246157.4727,245315.7804,257915.0137,252388.8315,250521.5316,251677.0248,249271.38,249034.0764,251356.8181,248956.8551,256403.2233,..
IEA Total,Electricity,Commercial and public services (ktoe),51810.748,56294.0671,62481.5992,65075.1505,69176.0965,73744.97,77808.5127,81107.3947,83867.5839,86371.7975,90980.6534,96526.6551,100397.3346,105048.4092,111225.7952,116422.2696,122929.4929,128675.8386,134757.6096,138772.0429,145403.9018,147346.3551,153315.2214,159065.6788,165555.0841,171868.8225,179373.7834,186649.5484,193176.8559,204323.934,210573.3424,215344.9335,218487.1586,225480.7268,231512.5683,237899.7138,245378.386,248837.6928,246637.9221,251669.6885,249561.7867,249761.5758,251630.4493,250896.0412,254042.204,256280.3723,257435.2697,259966.6224,..
IEA Total,Electricity,Other final consumption (ktoe),4772.1411,4921.3242,4394.1531,3706.8788,3867.5838,4109.4583,4369.5615,4675.3226,5023.1298,5292.691,5330.2668,5771.625,5790.1976,6107.8248,6513.1556,6678.9338,6855.3738,6785.6408,6860.7053,6649.521,6061.3956,5847.8921,5844.8616,5983.2083,6918.5185,6794.4571,6727.3056,6958.4028,7074.2024,6948.1762,7300.918,24739.5333,25463.8703,25871.6692,24700.2503,24780.627,25868.521,27445.6432,23678.2653,25430.2605,24697.1814,25533.4949,26284.878,27815.6058,29219.507,32418.8298,33031.8942,36936.0286,..
IEA Total,Heat,Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3344,19.2701,15.3673,332.0922,341.6434,334.4016,338.637,338.7441,282.1855,374.5477,383.2361,456.527,470.3146,491.0527,420.9768,453.1549,509.4862,519.88,525.5983,624.8419,527.3593,612.1733,583.846,663.692,818.8997,861.288,865.6844,895.072,1018.4277,1002.2329,1102.667
IEA Total,Heat,Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,3.0095,3.0095,3.0095,3.0095,3.0095,2.9139,2.9139,2.9139,2.9139,2.9139,3.3677,3.3677,3.7976,3.4633,4.3709,3.4872,3.4394,3.6305,3.6305,3.6305,3.7021,3.6543,3.6543,3.5349,3.6543,3.8693,4.6097,4.0365,4.2275,4.4664,5.7801,6.2003,5.8314,6.2159,5.76,5.4237
IEA Total,Heat,Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0095,-3.0095,-3.0095,-3.0095,-3.0095,-2.9139,-2.9139,-2.9139,-2.9139,-2.9139,-3.3677,-3.3677,-3.7976,-3.4633,-4.3709,-7.0699,-6.7594,-7.2848,-7.046,-6.9505,-8.4552,-9.1,-8.6701,-8.0252,-8.5029,-8.073,-8.9328,-7.9535,-8.0968,-5.8278,-5.1352,-5.3741,-5.0874,-4.9625,-1.8147,-1.7695
IEA Total,Heat,Total energy supply (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3344,19.2701,15.3673,332.0922,341.6434,334.4016,338.637,338.7442,282.1855,374.5476,379.6533,453.2069,466.6603,487.6371,417.6567,448.4019,504.0405,514.8642,521.108,619.9934,523.1557,607.8502,579.9289,659.8227,817.5384,861.933,866.5105,895.8159,1019.681,1006.1784,1106.3212
IEA Total,Heat,"Electricity, CHP and heat plants (ktoe)",21239.6579,22796.7182,23965.6777,25898.1563,27280.7392,30642.6147,31995.3426,35022.8099,36843.4366,39881.5804,39048.4141,39604.8058,43136.5725,44599.2643,47786.1613,47270.7559,48685.5592,45770.2541,45450.1294,49672.1153,55361.2385,54844.2904,53966.2586,53445.5688,52707.0237,56266.8653,54297.4551,53426.5173,54924.7228,56558.0726,59131.6383,60533.8884,65028.5616,67162.345,67588.851,74184.2827,73084.8156,72834.5676,71417.4238,77216.0422,72742.5508,74212.9333,72893.4748,68218.4518,68503.6411,73317.149,72642.5273,72527.7706,..
IEA Total,Heat,"Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Heat,Total final consumption (ktoe),17944.8981,19601.0795,20713.9102,22571.4388,23877.6631,27006.5444,28293.04,31149.0877,33051.4951,35624.4866,34726.5692,35300.3487,38142.2565,39582.3778,42153.2196,42056.8694,43013.1605,40271.4961,39902.2646,43213.3873,48361.1621,47927.7659,46767.8715,46739.6694,45987.7321,49287.0084,47196.8481,46672.0667,48346.0605,49891.977,52451.2736,52205.6088,55943.6597,57874.001,58275.4507,61205.3094,59590.7919,60002.345,58671.892,62473.1358,58282.9889,59323.7917,58860.2122,55374.6965,55476.2923,58806.0466,58712.4948,58700.6706,..
IEA Total,Heat,Industry (ktoe),9558.3262,10147.75,10864.5026,11157.3517,11700.0334,12718.6156,13692.0561,14943.4891,15815.2288,15439.8826,14406.6591,14401.1418,13785.5401,14580.8256,14928.9193,14865.7208,15090.6422,14448.5286,13679.9942,15710.2362,19862.6133,18878.2482,17716.121,16827.4397,15338.8245,16091.6202,15723.9954,15120.9127,15551.0997,17787.8733,17359.0313,18095.2407,20323.8486,21724.9657,22216.2849,25699.6033,27041.9067,26762.4625,25442.9457,24983.3544,25223.2272,25512.9944,24779.2195,24099.8766,23572.277,25096.6102,24575.0122,24833.0242,..
IEA Total,Heat,Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
IEA Total,Heat,Residential (ktoe),6279.1393,7427.0803,7753.9409,8331.4464,8837.6565,10369.7335,10593.0783,11611.3978,12303.7643,13567.6651,13794.8791,14249.3074,15860.4184,17616.7717,19379.5022,19097.9984,19706.124,18819.552,18534.7043,19362.2509,20386.6402,20773.2888,21342.0198,21534.3217,22003.356,23267.8194,22251.9735,22466.9634,22598.6765,20307.2729,22338.6095,21414.7256,20531.1382,20959.2961,20856.0737,19936.8016,20554.0536,20495.2764,20534.7836,23129.6206,20825.9121,21323.8071,22570.1249,20188.0196,21134.5692,22233.3983,22450.7578,21754.7032,..
IEA Total,Heat,Commercial and public services (ktoe),741.8315,813.8435,843.9858,980.6773,1112.3532,1355.6656,1391.9701,1522.2365,1716.9436,2246.2022,2447.2867,2605.3548,4587.3221,5343.2216,5527.7061,5711.8561,5874.4148,5411.0537,6137.3364,5909.7451,5905.1159,6272.6936,6087.6566,6680.6933,6832.5203,7939.1048,7288.2577,7148.2492,8316.6623,8051.4884,8336.106,8166.7895,10716.9092,10743.2642,10673.6841,11327.0564,11559.9023,12332.5509,12250.6015,13963.4799,11902.9235,12147.0161,11186.3406,10691.0225,10400.8446,11108.0831,11361.584,11819.2907,..
IEA Total,Heat,Other final consumption (ktoe),1365.6014,1212.4056,1251.4808,2101.9633,2227.6201,2562.5298,2615.9356,3071.9644,3215.5583,4370.7366,4077.7445,4044.5448,3908.9759,2041.5592,2317.0917,2381.2936,2341.9796,1592.3617,1550.2293,2231.155,2206.7927,2003.5348,1622.074,1697.2152,1813.0313,1988.4637,1932.6215,1935.9416,1879.6217,3745.3426,4417.5267,4528.8526,4371.7638,4446.4746,4529.4074,4241.8484,434.9293,412.0545,443.5607,396.6811,330.9265,339.9748,324.5274,395.7777,368.6012,367.9552,325.1402,293.6521,..
IEA Total,Total,Production (ktoe),2343373.341,2406835.014,2445831.911,2432801.318,2459572.048,2501497.277,2597248.755,2673837.682,2833365.752,2906517.808,2948031.617,2998324.583,2993134.634,3167706.423,3250750.582,3261284.494,3350248.62,3384697.284,3388944.626,3431278.794,3464075.516,3490328.334,3488057.962,3597816.603,3666187.607,3762986.4,3796408.567,3799559.937,3782613.904,3825658.39,3865954.907,3852086.645,3831283.677,3863165.676,3837114.527,3858926.606,3848575.61,3861982.532,3789604.902,3878269.585,3851376.29,3877111.062,3960267.923,4118319.04,4139031.332,4031411.157,4145492.494,4343213.197,4468967.043
